Date,AC AP IMI WITH PARTIAL A SHARES
2018-05-14,3071.802172773831
2018-05-15,3068.779550080917
2018-05-16,3086.539012753721
2018-05-17,3078.98043245573
2018-05-18,3089.8880243044837
2018-05-21,3091.693750492398
2018-05-22,3085.389598983894
2018-05-23,3094.8235525489986
2018-05-24,3091.430168312782
2018-05-25,3107.746104151087
2018-05-28,3121.620552851527
2018-05-29,3122.88608586232
2018-05-30,3070.1340191837803
2018-05-31,3082.320232475475
