Date,EAFE HIGH DIVIDEND YIELD
2001-02-02,594.35768
2001-02-05,599.949364
2001-02-06,598.890133
2001-02-07,595.484629
2001-02-08,588.140783
2001-02-09,588.41716
2001-02-12,593.763493
2001-02-13,590.404317
2001-02-14,589.101405
2001-02-15,581.656916
2001-02-16,581.492857
2001-02-19,583.966243
2001-02-20,574.811735
2001-02-21,572.301039
2001-02-22,568.22534
2001-02-23,564.145872
2001-02-26,564.517827
2001-02-27,568.920361
2001-02-28,569.486591
2001-03-01,573.455528
2001-03-02,575.244038
2001-03-05,575.930263
2001-03-06,578.555466
2001-03-07,579.162386
2001-03-08,581.284523
2001-03-09,577.652395
2001-03-12,568.015038
2001-03-13,554.212697
2001-03-14,542.952758
2001-03-15,546.47328
2001-03-16,530.831981
2001-03-19,528.807645
2001-03-20,535.748681
2001-03-21,526.192027
2001-03-22,501.601943
2001-03-23,511.458785
2001-03-26,526.260108
2001-03-27,538.806845
2001-03-28,531.214335
2001-03-29,531.518194
2001-03-30,534.750498
2001-04-02,532.803793
2001-04-03,525.259731
2001-04-04,534.247263
2001-04-05,539.095763
2001-04-06,541.833831
2001-04-09,550.068611
2001-04-10,552.872858
2001-04-11,550.939484
2001-04-12,555.870004
2001-04-13,555.649902
2001-04-16,551.79467
2001-04-17,550.737424
2001-04-18,552.383677
2001-04-19,560.475305
2001-04-20,564.660095
2001-04-23,560.177334
2001-04-24,562.233558
2001-04-25,562.799022
2001-04-26,568.228955
2001-04-27,569.973865
2001-04-30,568.752964
2001-05-01,570.916989
2001-05-02,567.443722
2001-05-03,559.69786
2001-05-04,564.231929
2001-05-07,565.450233
2001-05-08,561.864433
2001-05-09,560.906873
2001-05-10,569.225277
2001-05-11,563.623056
2001-05-14,554.677368
2001-05-15,563.49253
2001-05-16,567.695574
2001-05-17,570.932563
2001-05-18,572.057105
2001-05-21,574.312136
2001-05-22,570.247352
2001-05-23,565.167492
2001-05-24,564.863156
2001-05-25,563.285696
2001-05-28,565.191102
2001-05-29,561.187483
2001-05-30,560.070463
2001-05-31,556.677588
2001-06-01,556.970775
2001-06-04,560.069094
2001-06-05,562.794448
2001-06-06,558.694969
2001-06-07,560.315198
2001-06-08,559.044476
2001-06-11,551.753138
2001-06-12,550.917755
2001-06-13,555.638296
2001-06-14,556.454312
2001-06-15,555.352042
2001-06-18,549.727086
2001-06-19,549.864364
2001-06-20,546.251498
2001-06-21,546.90189
2001-06-22,550.195264
2001-06-25,554.538797
2001-06-26,548.796574
2001-06-27,548.445233
2001-06-28,544.355884
2001-06-29,546.651607
2001-07-02,551.422739
2001-07-03,547.431492
2001-07-04,546.805012
2001-07-05,541.647242
2001-07-06,535.136268
2001-07-09,536.284465
2001-07-10,537.227633
2001-07-11,534.739986
2001-07-12,535.282903
2001-07-13,537.416058
2001-07-16,537.756168
2001-07-17,532.442872
2001-07-18,535.406801
2001-07-19,540.191011
2001-07-20,540.557305
2001-07-23,539.302348
2001-07-24,535.511734
2001-07-25,531.686202
2001-07-26,533.682032
2001-07-27,538.451901
2001-07-30,542.953876
2001-07-31,548.794565
2001-08-01,552.653094
2001-08-02,553.177828
2001-08-03,551.54781
2001-08-06,549.956473
2001-08-07,550.109982
2001-08-08,545.938659
2001-08-09,544.091454
2001-08-10,544.947435
2001-08-13,548.769591
2001-08-14,554.003934
2001-08-15,560.481019
2001-08-16,558.745545
2001-08-17,554.509258
2001-08-20,552.798309
2001-08-21,556.891194
2001-08-22,562.22149
2001-08-23,558.982517
2001-08-24,566.003475
2001-08-27,564.847397
2001-08-28,559.793074
2001-08-29,560.536489
2001-08-30,550.733114
2001-08-31,550.413854
2001-09-03,545.234209
2001-09-04,544.436445
2001-09-05,539.885041
2001-09-06,532.740899
2001-09-07,524.908927
2001-09-10,517.050844
2001-09-11,497.546226
2001-09-12,495.136298
2001-09-13,501.989735
2001-09-14,486.43243
2001-09-17,493.642302
2001-09-18,489.887416
2001-09-19,479.869428
2001-09-20,458.58017
2001-09-21,440.434481
2001-09-24,460.638735
2001-09-25,468.946759
2001-09-26,474.542475
2001-09-27,480.290277
2001-09-28,490.404121
2001-10-01,483.809179
2001-10-02,488.46585
2001-10-03,492.770891
2001-10-04,504.607942
2001-10-05,506.108149
2001-10-08,503.855524
2001-10-09,501.829158
2001-10-10,508.597041
2001-10-11,509.929536
2001-10-12,510.647936
2001-10-15,501.695022
2001-10-16,504.76355
2001-10-17,512.817161
2001-10-18,502.361712
2001-10-19,489.806946
2001-10-22,492.406132
2001-10-23,502.524787
2001-10-24,505.185794
2001-10-25,499.900087
2001-10-26,508.36137
2001-10-29,505.946128
2001-10-30,497.777378
2001-10-31,499.58433
2001-11-01,504.311337
2001-11-02,503.989938
2001-11-05,509.365622
2001-11-06,507.827609
2001-11-07,512.76304
2001-11-08,516.947294
2001-11-09,514.404551
2001-11-12,506.33484
2001-11-13,513.202014
2001-11-14,511.759226
2001-11-15,507.136004
2001-11-16,512.354353
2001-11-19,515.672811
2001-11-20,515.66659
2001-11-21,513.387904
2001-11-22,516.447078
2001-11-23,513.408528
2001-11-26,511.99416
2001-11-27,510.284179
2001-11-28,506.994674
2001-11-29,508.381622
2001-11-30,513.588997
2001-12-03,509.168667
2001-12-04,513.616094
2001-12-05,523.673363
2001-12-06,527.43149
2001-12-07,520.967192
2001-12-10,514.678304
2001-12-11,514.576205
2001-12-12,513.50155
2001-12-13,509.223296
2001-12-14,508.201811
2001-12-17,517.864366
2001-12-18,517.322244
2001-12-19,513.081504
2001-12-20,508.790767
2001-12-21,513.040354
2001-12-24,510.985048
2001-12-25,511.050789
2001-12-26,512.31071
2001-12-27,521.785939
2001-12-28,523.600707
2001-12-31,526.233667
2002-01-01,526.233667
2002-01-02,526.802719
2002-01-03,532.596622
2002-01-04,532.174764
2002-01-07,527.322388
2002-01-08,524.837458
2002-01-09,524.316399
2002-01-10,523.069789
2002-01-11,522.773926
2002-01-14,515.759693
2002-01-15,517.981302
2002-01-16,510.909999
2002-01-17,513.807828
2002-01-18,514.15432
2002-01-21,514.452444
2002-01-22,515.154187
2002-01-23,520.27368
2002-01-24,521.887116
2002-01-25,515.590663
2002-01-28,518.223204
2002-01-29,512.608383
2002-01-30,507.820759
2002-01-31,513.558272
2002-02-01,514.554303
2002-02-04,514.429009
2002-02-05,507.9756
2002-02-06,505.21383
2002-02-07,506.711694
2002-02-08,508.543248
2002-02-11,515.001924
2002-02-12,515.5081
2002-02-13,517.307669
2002-02-14,522.030891
2002-02-15,520.04098
2002-02-18,516.859503
2002-02-19,511.178858
2002-02-20,506.971283
2002-02-21,511.520127
2002-02-22,510.653216
2002-02-25,514.493355
2002-02-26,516.824375
2002-02-27,518.922322
2002-02-28,517.685806
2002-03-01,523.082073
2002-03-04,533.264964
2002-03-05,531.228905
2002-03-06,534.49405
2002-03-07,541.060317
2002-03-08,541.014394
2002-03-11,540.263174
2002-03-12,536.699923
2002-03-13,538.683687
2002-03-14,541.13043
2002-03-15,545.671198
2002-03-18,546.116515
2002-03-19,550.22938
2002-03-20,548.763601
2002-03-21,545.398165
2002-03-22,546.034849
2002-03-25,541.176006
2002-03-26,541.678415
2002-03-27,541.508559
2002-03-28,548.285045
2002-03-29,548.261936
2002-04-01,552.754921
2002-04-02,550.809568
2002-04-03,549.86746
2002-04-04,545.21288
2002-04-05,544.883555
2002-04-08,538.094096
2002-04-09,539.150122
2002-04-10,545.774123
2002-04-11,541.847791
2002-04-12,542.278769
2002-04-15,546.025732
2002-04-16,553.434874
2002-04-17,556.022023
2002-04-18,557.619524
2002-04-19,559.362569
2002-04-22,558.271407
2002-04-23,557.077934
2002-04-24,557.389629
2002-04-25,555.028967
2002-04-26,552.947258
2002-04-29,552.894806
2002-04-30,556.527935
2002-05-01,557.194446
2002-05-02,557.449542
2002-05-03,564.567118
2002-05-06,563.297694
2002-05-07,556.655465
2002-05-08,562.878139
2002-05-09,560.373823
2002-05-10,558.938668
2002-05-13,563.386849
2002-05-14,562.819848
2002-05-15,567.265671
2002-05-16,566.148677
2002-05-17,569.666153
2002-05-20,566.803652
2002-05-21,565.055036
2002-05-22,564.319354
2002-05-23,562.555486
2002-05-24,562.961688
2002-05-27,562.723699
2002-05-28,562.3205
2002-05-29,563.273953
2002-05-30,560.463535
2002-05-31,561.914449
2002-06-03,560.938424
2002-06-04,555.708763
2002-06-05,549.31856
2002-06-06,552.662784
2002-06-07,547.319384
2002-06-10,545.944339
2002-06-11,550.468085
2002-06-12,543.685112
2002-06-13,537.478009
2002-06-14,523.888786
2002-06-17,535.641258
2002-06-18,537.327555
2002-06-19,533.36615
2002-06-20,529.268109
2002-06-21,529.53334
2002-06-24,523.499867
2002-06-25,530.645998
2002-06-26,530.070917
2002-06-27,530.359788
2002-06-28,546.733226
2002-07-01,549.32145
2002-07-02,535.234861
2002-07-03,521.133416
2002-07-04,527.508024
2002-07-05,540.452203
2002-07-08,545.762468
2002-07-09,544.398073
2002-07-10,528.179425
2002-07-11,510.448557
2002-07-12,507.286966
2002-07-15,488.598095
2002-07-16,488.891252
2002-07-17,501.706674
2002-07-18,510.313705
2002-07-19,493.107433
2002-07-22,467.471146
2002-07-23,456.921521
2002-07-24,448.559337
2002-07-25,468.162573
2002-07-26,465.258522
2002-07-29,484.415006
2002-07-30,487.025551
2002-07-31,491.513683
2002-08-01,472.380022
2002-08-02,475.16845
2002-08-05,464.625871
2002-08-06,470.635906
2002-08-07,471.006949
2002-08-08,484.092607
2002-08-09,492.185769
2002-08-12,485.569795
2002-08-13,490.434053
2002-08-14,484.27053
2002-08-15,495.584801
2002-08-16,497.95621
2002-08-19,505.789572
2002-08-20,500.245828
2002-08-21,504.468328
2002-08-22,510.707971
2002-08-23,504.97533
2002-08-26,502.425914
2002-08-27,516.053342
2002-08-28,500.294788
2002-08-29,493.370714
2002-08-30,497.010286
2002-09-02,492.877283
2002-09-03,479.25911
2002-09-04,477.175746
2002-09-05,473.963838
2002-09-06,483.813923
2002-09-09,478.257738
2002-09-10,486.726658
2002-09-11,492.294107
2002-09-12,480.357493
2002-09-13,473.644018
2002-09-16,471.729056
2002-09-17,467.3529
2002-09-18,454.206527
2002-09-19,450.126014
2002-09-20,448.669947
2002-09-23,437.370456
2002-09-24,429.191512
2002-09-25,431.363555
2002-09-26,448.217058
2002-09-27,448.469702
2002-09-30,434.039185
2002-10-01,440.382798
2002-10-02,450.123128
2002-10-03,445.029958
2002-10-04,435.61803
2002-10-07,431.981204
2002-10-08,423.714476
2002-10-09,421.88869
2002-10-10,428.209975
2002-10-11,446.622013
2002-10-14,443.353306
2002-10-15,463.906284
2002-10-16,459.155604
2002-10-17,467.263984
2002-10-18,464.492256
2002-10-21,465.946796
2002-10-22,461.063941
2002-10-23,449.571913
2002-10-24,457.988239
2002-10-25,454.835583
2002-10-28,460.246784
2002-10-29,443.87897
2002-10-30,452.639312
2002-10-31,462.377281
2002-11-01,460.354755
2002-11-04,472.380868
2002-11-05,476.994945
2002-11-06,470.79126
2002-11-07,467.702772
2002-11-08,466.38969
2002-11-11,464.305604
2002-11-12,466.569565
2002-11-13,460.98108
2002-11-14,464.341544
2002-11-15,468.146586
2002-11-18,472.718924
2002-11-19,472.076578
2002-11-20,467.154159
2002-11-21,478.852598
2002-11-22,477.749871
2002-11-25,471.466375
2002-11-26,464.369416
2002-11-27,471.298858
2002-11-28,477.217214
2002-11-29,477.364628
2002-12-02,475.859957
2002-12-03,470.836243
2002-12-04,467.66184
2002-12-05,464.802562
2002-12-06,465.784828
2002-12-09,457.348483
2002-12-10,458.035261
2002-12-11,461.674401
2002-12-12,459.173343
2002-12-13,456.752671
2002-12-16,467.665123
2002-12-17,466.553417
2002-12-18,458.396513
2002-12-19,457.015791
2002-12-20,461.562982
2002-12-23,464.219461
2002-12-24,466.530246
2002-12-25,466.593936
2002-12-26,467.185821
2002-12-27,458.215593
2002-12-30,464.400765
2002-12-31,468.618781
2003-01-01,468.618781
2003-01-02,476.940687
2003-01-03,477.4611
2003-01-06,482.781291
2003-01-07,476.504333
2003-01-08,468.905561
2003-01-09,474.798689
2003-01-10,478.235174
2003-01-13,477.463934
2003-01-14,478.070691
2003-01-15,473.648447
2003-01-16,473.968898
2003-01-17,468.931737
2003-01-20,463.754298
2003-01-21,457.434855
2003-01-22,450.03592
2003-01-23,449.198445
2003-01-24,448.423442
2003-01-27,435.945588
2003-01-28,437.366204
2003-01-29,439.258924
2003-01-30,444.992402
2003-01-31,445.224395
2003-02-03,452.352224
2003-02-04,445.787466
2003-02-05,451.674717
2003-02-06,441.817219
2003-02-07,438.037226
2003-02-10,435.071463
2003-02-11,440.453395
2003-02-12,433.61359
2003-02-13,435.408185
2003-02-14,439.102373
2003-02-17,443.916535
2003-02-18,447.317799
2003-02-19,442.466844
2003-02-20,442.003703
2003-02-21,446.321934
2003-02-24,440.786806
2003-02-25,429.266617
2003-02-26,427.581015
2003-02-27,429.12932
2003-02-28,436.121363
2003-03-03,439.762052
2003-03-04,435.426326
2003-03-05,434.641282
2003-03-06,430.944654
2003-03-07,424.141436
2003-03-10,417.904893
2003-03-11,418.883221
2003-03-12,402.900504
2003-03-13,417.908949
2003-03-14,427.131207
2003-03-17,436.468643
2003-03-18,435.60179
2003-03-19,438.468952
2003-03-20,437.07715
2003-03-21,446.857779
2003-03-24,436.627251
2003-03-25,442.707757
2003-03-26,444.788653
2003-03-27,438.554931
2003-03-28,438.163329
2003-03-31,430.656829
2003-04-01,436.171125
2003-04-02,442.42534
2003-04-03,445.161156
2003-04-04,448.84189
2003-04-07,459.149912
2003-04-08,453.844975
2003-04-09,453.624361
2003-04-10,452.806486
2003-04-11,453.404754
2003-04-14,457.816851
2003-04-15,464.954212
2003-04-16,463.159748
2003-04-17,467.374805
2003-04-18,467.331172
2003-04-21,464.547153
2003-04-22,471.567161
2003-04-23,476.559043
2003-04-24,472.167523
2003-04-25,465.457405
2003-04-28,475.158883
2003-04-29,475.974547
2003-04-30,478.826535
2003-05-01,480.436911
2003-05-02,482.428122
2003-05-05,487.147522
2003-05-06,496.059924
2003-05-07,491.924616
2003-05-08,486.654622
2003-05-09,491.665729
2003-05-12,495.847418
2003-05-13,494.896588
2003-05-14,495.119531
2003-05-15,498.460179
2003-05-16,503.088057
2003-05-19,495.608293
2003-05-20,497.733065
2003-05-21,495.805516
2003-05-22,500.107606
2003-05-23,501.675604
2003-05-26,503.301812
2003-05-27,505.850764
2003-05-28,509.772176
2003-05-29,514.006827
2003-05-30,510.008678
2003-06-02,517.721636
2003-06-03,515.949521
2003-06-04,519.943627
2003-06-05,523.70879
2003-06-06,528.25876
2003-06-09,524.394397
2003-06-10,523.581185
2003-06-11,534.90733
2003-06-12,539.143626
2003-06-13,536.795145
2003-06-16,545.399334
2003-06-17,548.72382
2003-06-18,546.712203
2003-06-19,538.913879
2003-06-20,540.952949
2003-06-23,530.061141
2003-06-24,526.123301
2003-06-25,530.269316
2003-06-26,524.286369
2003-06-27,523.734188
2003-06-30,520.519203
2003-07-01,517.319666
2003-07-02,522.276508
2003-07-03,524.210356
2003-07-04,521.804748
2003-07-07,527.815195
2003-07-08,523.665993
2003-07-09,518.481897
2003-07-10,514.631842
2003-07-11,519.442061
2003-07-14,525.264948
2003-07-15,518.679039
2003-07-16,515.174758
2003-07-17,512.98191
2003-07-18,514.154493
2003-07-21,515.207458
2003-07-22,518.889144
2003-07-23,521.406788
2003-07-24,529.656413
2003-07-25,527.530773
2003-07-28,532.232401
2003-07-29,529.646472
2003-07-30,526.459192
2003-07-31,527.02992
2003-08-01,522.790665
2003-08-04,523.20784
2003-08-05,525.913413
2003-08-06,521.020309
2003-08-07,525.115029
2003-08-08,527.569601
2003-08-11,530.837849
2003-08-12,531.979372
2003-08-13,533.184963
2003-08-14,538.369017
2003-08-15,538.39021
2003-08-18,539.398935
2003-08-19,535.848053
2003-08-20,536.209963
2003-08-21,533.836283
2003-08-22,530.642418
2003-08-25,529.505454
2003-08-26,522.460714
2003-08-27,525.702977
2003-08-28,527.147113
2003-08-29,526.295827
2003-09-01,529.931178
2003-09-02,527.788717
2003-09-03,532.938532
2003-09-04,534.631053
2003-09-05,535.91428
2003-09-08,541.466436
2003-09-09,539.451382
2003-09-10,535.966064
2003-09-11,536.776646
2003-09-12,538.847087
2003-09-15,539.798658
2003-09-16,540.422358
2003-09-17,543.635623
2003-09-18,547.847759
2003-09-19,547.158972
2003-09-22,546.717717
2003-09-23,544.204175
2003-09-24,545.555517
2003-09-25,544.819187
2003-09-26,538.307304
2003-09-29,537.772665
2003-09-30,534.392144
2003-10-01,545.645007
2003-10-02,548.06485
2003-10-03,555.788695
2003-10-06,556.373346
2003-10-07,557.136279
2003-10-08,556.3362
2003-10-09,561.95956
2003-10-10,562.738745
2003-10-13,566.252168
2003-10-14,564.933759
2003-10-15,568.272842
2003-10-16,569.046512
2003-10-17,565.867596
2003-10-20,568.001958
2003-10-21,569.249194
2003-10-22,565.848708
2003-10-23,559.553512
2003-10-24,560.828805
2003-10-27,562.580163
2003-10-28,563.920701
2003-10-29,565.505378
2003-10-30,569.197849
2003-10-31,567.809677
2003-11-03,569.631873
2003-11-04,570.00653
2003-11-05,568.116809
2003-11-06,566.702607
2003-11-07,573.557671
2003-11-10,571.96653
2003-11-11,569.635378
2003-11-12,574.185914
2003-11-13,578.60914
2003-11-14,582.253426
2003-11-17,573.011369
2003-11-18,576.644447
2003-11-19,576.175285
2003-11-20,575.254326
2003-11-21,577.542557
2003-11-24,579.244871
2003-11-25,580.803697
2003-11-26,585.394385
2003-11-27,586.425052
2003-11-28,588.832861
2003-12-01,596.462564
2003-12-02,598.793927
2003-12-03,603.3709
2003-12-04,600.786096
2003-12-05,602.101077
2003-12-08,604.105429
2003-12-09,608.764448
2003-12-10,606.503732
2003-12-11,604.50581
2003-12-12,610.032587
2003-12-15,612.487097
2003-12-16,612.44991
2003-12-17,617.031046
2003-12-18,621.137063
2003-12-19,623.028195
2003-12-22,625.321138
2003-12-23,627.41148
2003-12-24,630.440366
2003-12-25,630.441006
2003-12-26,630.454782
2003-12-29,633.974778
2003-12-30,639.156581
2003-12-31,644.782027
2004-01-01,644.782027
2004-01-02,649.965653
2004-01-05,655.904017
2004-01-06,660.223397
2004-01-07,653.51025
2004-01-08,657.192186
2004-01-09,657.589764
2004-01-12,657.010695
2004-01-13,656.369737
2004-01-14,654.343573
2004-01-15,650.692874
2004-01-16,644.627286
2004-01-19,643.747705
2004-01-20,651.179967
2004-01-21,659.250118
2004-01-22,662.097382
2004-01-23,659.674131
2004-01-26,652.215411
2004-01-27,653.570994
2004-01-28,656.666995
2004-01-29,642.093936
2004-01-30,640.878238
2004-02-02,641.182817
2004-02-03,646.559383
2004-02-04,643.314509
2004-02-05,645.854164
2004-02-06,652.248382
2004-02-09,659.687939
2004-02-10,659.603367
2004-02-11,661.091296
2004-02-12,668.731719
2004-02-13,667.432633
2004-02-16,669.799429
2004-02-17,676.095563
2004-02-18,676.981315
2004-02-19,676.963754
2004-02-20,669.586343
2004-02-23,669.700816
2004-02-24,670.796305
2004-02-25,667.798186
2004-02-26,663.568168
2004-02-27,664.727637
2004-03-01,672.919559
2004-03-02,667.358836
2004-03-03,656.332391
2004-03-04,661.419856
2004-03-05,670.367745
2004-03-08,671.09892
2004-03-09,669.014258
2004-03-10,660.496354
2004-03-11,646.44156
2004-03-12,643.335323
2004-03-15,636.216123
2004-03-16,645.544832
2004-03-17,647.641158
2004-03-18,648.247694
2004-03-19,649.981292
2004-03-22,641.787516
2004-03-23,640.174306
2004-03-24,635.562694
2004-03-25,637.743965
2004-03-26,636.907224
2004-03-29,645.410217
2004-03-30,649.629494
2004-03-31,653.623258
2004-04-01,663.416667
2004-04-02,662.622584
2004-04-05,660.243588
2004-04-06,663.800348
2004-04-07,666.971312
2004-04-08,666.781979
2004-04-09,666.784045
2004-04-12,666.153732
2004-04-13,664.110675
2004-04-14,653.500795
2004-04-15,654.19329
2004-04-16,664.400423
2004-04-19,664.878162
2004-04-20,662.956191
2004-04-21,654.401205
2004-04-22,656.495122
2004-04-23,657.650079
2004-04-26,661.302177
2004-04-27,663.298954
2004-04-28,652.690185
2004-04-29,651.211451
2004-04-30,648.610223
2004-05-03,650.422555
2004-05-04,660.942365
2004-05-05,665.108626
2004-05-06,655.899151
2004-05-07,645.68606
2004-05-10,626.823098
2004-05-11,630.408065
2004-05-12,631.565283
2004-05-13,634.258298
2004-05-14,632.496563
2004-05-17,630.515806
2004-05-18,630.826003
2004-05-19,644.253379
2004-05-20,635.122074
2004-05-21,641.514672
2004-05-24,643.159722
2004-05-25,649.742578
2004-05-26,655.061577
2004-05-27,665.685088
2004-05-28,661.791159
2004-05-31,663.007534
2004-06-01,661.390871
2004-06-02,664.903551
2004-06-03,665.362722
2004-06-04,668.286914
2004-06-07,676.615187
2004-06-08,675.957804
2004-06-09,666.629966
2004-06-10,668.943405
2004-06-11,664.062992
2004-06-14,659.043137
2004-06-15,662.645475
2004-06-16,667.308893
2004-06-17,669.634242
2004-06-18,676.117364
2004-06-21,674.149069
2004-06-22,668.168823
2004-06-23,670.597007
2004-06-24,677.633111
2004-06-25,674.455571
2004-06-28,679.786121
2004-06-29,672.490329
2004-06-30,670.954608
2004-07-01,668.964661
2004-07-02,672.363076
2004-07-05,671.717727
2004-07-06,671.531031
2004-07-07,676.133902
2004-07-08,680.141888
2004-07-09,680.7865
2004-07-12,679.695714
2004-07-13,676.186645
2004-07-14,676.715044
2004-07-15,672.3517
2004-07-16,679.110928
2004-07-19,676.496896
2004-07-20,673.512496
2004-07-21,669.973726
2004-07-22,663.51148
2004-07-23,657.673127
2004-07-26,655.127586
2004-07-27,655.556229
2004-07-28,656.090079
2004-07-29,664.605201
2004-07-30,665.763964
2004-08-02,666.604421
2004-08-03,671.186997
2004-08-04,667.832117
2004-08-05,668.664681
2004-08-06,667.730772
2004-08-09,663.401984
2004-08-10,668.963149
2004-08-11,660.076394
2004-08-12,661.937739
2004-08-13,663.94956
2004-08-16,667.603884
2004-08-17,665.707478
2004-08-18,665.134911
2004-08-19,670.084302
2004-08-20,668.5331
2004-08-23,669.942293
2004-08-24,664.049134
2004-08-25,665.38296
2004-08-26,669.039726
2004-08-27,672.796811
2004-08-30,672.232784
2004-08-31,673.878595
2004-09-01,679.678092
2004-09-02,680.599973
2004-09-03,679.896866
2004-09-06,682.13451
2004-09-07,681.624627
2004-09-08,683.319174
2004-09-09,681.965632
2004-09-10,690.610971
2004-09-13,692.448954
2004-09-14,694.234317
2004-09-15,686.261527
2004-09-16,689.236046
2004-09-17,694.667944
2004-09-20,691.933445
2004-09-21,700.436956
2004-09-22,696.565648
2004-09-23,695.597166
2004-09-24,696.295744
2004-09-27,695.181428
2004-09-28,699.755715
2004-09-29,701.026881
2004-09-30,703.164251
2004-10-01,712.646871
2004-10-04,710.483445
2004-10-05,715.084546
2004-10-06,715.413551
2004-10-07,714.81802
2004-10-08,719.999666
2004-10-11,719.023742
2004-10-12,711.278275
2004-10-13,708.685473
2004-10-14,712.925772
2004-10-15,716.06602
2004-10-18,715.629143
2004-10-19,720.70857
2004-10-20,719.764212
2004-10-21,723.487271
2004-10-22,724.655761
2004-10-25,721.671128
2004-10-26,722.832798
2004-10-27,730.714891
2004-10-28,732.946034
2004-10-29,731.267447
2004-11-01,737.888168
2004-11-02,741.002325
2004-11-03,750.030839
2004-11-04,752.530884
2004-11-05,756.083856
2004-11-08,756.985429
2004-11-09,754.497454
2004-11-10,755.453639
2004-11-11,759.404726
2004-11-12,763.392548
2004-11-15,764.455609
2004-11-16,761.328901
2004-11-17,769.252783
2004-11-18,766.133667
2004-11-19,766.462488
2004-11-22,762.306552
2004-11-23,767.6473
2004-11-24,771.047485
2004-11-25,781.266352
2004-11-26,780.977466
2004-11-29,781.659244
2004-11-30,779.009491
2004-12-01,786.812394
2004-12-02,786.22204
2004-12-03,790.180232
2004-12-06,790.464477
2004-12-07,792.487391
2004-12-08,780.795674
2004-12-09,775.653026
2004-12-10,777.757953
2004-12-13,786.466649
2004-12-14,787.410657
2004-12-15,795.754052
2004-12-16,791.803509
2004-12-17,785.766055
2004-12-20,798.239375
2004-12-21,794.954705
2004-12-22,799.321722
2004-12-23,806.05737
2004-12-24,809.853038
2004-12-27,813.529992
2004-12-28,812.926969
2004-12-29,811.220633
2004-12-30,813.636688
2004-12-31,812.261634
2005-01-03,807.31533
2005-01-04,801.451579
2005-01-05,796.157945
2005-01-06,793.339497
2005-01-07,792.158695
2005-01-10,794.491736
2005-01-11,792.547533
2005-01-12,794.871947
2005-01-13,793.958462
2005-01-14,791.011074
2005-01-17,791.807434
2005-01-18,790.275858
2005-01-19,793.002498
2005-01-20,785.833374
2005-01-21,788.331417
2005-01-24,790.723534
2005-01-25,791.178968
2005-01-26,799.261236
2005-01-27,800.676202
2005-01-28,796.104919
2005-01-31,801.873433
2005-02-01,807.4484
2005-02-02,812.493743
2005-02-03,807.319536
2005-02-04,815.518886
2005-02-07,813.136844
2005-02-08,810.100904
2005-02-09,811.235651
2005-02-10,819.603135
2005-02-11,825.506661
2005-02-14,831.179462
2005-02-15,834.387799
2005-02-16,831.273918
2005-02-17,837.403625
2005-02-18,838.992613
2005-02-21,837.971253
2005-02-22,840.458973
2005-02-23,832.959246
2005-02-24,831.319249
2005-02-25,840.150375
2005-02-28,843.343116
2005-03-01,843.167412
2005-03-02,838.144794
2005-03-03,839.766006
2005-03-04,853.284972
2005-03-07,848.737851
2005-03-08,854.90778
2005-03-09,849.878284
2005-03-10,844.408689
2005-03-11,848.69457
