Date,WORLD ex AUSTRALIA  HIGH DIVIDEND YIELD
2002-06-07,643.962716
2002-06-10,643.26152
2002-06-11,641.872302
2002-06-12,641.01458
2002-06-13,634.227459
2002-06-14,625.022697
2002-06-17,639.158131
2002-06-18,640.793596
2002-06-19,633.990967
2002-06-20,628.758814
2002-06-21,625.199885
2002-06-24,620.615738
2002-06-25,621.238502
2002-06-26,621.086548
2002-06-27,624.943974
2002-06-28,636.588297
2002-07-01,634.542405
2002-07-02,621.927654
2002-07-03,611.672389
2002-07-04,615.819085
2002-07-05,632.785557
2002-07-08,634.548345
2002-07-09,626.498841
2002-07-10,606.599575
2002-07-11,595.235129
2002-07-12,591.584252
2002-07-15,577.71464
2002-07-16,572.799155
2002-07-17,582.405955
2002-07-18,579.709566
2002-07-19,558.338076
2002-07-22,533.055977
2002-07-23,521.15422
2002-07-24,531.973877
2002-07-25,547.509361
2002-07-26,551.417927
2002-07-29,576.00435
2002-07-30,578.418735
2002-07-31,586.985109
2002-08-01,566.657569
2002-08-02,562.763089
2002-08-05,549.134776
2002-08-06,560.322524
2002-08-07,564.254783
2002-08-08,581.488859
2002-08-09,588.542076
2002-08-12,583.366841
2002-08-13,580.803277
2002-08-14,586.59422
2002-08-15,594.181171
2002-08-16,593.421105
2002-08-19,604.795874
2002-08-20,596.404975
2002-08-21,601.893116
2002-08-22,608.425931
2002-08-23,599.279588
2002-08-26,600.461025
2002-08-27,607.36447
2002-08-28,593.21635
2002-08-29,586.865348
2002-08-30,588.942729
2002-09-02,586.0749
2002-09-03,566.061584
2002-09-04,568.354521
2002-09-05,563.698658
2002-09-06,572.319294
2002-09-09,570.511408
2002-09-10,576.456694
2002-09-11,579.743819
2002-09-12,564.897503
2002-09-13,560.137298
2002-09-16,560.207576
2002-09-17,551.419168
2002-09-18,542.42222
2002-09-19,532.382098
2002-09-20,532.540249
2002-09-23,522.621381
2002-09-24,512.367961
2002-09-25,519.998949
2002-09-26,535.803529
2002-09-27,525.263737
2002-09-30,515.094441
2002-10-01,528.667551
2002-10-02,525.80571
2002-10-03,520.411448
2002-10-04,508.229691
2002-10-07,501.87022
2002-10-08,498.218185
2002-10-09,489.632914
2002-10-10,502.136047
2002-10-11,522.652741
2002-10-14,522.311369
2002-10-15,546.848834
2002-10-16,539.745253
2002-10-17,551.895233
2002-10-18,551.241865
2002-10-21,557.445216
2002-10-22,551.527927
2002-10-23,544.614504
2002-10-24,545.984044
2002-10-25,547.843609
2002-10-28,550.651795
2002-10-29,536.854668
2002-10-30,544.994956
2002-10-31,548.65592
2002-11-01,552.557631
2002-11-04,560.868978
2002-11-05,566.01931
2002-11-06,563.321588
2002-11-07,555.836121
2002-11-08,552.028157
2002-11-11,546.337281
2002-11-12,545.951861
2002-11-13,541.352548
2002-11-14,548.494519
2002-11-15,552.498008
2002-11-18,553.744409
2002-11-19,554.157416
2002-11-20,555.502293
2002-11-21,568.908136
2002-11-22,567.792077
2002-11-25,565.98254
2002-11-26,556.195341
2002-11-27,567.014126
2002-11-28,570.45304
2002-11-29,569.742351
2002-12-02,567.884245
2002-12-03,562.234044
2002-12-04,560.180504
2002-12-05,555.285837
2002-12-06,558.230062
2002-12-09,549.26252
2002-12-10,553.924072
2002-12-11,557.209295
2002-12-12,553.335473
2002-12-13,550.478442
2002-12-16,564.195051
2002-12-17,560.704464
2002-12-18,552.839049
2002-12-19,550.067031
2002-12-20,557.253231
2002-12-23,558.304615
2002-12-24,558.599877
2002-12-25,558.662186
2002-12-26,559.47581
2002-12-27,549.479345
2002-12-30,555.077912
2002-12-31,557.949799
2003-01-01,557.949799
2003-01-02,570.558823
2003-01-03,571.291219
2003-01-06,581.38127
2003-01-07,574.109173
2003-01-08,566.326608
2003-01-09,574.077465
2003-01-10,574.414019
2003-01-13,573.254455
2003-01-14,575.479176
2003-01-15,568.441644
2003-01-16,567.32745
2003-01-17,562.353417
2003-01-20,558.586522
2003-01-21,549.987934
2003-01-22,542.858078
2003-01-23,542.073903
2003-01-24,533.932225
2003-01-27,521.814321
2003-01-28,525.956372
2003-01-29,528.809294
2003-01-30,528.386031
2003-01-31,533.672919
2003-02-03,541.689776
2003-02-04,534.102948
2003-02-05,536.247175
2003-02-06,527.935881
2003-02-07,523.574211
2003-02-10,522.593125
2003-02-11,524.054409
2003-02-12,516.711619
2003-02-13,518.161169
2003-02-14,524.318894
2003-02-17,527.709666
2003-02-18,533.331138
2003-02-19,528.970036
2003-02-20,526.844034
2003-02-21,532.175982
2003-02-24,524.480981
2003-02-25,519.576073
2003-02-26,515.742838
2003-02-27,519.708806
2003-02-28,524.27951
2003-03-03,525.885053
2003-03-04,518.950797
2003-03-05,521.503319
2003-03-06,516.635176
2003-03-07,514.528113
2003-03-10,504.142083
2003-03-11,503.618211
2003-03-12,493.83845
2003-03-13,510.617106
2003-03-14,516.965496
2003-03-17,529.713388
2003-03-18,529.026267
2003-03-19,534.466305
2003-03-20,533.740549
2003-03-21,545.815088
2003-03-24,530.680554
2003-03-25,536.653834
2003-03-26,536.350811
2003-03-27,531.721294
2003-03-28,529.852025
2003-03-31,520.259622
2003-04-01,527.715878
2003-04-02,537.783412
2003-04-03,537.799971
2003-04-04,541.865652
2003-04-07,548.350262
2003-04-08,545.412015
2003-04-09,542.47968
2003-04-10,542.994679
2003-04-11,542.767495
2003-04-14,550.504616
2003-04-15,556.975729
2003-04-16,551.440805
2003-04-17,557.728288
2003-04-18,557.675203
2003-04-21,555.238413
2003-04-22,564.910095
2003-04-23,570.859369
2003-04-24,565.890837
2003-04-25,559.082187
2003-04-28,569.173189
2003-04-29,568.981258
2003-04-30,572.80605
2003-05-01,573.494322
2003-05-02,578.415029
2003-05-05,580.206816
2003-05-06,586.867391
2003-05-07,582.747904
2003-05-08,577.142493
2003-05-09,583.416557
2003-05-12,589.021317
2003-05-13,587.412901
2003-05-14,587.576976
2003-05-15,591.013639
2003-05-16,593.559463
2003-05-19,583.121639
2003-05-20,584.884402
2003-05-21,585.279595
2003-05-22,589.968513
2003-05-23,592.867945
2003-05-26,593.904026
2003-05-27,600.609452
2003-05-28,602.053027
2003-05-29,602.718264
2003-05-30,603.72978
2003-06-02,611.051944
2003-06-03,611.881646
2003-06-04,618.005159
2003-06-05,621.901533
2003-06-06,625.336013
2003-06-09,619.963319
2003-06-10,621.729748
2003-06-11,632.698557
2003-06-12,635.005197
2003-06-13,630.790442
2003-06-16,641.639485
2003-06-17,643.137688
2003-06-18,641.22725
2003-06-19,631.952861
2003-06-20,634.327954
2003-06-23,624.957031
2003-06-24,623.299763
2003-06-25,622.974795
2003-06-26,621.677558
2003-06-27,618.46353
2003-06-30,615.257844
2003-07-01,614.647867
2003-07-02,619.729953
2003-07-03,619.210853
2003-07-04,617.952657
2003-07-07,624.382398
2003-07-08,621.500784
2003-07-09,616.58707
2003-07-10,610.477574
2003-07-11,615.050316
2003-07-14,619.357264
2003-07-15,612.334547
2003-07-16,607.61426
2003-07-17,604.250123
2003-07-18,609.861736
2003-07-21,605.597458
2003-07-22,610.592606
2003-07-23,612.0239
2003-07-24,615.43601
2003-07-25,619.281433
2003-07-28,620.981777
2003-07-29,617.027396
2003-07-30,615.096197
2003-07-31,615.156109
2003-08-01,609.244086
2003-08-04,611.298193
2003-08-05,607.92794
2003-08-06,606.340065
2003-08-07,610.802104
2003-08-08,613.179299
2003-08-11,615.597858
2003-08-12,618.858747
2003-08-13,617.165456
2003-08-14,622.245965
2003-08-15,622.52365
2003-08-18,625.079517
2003-08-19,623.001247
2003-08-20,623.81561
2003-08-21,623.250135
2003-08-22,617.017523
2003-08-25,616.59748
2003-08-26,613.459578
2003-08-27,615.412992
2003-08-28,617.95899
2003-08-29,618.474572
2003-09-01,621.181356
2003-09-02,624.007922
2003-09-03,629.334931
2003-09-04,630.25359
2003-09-05,629.920756
2003-09-08,635.701909
2003-09-09,631.689315
2003-09-10,628.055824
2003-09-11,629.277452
2003-09-12,631.110118
2003-09-15,630.717932
2003-09-16,634.589717
2003-09-17,635.889649
2003-09-18,642.081476
2003-09-19,640.63127
2003-09-22,636.92797
2003-09-23,636.380272
2003-09-24,633.490133
2003-09-25,631.407878
2003-09-26,626.448983
2003-09-29,628.223352
2003-09-30,623.7005
2003-10-01,636.059184
2003-10-02,638.35422
2003-10-03,644.440691
2003-10-06,646.380755
2003-10-07,647.407627
2003-10-08,644.795721
2003-10-09,648.527703
2003-10-10,648.461546
2003-10-13,651.466157
2003-10-14,652.032962
2003-10-15,652.860458
2003-10-16,654.36115
2003-10-17,650.026568
2003-10-20,652.230842
2003-10-21,652.381483
2003-10-22,646.087842
2003-10-23,644.446142
2003-10-24,644.796329
2003-10-27,645.400944
2003-10-28,648.486537
2003-10-29,650.175951
2003-10-30,651.655517
2003-10-31,651.909911
2003-11-03,654.060364
2003-11-04,652.68648
2003-11-05,650.58886
2003-11-06,650.05038
2003-11-07,653.856192
2003-11-10,652.414927
2003-11-11,651.787421
2003-11-12,657.694368
2003-11-13,660.503356
2003-11-14,662.160877
2003-11-17,655.714052
2003-11-18,655.835255
2003-11-19,657.379056
2003-11-20,654.601291
2003-11-21,655.452943
2003-11-24,659.310317
2003-11-25,661.686493
2003-11-26,665.511819
2003-11-27,666.306403
2003-11-28,667.04409
2003-12-01,674.92165
2003-12-02,676.300763
2003-12-03,678.51004
2003-12-04,677.736717
2003-12-05,677.120796
2003-12-08,681.272874
2003-12-09,682.058818
2003-12-10,680.846367
2003-12-11,683.122691
2003-12-12,686.32733
2003-12-15,686.9756
2003-12-16,689.874898
2003-12-17,693.366838
2003-12-18,699.33581
2003-12-19,700.315264
2003-12-22,702.560792
2003-12-23,704.720442
2003-12-24,705.692046
2003-12-25,705.702939
2003-12-26,706.336187
2003-12-29,712.125229
2003-12-30,715.535151
2003-12-31,719.979003
2004-01-01,719.979003
2004-01-02,722.704731
2004-01-05,730.331278
2004-01-06,732.031207
2004-01-07,727.880175
2004-01-08,731.46267
2004-01-09,728.353416
2004-01-12,729.023379
2004-01-13,726.827072
2004-01-14,728.641655
2004-01-15,726.20357
2004-01-16,726.13199
2004-01-19,725.972695
2004-01-20,730.822184
2004-01-21,738.669355
2004-01-22,738.84333
2004-01-23,735.985437
2004-01-26,736.512148
2004-01-27,735.177096
2004-01-28,733.969698
2004-01-29,727.816109
2004-01-30,725.461219
2004-02-02,726.465766
2004-02-03,728.29179
2004-02-04,725.001778
2004-02-05,726.870285
2004-02-06,733.0642
2004-02-09,736.100986
2004-02-10,737.572611
2004-02-11,741.958676
2004-02-12,744.249152
2004-02-13,742.202602
2004-02-16,743.473309
2004-02-17,749.58052
2004-02-18,747.656954
2004-02-19,747.582637
2004-02-20,742.387006
2004-02-23,744.734145
2004-02-24,745.030025
2004-02-25,743.898991
2004-02-26,741.455103
2004-02-27,742.574629
2004-03-01,749.996421
2004-03-02,745.416052
2004-03-03,740.703146
2004-03-04,743.630204
2004-03-05,750.600122
2004-03-08,748.869029
2004-03-09,745.30591
2004-03-10,735.409052
2004-03-11,721.092617
2004-03-12,722.612054
2004-03-15,714.905433
2004-03-16,722.513998
2004-03-17,726.814906
2004-03-18,727.342596
2004-03-19,724.519932
2004-03-22,714.461141
2004-03-23,713.371356
2004-03-24,708.964681
2004-03-25,714.249561
2004-03-26,713.963269
2004-03-29,723.106549
2004-03-30,726.897769
2004-03-31,728.810561
2004-04-01,736.259849
2004-04-02,736.045614
2004-04-05,737.327785
2004-04-06,739.511142
2004-04-07,739.247593
2004-04-08,739.106373
2004-04-09,739.095967
2004-04-12,740.341287
2004-04-13,734.189073
2004-04-14,727.333253
2004-04-15,728.330804
2004-04-16,736.821693
2004-04-19,736.830587
2004-04-20,731.29477
2004-04-21,727.301902
2004-04-22,732.918961
2004-04-23,732.215801
2004-04-26,733.865444
2004-04-27,735.825875
2004-04-28,725.573922
2004-04-29,723.617956
2004-04-30,721.776734
2004-05-03,726.832994
2004-05-04,733.933024
2004-05-05,736.475286
2004-05-06,729.379041
2004-05-07,717.989103
2004-05-10,701.999631
2004-05-11,705.272979
2004-05-12,707.375432
2004-05-13,708.082424
2004-05-14,708.099159
2004-05-17,703.825498
2004-05-18,706.498652
2004-05-19,713.158874
2004-05-20,708.570132
2004-05-21,713.631584
2004-05-24,714.426389
2004-05-25,722.882362
2004-05-26,725.880969
2004-05-27,732.486979
2004-05-28,729.256904
2004-05-31,730.076194
2004-06-01,729.580944
2004-06-02,733.590229
2004-06-03,731.737154
2004-06-04,734.751369
2004-06-07,744.063611
2004-06-08,743.415871
2004-06-09,735.904009
2004-06-10,739.239587
2004-06-11,736.092565
2004-06-14,729.69856
2004-06-15,734.485159
2004-06-16,738.318551
2004-06-17,740.452155
2004-06-18,745.136268
2004-06-21,743.260576
2004-06-22,740.594213
2004-06-23,744.881654
2004-06-24,747.780402
2004-06-25,742.076289
2004-06-28,746.703853
2004-06-29,742.71088
2004-06-30,742.72985
2004-07-01,738.668255
2004-07-02,740.076721
2004-07-05,739.675558
2004-07-06,738.124487
2004-07-07,741.312183
2004-07-08,741.147984
2004-07-09,742.810985
2004-07-12,743.205636
2004-07-13,741.566668
2004-07-14,742.229543
2004-07-15,737.483355
2004-07-16,741.760379
2004-07-19,741.675824
2004-07-20,741.239578
2004-07-21,735.794939
2004-07-22,733.197456
2004-07-23,729.038663
2004-07-26,727.631779
2004-07-27,730.775701
2004-07-28,733.31816
2004-07-29,739.544324
2004-07-30,739.939025
2004-08-02,741.805269
2004-08-03,743.526803
2004-08-04,741.463137
2004-08-05,736.942347
2004-08-06,731.992028
2004-08-09,730.676756
2004-08-10,737.27901
2004-08-11,733.643754
2004-08-12,731.313652
2004-08-13,733.80242
2004-08-16,740.226364
2004-08-17,739.088475
2004-08-18,742.232971
2004-08-19,744.140649
2004-08-20,745.35723
2004-08-23,744.8173
2004-08-24,742.994516
2004-08-25,746.085826
2004-08-26,748.456689
2004-08-27,750.84234
2004-08-30,749.08601
2004-08-31,752.355858
2004-09-01,755.700629
2004-09-02,760.089846
2004-09-03,759.666916
2004-09-06,761.152777
2004-09-07,763.917547
2004-09-08,763.317114
2004-09-09,763.194733
2004-09-10,768.35286
2004-09-13,769.409383
2004-09-14,770.345767
2004-09-15,763.940116
2004-09-16,767.525123
2004-09-17,772.799454
2004-09-20,768.047755
2004-09-21,776.111019
2004-09-22,768.895718
2004-09-23,764.106741
2004-09-24,765.715617
2004-09-27,763.235533
2004-09-28,768.281671
2004-09-29,769.661024
2004-09-30,767.611706
2004-10-01,777.959299
2004-10-04,777.935475
2004-10-05,780.29408
2004-10-06,783.053131
2004-10-07,779.784311
2004-10-08,781.690142
2004-10-11,781.630668
2004-10-12,776.554406
2004-10-13,771.586624
2004-10-14,770.754436
2004-10-15,775.11873
2004-10-18,775.495379
2004-10-19,774.168849
2004-10-20,772.422668
2004-10-21,774.361979
2004-10-22,772.630007
2004-10-25,770.038145
2004-10-26,775.888058
2004-10-27,782.604145
2004-10-28,785.30664
2004-10-29,785.089439
2004-11-01,788.663738
2004-11-02,790.043351
2004-11-03,798.931727
2004-11-04,807.452482
2004-11-05,809.648535
2004-11-08,810.227891
2004-11-09,807.809721
2004-11-10,808.956352
2004-11-11,814.113544
2004-11-12,820.62479
2004-11-15,818.628664
2004-11-16,814.926801
2004-11-17,820.899793
2004-11-18,819.647874
2004-11-19,816.368471
2004-11-22,816.16895
2004-11-23,818.6159
2004-11-24,821.058212
2004-11-25,826.944927
2004-11-26,827.434463
2004-11-29,826.085268
2004-11-30,824.195782
2004-12-01,833.925011
2004-12-02,832.458795
2004-12-03,833.881367
2004-12-06,833.84577
2004-12-07,831.213791
2004-12-08,826.71862
2004-12-09,825.379945
2004-12-10,826.9881
2004-12-13,837.546288
2004-12-14,838.695728
2004-12-15,844.363116
2004-12-16,840.616996
2004-12-17,834.831905
2004-12-20,844.358629
2004-12-21,845.287369
2004-12-22,848.793061
2004-12-23,853.258092
2004-12-24,855.427151
2004-12-27,854.913565
2004-12-28,856.428804
2004-12-29,855.35998
2004-12-30,857.024179
2004-12-31,855.656848
2005-01-03,850.126628
2005-01-04,843.105947
2005-01-05,838.698349
2005-01-06,838.915228
2005-01-07,836.291466
2005-01-10,838.274903
2005-01-11,835.05384
2005-01-12,837.97518
2005-01-13,834.353104
2005-01-14,834.511611
2005-01-17,835.641065
2005-01-18,839.007803
2005-01-19,837.087816
2005-01-20,830.575086
2005-01-21,829.767126
2005-01-24,832.399556
2005-01-25,832.859872
2005-01-26,838.551356
2005-01-27,838.431488
2005-01-28,834.194771
2005-01-31,840.811269
2005-02-01,847.406042
2005-02-02,851.454512
2005-02-03,848.726008
2005-02-04,857.222198
2005-02-07,855.615362
2005-02-08,854.482999
2005-02-09,852.290038
2005-02-10,857.840373
2005-02-11,863.481676
2005-02-14,868.54443
2005-02-15,870.927962
2005-02-16,869.479811
2005-02-17,870.061036
2005-02-18,872.20895
2005-02-21,871.62699
2005-02-22,866.915134
2005-02-23,866.830765
2005-02-24,869.76247
2005-02-25,879.033684
2005-02-28,878.769412
2005-03-01,879.90793
2005-03-02,877.849716
2005-03-03,878.127075
2005-03-04,889.945686
2005-03-07,887.135118
2005-03-08,889.607071
2005-03-09,881.481467
2005-03-10,879.928067
