Date,NORTH AMERICA HIGH DIVIDEND YIELD
1998-01-09,834.44275289
1998-01-12,840.97183944
1998-01-13,851.91325374
1998-01-14,858.53381735
1998-01-15,851.19249197
1998-01-16,859.07189418
1998-01-19,859.47643911
1998-01-20,869.07458452
1998-01-21,861.20868625
1998-01-22,853.60454095
1998-01-23,849.42352259
1998-01-26,851.47130371
1998-01-27,860.53585478
1998-01-28,860.76418081
1998-01-29,870.2725267
1998-01-30,862.78521744
1998-02-02,876.70918651
1998-02-03,882.06989258
1998-02-04,881.65767556
1998-02-05,882.77124059
1998-02-06,891.6769553
1998-02-09,890.18517453
1998-02-10,891.23210507
1998-02-11,892.98912452
1998-02-12,895.76796809
1998-02-13,893.08125595
1998-02-16,892.97001428
1998-02-17,897.57009057
1998-02-18,904.24338622
1998-02-19,898.38587915
1998-02-20,902.7422038
1998-02-23,900.35077694
1998-02-24,897.26266756
1998-02-25,905.76768873
1998-02-26,911.77046921
1998-02-27,913.82301516
1998-03-02,917.60451548
1998-03-03,923.52268669
1998-03-04,918.99456333
1998-03-05,912.71037437
1998-03-06,927.90431553
1998-03-09,927.88252946
1998-03-10,937.45284948
1998-03-11,944.38255153
1998-03-12,942.89686116
1998-03-13,942.01930402
1998-03-16,951.41304847
1998-03-17,952.70940897
1998-03-18,958.19347821
1998-03-19,964.82733947
1998-03-20,978.33332316
1998-03-23,974.01387226
1998-03-24,983.33946966
1998-03-25,976.64205144
1998-03-26,972.90068149
1998-03-27,968.88561474
1998-03-30,966.24428713
1998-03-31,969.88519452
1998-04-01,970.68512708
1998-04-02,979.13776131
1998-04-03,979.58175228
1998-04-06,977.16516412
1998-04-07,972.61030627
1998-04-08,962.65091914
1998-04-09,973.12970415
1998-04-10,973.12970415
1998-04-13,977.25774493
1998-04-14,983.24095939
1998-04-15,986.36606947
1998-04-16,981.85001888
1998-04-17,992.3726407
1998-04-20,987.6783428
1998-04-21,983.61637376
1998-04-22,985.7568915
1998-04-23,976.23569908
1998-04-24,964.38560355
1998-04-27,947.74427221
1998-04-28,946.48838476
1998-04-29,951.05637231
1998-04-30,963.44391751
1998-05-01,978.85672365
1998-05-04,982.22779583
1998-05-05,975.43182708
1998-05-06,965.9076364
1998-05-07,956.18649641
1998-05-08,963.53351183
1998-05-11,963.82370302
1998-05-12,970.61033011
1998-05-13,969.76905033
1998-05-14,968.1293284
1998-05-15,962.66638137
1998-05-18,959.55763499
1998-05-19,960.52902003
1998-05-20,972.04836419
1998-05-21,971.13645064
1998-05-22,970.30975219
1998-05-25,971.24757055
1998-05-26,957.1383127
1998-05-27,952.78370175
1998-05-28,958.22362306
1998-05-29,955.48629582
1998-06-01,958.69095923
1998-06-02,958.64798766
1998-06-03,952.92855558
1998-06-04,959.38906812
1998-06-05,976.93782613
1998-06-08,976.93231098
1998-06-09,974.78521326
1998-06-10,969.52275651
1998-06-11,955.24920314
1998-06-12,959.13442323
1998-06-15,939.94719429
1998-06-16,944.90519869
1998-06-17,961.11250636
1998-06-18,958.13507843
1998-06-19,952.24473273
1998-06-22,950.51608539
1998-06-23,959.06944498
1998-06-24,961.07583662
1998-06-25,959.00209173
1998-06-26,960.30285878
1998-06-29,960.530208
1998-06-30,957.59030679
1998-07-01,971.48460797
1998-07-02,971.77277351
1998-07-03,971.94507365
1998-07-06,978.37389366
1998-07-07,973.40270768
1998-07-08,979.56451006
1998-07-09,967.91250759
1998-07-10,967.53377219
1998-07-13,962.22972113
1998-07-14,974.52755599
1998-07-15,971.18177315
1998-07-16,976.19339556
1998-07-17,976.36966734
1998-07-20,971.64395776
1998-07-21,959.58686455
1998-07-22,964.89480678
1998-07-23,950.5699221
1998-07-24,950.62753018
1998-07-27,953.74634771
1998-07-28,941.75348374
1998-07-29,944.76982047
1998-07-30,952.72040179
1998-07-31,939.92570474
1998-08-03,933.20848615
1998-08-04,902.54056205
1998-08-05,906.06247057
1998-08-06,909.15624082
1998-08-07,909.45375185
1998-08-10,901.61244067
1998-08-11,891.76837153
1998-08-12,906.11011828
1998-08-13,901.08638544
1998-08-14,892.13822428
1998-08-17,906.86613838
1998-08-18,916.476029
1998-08-19,911.72631755
1998-08-20,909.06603158
1998-08-21,900.81400064
1998-08-24,905.89004718
1998-08-25,904.22154061
1998-08-26,894.80210456
1998-08-27,864.37986637
1998-08-28,861.0960236
1998-08-31,826.39222754
1998-09-01,844.58045219
1998-09-02,839.79830633
1998-09-03,836.18536951
1998-09-04,837.25894944
1998-09-07,837.58075625
1998-09-08,871.09164534
1998-09-09,865.78147372
1998-09-10,850.52560205
1998-09-11,874.73382891
1998-09-14,890.49527976
1998-09-15,899.87882743
1998-09-16,907.16322659
1998-09-17,884.76351575
1998-09-18,888.85034346
1998-09-21,887.55326945
1998-09-22,892.70496449
1998-09-23,921.66012079
1998-09-24,902.94662276
1998-09-25,903.09918532
1998-09-28,905.7788669
1998-09-29,913.20439101
1998-09-30,888.01396114
1998-10-01,872.78184542
1998-10-02,896.36281103
1998-10-05,892.29702832
1998-10-06,889.50015741
1998-10-07,885.39254307
1998-10-08,879.43260367
1998-10-09,888.2342202
1998-10-12,887.48845382
1998-10-13,890.35148147
1998-10-14,894.4025042
1998-10-15,922.54113681
1998-10-16,926.96284757
1998-10-19,929.16777521
1998-10-20,937.45397452
1998-10-21,933.05294415
1998-10-22,931.41086158
1998-10-23,922.24934519
1998-10-26,927.06568041
1998-10-27,920.15975471
1998-10-28,918.66068461
1998-10-29,930.95035987
1998-10-30,940.55371574
1998-11-02,949.44045938
1998-11-03,955.00830351
1998-11-04,961.17399391
1998-11-05,978.05588065
1998-11-06,978.49698923
1998-11-09,965.51952121
1998-11-10,957.37123844
1998-11-11,950.93843763
1998-11-12,950.07035133
1998-11-13,959.49292643
1998-11-16,965.25742063
1998-11-17,970.44833288
1998-11-18,968.96397844
1998-11-19,974.38914935
1998-11-20,986.2340917
1998-11-23,1003.14176891
1998-11-24,996.88681337
1998-11-25,1001.59068912
1998-11-26,1003.02060277
1998-11-27,1005.28497687
1998-11-30,984.7806217
1998-12-01,984.28247786
1998-12-02,982.04969839
1998-12-03,968.52893396
1998-12-04,985.15278021
1998-12-07,988.10623025
1998-12-08,982.35701154
1998-12-09,983.39965301
1998-12-10,972.14149076
1998-12-11,968.51990413
1998-12-14,957.53070673
1998-12-15,964.54871065
1998-12-16,962.73465905
1998-12-17,977.75850762
1998-12-18,977.65409103
1998-12-21,987.67861266
1998-12-22,981.98136688
1998-12-23,998.04302798
1998-12-24,997.69480117
1998-12-25,997.69480117
1998-12-28,995.71824835
1998-12-29,1010.88577734
1998-12-30,1002.73910784
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,997.8735050071591
1999-01-05,1005.4118590764795
1999-01-06,1031.7482716778238
1999-01-07,1035.2370447232606
1999-01-08,1046.7012488304508
1999-01-11,1034.8114783373464
1999-01-12,1014.9692624387326
1999-01-13,1006.0232500606373
1999-01-14,986.6023064859909
1999-01-15,1004.4508548133297
1999-01-18,1005.2466913342038
1999-01-19,999.4776499968749
1999-01-20,993.6810484093361
1999-01-21,985.0079545379081
1999-01-22,979.6860565015625
1999-01-25,983.7418971925001
1999-01-26,988.3734596623012
1999-01-27,970.2531075310147
1999-01-28,983.0244194075021
1999-01-29,987.7806827167644
1999-02-01,978.4906685119356
1999-02-02,970.5858162565455
1999-02-03,975.670718561072
1999-02-04,969.3251535159151
1999-02-05,975.4766759298091
1999-02-08,975.5065960329475
1999-02-09,963.8334191333659
1999-02-10,963.3421405492287
1999-02-11,970.4236724489415
1999-02-12,960.0365789732223
1999-02-15,960.225354498582
1999-02-16,963.0161902896698
1999-02-17,961.0811838314029
1999-02-18,970.6252729413014
1999-02-19,969.5423008882693
1999-02-22,988.5577479656082
1999-02-23,980.9380558166284
1999-02-24,967.6042335518453
1999-02-25,965.5775479286901
1999-02-26,963.7940555448572
1999-03-01,961.3085596726352
1999-03-02,957.1928887713535
1999-03-03,959.6712326108299
1999-03-04,974.2265406274039
1999-03-05,993.6831260111938
1999-03-08,991.4059628336522
1999-03-09,988.2369748623952
1999-03-10,1004.8631852021734
1999-03-11,1013.6076591704217
1999-03-12,1010.3404066698483
1999-03-15,1011.3764933563381
1999-03-16,1004.1646733274998
1999-03-17,1002.2004508661169
1999-03-18,1020.3530020050403
1999-03-19,1006.6901890800925
1999-03-22,1008.9344853543121
1999-03-23,985.9753712285923
1999-03-24,985.9964419672948
1999-03-25,993.9340426639035
1999-03-26,986.6231202284445
1999-03-29,1001.220790270334
1999-03-30,983.2459817304965
1999-03-31,973.5130473477668
1999-04-01,972.6829837112087
1999-04-02,973.084285606399
1999-04-05,990.290009447461
1999-04-06,984.4815866189549
1999-04-07,993.6116062853217
1999-04-08,1009.7233637549463
1999-04-09,1009.7919394452247
1999-04-12,1024.7395545781117
1999-04-13,1022.8464291457864
1999-04-14,1023.661226338105
1999-04-15,1042.2078956537632
1999-04-16,1054.0721131045607
1999-04-19,1065.2216251836771
1999-04-20,1062.1573954118358
1999-04-21,1061.9701835316355
1999-04-22,1065.886680678776
1999-04-23,1063.470680467767
1999-04-26,1052.7917197979268
1999-04-27,1068.7568582229803
1999-04-28,1081.7670278892388
1999-04-29,1093.8299532340543
1999-04-30,1080.8042524035777
1999-05-03,1109.9996822823996
1999-05-04,1097.854979851828
1999-05-05,1099.0103012217078
1999-05-06,1087.0466655131813
1999-05-07,1095.3345216101707
1999-05-10,1091.825787328336
1999-05-11,1097.12071050798
1999-05-12,1089.8643897828915
1999-05-13,1101.5275368227205
1999-05-14,1082.3367072924552
1999-05-17,1078.6593744507459
1999-05-18,1070.4520229304155
1999-05-19,1080.5916484567513
1999-05-20,1078.7617039165104
1999-05-21,1084.79491312682
1999-05-24,1071.7843617603098
1999-05-25,1056.6558497059325
1999-05-26,1073.4065342469814
1999-05-27,1044.7600934419936
1999-05-28,1055.3802589020916
1999-05-31,1055.8908635853743
1999-06-01,1055.0847267677798
1999-06-02,1057.652305769782
1999-06-03,1059.4673222011972
1999-06-04,1072.0659289677133
1999-06-07,1080.2388473984408
1999-06-08,1071.6583253562758
1999-06-09,1070.5214399386425
1999-06-10,1067.396094179603
1999-06-11,1061.2534501070759
1999-06-14,1074.078336665262
1999-06-15,1078.3630889841852
1999-06-16,1085.0018369598106
1999-06-17,1090.7067858244336
1999-06-18,1091.1040222212957
1999-06-21,1082.4187892613559
1999-06-22,1075.8321785139906
1999-06-23,1071.8125181342334
1999-06-24,1055.0960045987918
1999-06-25,1059.311902774868
1999-06-28,1063.8355047647558
1999-06-29,1075.2032918390778
1999-06-30,1085.8162363477836
1999-07-01,1090.7672734561604
1999-07-02,1100.100830158514
1999-07-05,1102.1363363920593
1999-07-06,1102.119603541586
1999-07-07,1102.2910807621392
1999-07-08,1093.0837829258114
1999-07-09,1095.8754936902933
1999-07-12,1091.526225818103
1999-07-13,1085.9202132556522
1999-07-14,1086.959675333893
1999-07-15,1093.469897854367
1999-07-16,1097.789157472082
1999-07-19,1090.6111034659764
1999-07-20,1079.9133761427304
1999-07-21,1077.7316885968162
1999-07-22,1077.951297238099
1999-07-23,1074.1286499682765
1999-07-26,1069.9914750542325
1999-07-27,1075.824234103409
1999-07-28,1075.0610587265812
1999-07-29,1059.6333729272915
1999-07-30,1053.2257652838518
1999-08-02,1056.8651796348572
1999-08-03,1055.1590821943205
1999-08-04,1048.2092287117391
1999-08-05,1055.8422796490854
1999-08-06,1039.7797056933364
1999-08-09,1041.8551939525664
1999-08-10,1031.5866651726424
1999-08-11,1042.706577810166
1999-08-12,1038.6821977519915
1999-08-13,1053.7085800161642
1999-08-16,1051.8827954978078
1999-08-17,1062.8524686413098
1999-08-18,1058.4013127124479
1999-08-19,1053.011319451125
1999-08-20,1059.261266383798
1999-08-23,1069.020741441237
1999-08-24,1067.412902598294
1999-08-25,1064.6128157208188
1999-08-26,1049.1887301830122
1999-08-27,1037.7656485378252
1999-08-30,1017.5616792102061
1999-08-31,1009.5970120718642
1999-09-01,1017.5719517207523
1999-09-02,1003.5155549067254
1999-09-03,1028.5016397476886
1999-09-06,1028.5312669332168
1999-09-07,1018.4293458925653
1999-09-08,1017.1519886580346
1999-09-09,1014.9861182723481
1999-09-10,1013.8997175631334
1999-09-13,1015.4413514205532
1999-09-14,1004.9147759895268
1999-09-15,996.9152817857414
1999-09-16,996.2529037729514
1999-09-17,1004.6687615939147
1999-09-20,997.3057771424574
1999-09-21,978.9024215403518
1999-09-22,976.2210904654553
1999-09-23,963.6741776956336
1999-09-24,961.9508185301942
1999-09-27,964.2482746927659
1999-09-28,965.4149058259461
1999-09-29,960.0775308131578
1999-09-30,971.9380795220756
1999-10-01,967.7381807409529
1999-10-04,981.4188480454256
1999-10-05,972.6336303214715
1999-10-06,989.4045217561866
1999-10-07,984.9436695513401
1999-10-08,994.8994482070223
1999-10-11,987.9870671781816
1999-10-12,973.442483816212
1999-10-13,962.6543594132895
1999-10-14,964.3274717896081
1999-10-15,935.8955610756979
1999-10-18,947.5543710831201
1999-10-19,953.3417266432864
1999-10-20,961.7759941011651
1999-10-21,956.6528809088218
1999-10-22,976.304538834949
1999-10-25,963.505849997001
1999-10-26,958.4301171487324
1999-10-27,979.5503799275289
1999-10-28,1010.1258893362264
1999-10-29,1015.9976539752483
1999-11-01,1011.8295103654772
1999-11-02,1006.7847619233031
1999-11-03,1006.528620694776
1999-11-04,1007.2319863006777
1999-11-05,1009.0316587734972
1999-11-08,1014.8600067960878
1999-11-09,1006.5116946667357
1999-11-10,1003.977234071835
1999-11-11,1006.2972157263174
1999-11-12,1021.6233220777275
1999-11-15,1025.5470746219992
1999-11-16,1036.5785727888272
1999-11-17,1031.615713162828
1999-11-18,1028.264390693584
1999-11-19,1021.8068532054538
1999-11-22,1014.613513917567
1999-11-23,1002.8412666041081
1999-11-24,1003.8674075446249
1999-11-25,1004.5824347562403
1999-11-26,1002.19755964406
1999-11-29,991.3292775973737
1999-11-30,995.7176669191941
1999-12-01,997.8335209704762
1999-12-02,996.8414579907884
1999-12-03,1013.1105190952751
1999-12-06,1000.8350347065932
1999-12-07,989.2411043521796
1999-12-08,980.8946811542177
1999-12-09,984.5370310509755
1999-12-10,984.2856879560471
1999-12-13,977.6287320190511
1999-12-14,974.9896681241484
1999-12-15,975.6211964808138
1999-12-16,967.7651416004795
1999-12-17,965.8510032468654
1999-12-20,959.824778723501
1999-12-21,959.6118408843358
1999-12-22,959.3073798743759
1999-12-23,973.0210878508843
1999-12-24,973.794338476138
1999-12-27,957.7447908863876
1999-12-28,967.8864732686718
1999-12-29,967.446993294367
1999-12-30,967.4856280421884
1999-12-31,969.6682605621978
2000-01-03,951.0498063198712
2000-01-04,927.2969146383856
2000-01-05,939.304838414055
2000-01-06,958.3223920129165
2000-01-07,973.5692682783815
2000-01-10,964.1800455577592
2000-01-11,955.4012981121593
2000-01-12,956.7088915663292
2000-01-13,965.1940638795695
2000-01-14,968.0352596696523
2000-01-17,969.0865664622563
2000-01-18,957.0556711675664
2000-01-19,954.2620072818218
2000-01-20,939.8359260901095
2000-01-21,942.6844602458759
2000-01-24,927.3025489333335
2000-01-25,918.1544127343878
2000-01-26,928.8794788372982
2000-01-27,931.0872487739897
2000-01-28,911.2977205550628
2000-01-31,939.4162903346764
2000-02-01,940.159484637912
2000-02-02,934.1904373457287
2000-02-03,930.512726998427
2000-02-04,921.9118536566665
2000-02-07,917.1703944671578
2000-02-08,915.1683164227464
2000-02-09,898.8326411796721
2000-02-10,887.8596456819133
2000-02-11,873.7157269613798
2000-02-14,877.7731861441927
2000-02-15,890.7223653742961
2000-02-16,887.428108919928
2000-02-17,881.7987514711509
2000-02-18,856.6613538248453
2000-02-21,855.8444933057998
2000-02-22,861.2953911724264
2000-02-23,849.8901741722797
2000-02-24,832.5998027639286
2000-02-25,823.7324118027797
2000-02-28,842.910684517017
2000-02-29,849.0480529820993
2000-03-01,859.3042031090171
2000-03-02,867.5609924519915
2000-03-03,875.5083320531566
2000-03-06,862.1744116911849
2000-03-07,847.7084349357887
2000-03-08,854.3464528243217
2000-03-09,860.3821796031344
2000-03-10,855.4935813989775
2000-03-13,857.4440596705548
2000-03-14,850.3201933448669
2000-03-15,885.3512418775384
2000-03-16,933.1597370485559
2000-03-17,919.1456440335792
2000-03-20,915.7816841843595
2000-03-21,934.2412809852322
2000-03-22,923.326614225455
2000-03-23,940.2152885963837
2000-03-24,942.2903537027223
2000-03-27,938.2013981919729
2000-03-28,934.8858357261709
2000-03-29,944.2891237292239
2000-03-30,946.4009229196688
2000-03-31,949.2827666521807
2000-04-03,981.113138919736
2000-04-04,980.5123406337648
2000-04-05,970.7794528011334
2000-04-06,977.6160227276679
2000-04-07,962.2688764280163
2000-04-10,969.4622284073041
2000-04-11,981.7142481134405
2000-04-12,993.8592865688585
2000-04-13,985.9018587765866
2000-04-14,935.2284165739712
2000-04-17,935.2339638898452
2000-04-18,944.0000733520814
2000-04-19,943.067778149158
2000-04-20,950.8717029581426
2000-04-21,950.8717029581426
2000-04-24,963.6960117747915
2000-04-25,985.2682758859447
2000-04-26,972.8981542415283
2000-04-27,959.4026788046033
2000-04-28,945.6219311847478
2000-05-01,954.2244186330889
2000-05-02,942.0089908428811
2000-05-03,927.9990308909961
2000-05-04,923.2383020815946
2000-05-05,931.2376314642474
2000-05-08,938.8792863342676
2000-05-09,936.8323847025181
2000-05-10,939.0952557501502
2000-05-11,949.8923936384607
2000-05-12,954.764408683391
2000-05-15,977.356846007618
2000-05-16,974.7944975424457
2000-05-17,964.019682519874
2000-05-18,966.0104888244366
2000-05-19,957.4804201855036
2000-05-22,959.97321243208
2000-05-23,956.8346053152693
2000-05-24,971.2648506140995
2000-05-25,952.3536565025338
2000-05-26,953.3163535423864
2000-05-29,953.7393546797965
2000-05-30,963.7653142970552
2000-05-31,961.3123903871953
2000-06-01,969.0380251562223
2000-06-02,965.602954534458
2000-06-05,956.4985430157773
2000-06-06,956.8670630200818
2000-06-07,960.6091340009199
2000-06-08,951.4040109583167
2000-06-09,945.2282796158394
2000-06-12,946.2886680463901
2000-06-13,952.6210499677584
2000-06-14,961.5279022553792
2000-06-15,948.612612063649
2000-06-16,927.5163239894592
2000-06-19,935.7691389761954
2000-06-20,923.4605972490801
2000-06-21,924.5648977207941
2000-06-22,923.0292040670391
2000-06-23,922.9139572671601
2000-06-26,925.7973008346834
2000-06-27,926.6389758902837
2000-06-28,918.0640007061539
2000-06-29,916.3288622152047
2000-06-30,900.9506504106008
2000-07-03,922.1094981555775
2000-07-04,922.5082548129172
2000-07-05,922.5824645040566
2000-07-06,919.3111722699529
2000-07-07,926.7305161372581
2000-07-10,927.748605093325
2000-07-11,932.7655901483058
2000-07-12,927.9282209021669
2000-07-13,921.4687842542855
2000-07-14,917.8021629278868
2000-07-17,910.9789546692855
2000-07-18,909.4575033886009
2000-07-19,910.413294461188
2000-07-20,907.741272742704
2000-07-21,904.9212870803988
2000-07-24,907.4431556199052
2000-07-25,911.5447836925352
2000-07-26,896.5760793691795
2000-07-27,908.6960887874553
2000-07-28,903.4224231078664
2000-07-31,900.7886050014405
2000-08-01,915.4023842121554
2000-08-02,921.3287603119257
2000-08-03,929.4229954181233
2000-08-04,934.2501457581794
2000-08-07,937.8140970475232
2000-08-08,934.5062525674456
2000-08-09,927.7525066159357
2000-08-10,934.5162009461648
2000-08-11,942.6254743756493
2000-08-14,948.8024526681494
2000-08-15,945.6790271868311
2000-08-16,944.5578108987211
2000-08-17,944.0702440751251
2000-08-18,940.5004196406353
2000-08-21,944.7103326788625
2000-08-22,946.4100249714968
2000-08-23,944.8857161510551
2000-08-24,941.2837518619897
2000-08-25,941.7575109778513
2000-08-28,943.433233365911
2000-08-29,935.0607497258892
2000-08-30,935.5780500908891
2000-08-31,939.6734912963523
2000-09-01,941.4133930430431
2000-09-04,941.3943877349113
2000-09-05,946.6344105892931
2000-09-06,948.0613458644004
2000-09-07,949.5253822042401
2000-09-08,960.3118062524225
2000-09-11,968.435051407377
2000-09-12,968.5543230771816
2000-09-13,967.2175951751971
