Date,EM (EMERGING MARKETS)HIGH DIVIDEND YIELD
1997-07-02,1721.92131804
1997-07-03,1732.78410889
1997-07-04,1732.64026351
1997-07-07,1726.40049225
1997-07-08,1733.43915643
1997-07-09,1742.3151939
1997-07-10,1754.00463868
1997-07-11,1739.44294598
1997-07-14,1724.06693826
1997-07-15,1696.15115736
1997-07-16,1718.4710907
1997-07-17,1704.30403175
1997-07-18,1673.94115801
1997-07-21,1662.92950062
1997-07-22,1683.55346675
1997-07-23,1692.72587574
1997-07-24,1703.38226826
1997-07-25,1711.62605296
1997-07-28,1726.50655629
1997-07-29,1740.06888192
1997-07-30,1746.09922628
1997-07-31,1744.93386932
1997-08-01,1725.16400592
1997-08-04,1730.02438325
1997-08-05,1727.17275986
1997-08-06,1739.93182604
1997-08-07,1737.35096628
1997-08-08,1725.62512133
1997-08-11,1721.04982189
1997-08-12,1711.5876819
1997-08-13,1711.21892711
1997-08-14,1704.98031724
1997-08-15,1686.52544609
1997-08-18,1658.50513805
1997-08-19,1654.2917772
1997-08-20,1651.41666655
1997-08-21,1652.62924952
1997-08-22,1634.04129957
1997-08-25,1629.13460981
1997-08-26,1633.0680424
1997-08-27,1636.20855138
1997-08-28,1606.73400463
1997-08-29,1563.068959
1997-09-01,1537.8908203
1997-09-02,1565.41786957
1997-09-03,1582.78941356
1997-09-04,1585.08244452
1997-09-05,1615.83774385
1997-09-08,1631.24430509
1997-09-09,1633.24232581
1997-09-10,1608.62859501
1997-09-11,1585.76874771
1997-09-12,1595.60291005
1997-09-15,1591.43789558
1997-09-16,1598.71540258
1997-09-17,1615.08631153
1997-09-18,1616.97480547
1997-09-19,1617.99657929
1997-09-22,1613.12492061
1997-09-23,1610.2578193
1997-09-24,1622.83903062
1997-09-25,1631.8585121
1997-09-26,1644.40282658
1997-09-29,1646.16337831
1997-09-30,1651.64237889
1997-10-01,1654.24487699
1997-10-02,1668.41683662
1997-10-03,1661.61138283
1997-10-06,1661.45906148
1997-10-07,1657.19188308
1997-10-08,1658.29296627
1997-10-09,1666.52368539
1997-10-10,1668.12224869
1997-10-13,1670.88094287
1997-10-14,1672.7061061
1997-10-15,1669.06946828
1997-10-16,1666.83878237
1997-10-17,1651.99430897
1997-10-20,1648.9542868
1997-10-21,1653.00178919
1997-10-22,1653.42802256
1997-10-23,1592.2842261
1997-10-24,1564.27797784
1997-10-27,1449.68735273
1997-10-28,1427.42968898
1997-10-29,1447.8004863
1997-10-30,1387.15596335
1997-10-31,1406.2976155
1997-11-03,1458.84623054
1997-11-04,1482.18562533
1997-11-05,1481.85305145
1997-11-06,1464.48648609
1997-11-07,1418.95596649
1997-11-10,1417.7870807
1997-11-11,1401.79056383
1997-11-12,1348.72962343
1997-11-13,1344.49251675
1997-11-14,1350.57280452
1997-11-17,1371.30756027
1997-11-18,1365.6043784
1997-11-19,1367.02639237
1997-11-20,1360.28248792
1997-11-21,1385.34132321
1997-11-24,1359.50400728
1997-11-25,1352.28177814
1997-11-26,1360.24282812
1997-11-27,1374.36136017
1997-11-28,1360.32606926
1997-12-01,1353.10502174
1997-12-02,1367.81102242
1997-12-03,1374.80140348
1997-12-04,1387.16919527
1997-12-05,1382.54862842
1997-12-08,1393.59537272
1997-12-09,1377.20822491
1997-12-10,1358.07947694
1997-12-11,1304.51409417
1997-12-12,1293.11174084
1997-12-15,1316.12897133
1997-12-16,1324.72349151
1997-12-17,1343.13462122
1997-12-18,1341.07987874
1997-12-19,1319.14792532
1997-12-22,1321.81876839
1997-12-23,1319.80675649
1997-12-24,1318.18881026
1997-12-25,1318.18881026
1997-12-26,1331.50015018
1997-12-29,1357.7111349
1997-12-30,1374.79571824
1997-12-31,1377.23216275
1998-01-01,1377.23216275
1998-01-02,1379.28755731
1998-01-05,1370.3538159
1998-01-06,1326.90241043
1998-01-07,1301.13715658
1998-01-08,1255.4424881
1998-01-09,1213.16463246
1998-01-12,1183.29897103
1998-01-13,1210.05641747
1998-01-14,1233.13725487
1998-01-15,1214.22176877
1998-01-16,1238.76058775
1998-01-19,1273.84671281
1998-01-20,1263.13429544
1998-01-21,1247.55249641
1998-01-22,1235.10584315
1998-01-23,1222.42358865
1998-01-26,1230.99572517
1998-01-27,1241.99464283
1998-01-28,1251.75290353
1998-01-29,1262.70451034
1998-01-30,1287.6056713
1998-02-02,1321.80418583
1998-02-03,1347.65691621
1998-02-04,1330.06327019
1998-02-05,1343.95160813
1998-02-06,1357.38227526
1998-02-09,1357.50481552
1998-02-10,1376.00649702
1998-02-11,1384.85871524
1998-02-12,1357.57870887
1998-02-13,1342.08907537
1998-02-16,1325.94772049
1998-02-17,1340.93418702
1998-02-18,1345.86449047
1998-02-19,1359.99930463
1998-02-20,1355.18775435
1998-02-23,1355.31272353
1998-02-24,1355.99204183
1998-02-25,1362.24625931
1998-02-26,1375.17387631
1998-02-27,1386.92514059
1998-03-02,1404.66966113
1998-03-03,1397.23416744
1998-03-04,1386.65436334
1998-03-05,1363.8632894
1998-03-06,1377.87209324
1998-03-09,1381.6585049
1998-03-10,1397.93952535
1998-03-11,1416.60246598
1998-03-12,1422.23462593
1998-03-13,1444.12483494
1998-03-16,1447.56260244
1998-03-17,1448.40560395
1998-03-18,1443.36408713
1998-03-19,1450.5456112
1998-03-20,1461.90828634
1998-03-23,1485.24622699
1998-03-24,1476.72956848
1998-03-25,1478.62009345
1998-03-26,1489.33830122
1998-03-27,1499.21453499
1998-03-30,1486.19984315
1998-03-31,1483.9255747
1998-04-01,1481.43053098
1998-04-02,1484.51027161
1998-04-03,1477.76548977
1998-04-06,1493.53336996
1998-04-07,1485.60713674
1998-04-08,1490.21307561
1998-04-09,1499.16299033
1998-04-10,1497.91070298
1998-04-13,1510.03513138
1998-04-14,1518.64071497
1998-04-15,1540.94550463
1998-04-16,1532.28170417
1998-04-17,1535.01419315
1998-04-20,1546.05819306
1998-04-21,1552.92863758
1998-04-22,1542.00978574
1998-04-23,1527.30921131
1998-04-24,1516.27279875
1998-04-27,1484.85432865
1998-04-28,1489.3531769
1998-04-29,1494.19446918
1998-04-30,1513.89328699
1998-05-01,1518.41144468
1998-05-04,1522.26814381
1998-05-05,1513.86843958
1998-05-06,1485.86474732
1998-05-07,1467.04609502
1998-05-08,1467.82858534
1998-05-11,1454.41054325
1998-05-12,1434.44468121
1998-05-13,1415.72119619
1998-05-14,1417.26059114
1998-05-15,1417.81622347
1998-05-18,1382.38714709
1998-05-19,1385.72442182
1998-05-20,1394.83231182
1998-05-21,1403.47256181
1998-05-22,1396.31953945
1998-05-25,1380.18530348
1998-05-26,1350.15445039
1998-05-27,1319.03978034
1998-05-28,1326.01184011
1998-05-29,1323.25980521
1998-06-01,1290.60911079
1998-06-02,1312.52391619
1998-06-03,1312.48179542
1998-06-04,1320.27269562
1998-06-05,1321.49880125
1998-06-08,1318.74554947
1998-06-09,1311.92404661
1998-06-10,1271.49728515
1998-06-11,1254.52855949
1998-06-12,1230.66825055
1998-06-15,1189.82592809
1998-06-16,1183.97783822
1998-06-17,1233.66165995
1998-06-18,1214.30550025
1998-06-19,1216.15637961
1998-06-22,1199.28346805
1998-06-23,1223.25323389
1998-06-24,1225.13548744
1998-06-25,1206.37813186
1998-06-26,1184.17795274
1998-06-29,1184.7304224
1998-06-30,1199.3980698
1998-07-01,1215.35816796
1998-07-02,1222.93952912
1998-07-03,1232.92274866
1998-07-06,1238.1910207
1998-07-07,1262.0165855
1998-07-08,1261.63242909
1998-07-09,1250.78582517
1998-07-10,1243.72664397
1998-07-13,1253.71092831
1998-07-14,1278.6417006
1998-07-15,1281.72802273
1998-07-16,1295.58452465
1998-07-17,1307.7710617
1998-07-20,1307.80019883
1998-07-21,1295.85264503
1998-07-22,1283.17600443
1998-07-23,1264.49842768
1998-07-24,1256.70132403
1998-07-27,1248.74954962
1998-07-28,1239.23297155
1998-07-29,1242.31625443
1998-07-30,1258.09335304
1998-07-31,1244.01614533
1998-08-03,1221.02471102
1998-08-04,1196.92441301
1998-08-05,1186.03526396
1998-08-06,1172.63042278
1998-08-07,1149.86222197
1998-08-10,1128.94125707
1998-08-11,1084.87757624
1998-08-12,1067.68597626
1998-08-13,1069.01322403
1998-08-14,1078.60490589
1998-08-17,1058.8371978
1998-08-18,1059.14670067
1998-08-19,1065.20407685
1998-08-20,1037.7362811
1998-08-21,997.62583764
1998-08-24,989.38368983
1998-08-25,984.10345396
1998-08-26,951.59631262
1998-08-27,890.86355801
1998-08-28,895.54338999
1998-08-31,879.24877897
1998-09-01,899.26873157
1998-09-02,921.02704936
1998-09-03,888.28378934
1998-09-04,883.1392194
1998-09-07,919.40578494
1998-09-08,909.56581703
1998-09-09,895.46173273
1998-09-10,839.76198159
1998-09-11,856.95116235
1998-09-14,889.28692397
1998-09-15,955.83904245
1998-09-16,949.61477512
1998-09-17,922.83693621
1998-09-18,936.03584824
1998-09-21,922.29081636
1998-09-22,942.84674625
1998-09-23,988.75605467
1998-09-24,984.60602679
1998-09-25,976.29256976
1998-09-28,987.02718437
1998-09-29,985.9239329
1998-09-30,954.97432968
1998-10-01,908.69405265
1998-10-02,930.56003235
1998-10-05,906.86433449
1998-10-06,917.43598843
1998-10-07,910.85099835
1998-10-08,904.6750932
1998-10-09,928.63421223
1998-10-12,936.19163626
1998-10-13,940.42951466
1998-10-14,942.27500087
1998-10-15,971.0923296
1998-10-16,972.03324711
1998-10-19,975.14470462
1998-10-20,989.95578613
1998-10-21,993.18921922
1998-10-22,1002.20781163
1998-10-23,991.63904882
1998-10-26,984.56809855
1998-10-27,983.54125491
1998-10-28,975.58191115
1998-10-29,970.87576932
1998-10-30,1006.30953962
1998-11-02,1018.10846788
1998-11-03,1038.94782298
1998-11-04,1061.80662118
1998-11-05,1075.07088781
1998-11-06,1089.43255533
1998-11-09,1086.29324273
1998-11-10,1070.78335333
1998-11-11,1065.34712187
1998-11-12,1043.76763254
1998-11-13,1053.44114973
1998-11-16,1070.4518796
1998-11-17,1073.2161145
1998-11-18,1082.23416234
1998-11-19,1082.55465935
1998-11-20,1092.65457037
1998-11-23,1098.47807206
1998-11-24,1091.35944114
1998-11-25,1099.18945767
1998-11-26,1104.41147038
1998-11-27,1109.07796495
1998-11-30,1086.59292412
1998-12-01,1067.47533522
1998-12-02,1068.22688781
1998-12-03,1023.85223264
1998-12-04,1006.67196754
1998-12-07,1026.25316685
1998-12-08,1019.80814271
1998-12-09,1020.62171597
1998-12-10,1021.22763694
1998-12-11,998.73704024
1998-12-14,963.77166138
1998-12-15,975.58223546
1998-12-16,957.31566548
1998-12-17,962.62041232
1998-12-18,967.86063827
1998-12-21,996.49132895
1998-12-22,995.30125631
1998-12-23,995.25431735
1998-12-24,999.66319867
1998-12-25,1000.55548445
1998-12-28,995.29143934
1998-12-29,988.86047297
1998-12-30,1000.49243585
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1003.7845780444532
1999-01-05,1008.1769382738579
1999-01-06,1030.0103639426077
1999-01-07,1006.7115281429278
1999-01-08,1004.0533140497288
1999-01-11,975.8581042481045
1999-01-12,950.4100857491497
1999-01-13,875.7957341608889
1999-01-14,849.1924934658006
1999-01-15,911.6611045082186
1999-01-18,898.276679890662
1999-01-19,908.7170444156629
1999-01-20,925.3712221807892
1999-01-21,886.0370941205583
1999-01-22,874.9231195701226
1999-01-25,861.8450488649784
1999-01-26,866.5549583687247
1999-01-27,864.9065720422038
1999-01-28,866.0231090660615
1999-01-29,860.1933960271485
1999-02-01,914.6855157957484
1999-02-02,937.3279775860019
1999-02-03,924.2237333311302
1999-02-04,926.3110574463373
1999-02-05,917.7925696413896
1999-02-08,922.5096238437966
1999-02-09,919.7701909048984
1999-02-10,925.6803016782765
1999-02-11,933.6498757706537
1999-02-12,933.7374708010008
1999-02-15,935.141224872089
1999-02-16,940.8240912863725
1999-02-17,931.6649476015758
1999-02-18,930.7926120020771
1999-02-19,933.5978597641472
1999-02-22,928.4927086128167
1999-02-23,918.6016246265947
1999-02-24,917.1579060986824
1999-02-25,908.158237532615
1999-02-26,913.1383933356301
1999-03-01,909.0980655715961
1999-03-02,903.4591405156533
1999-03-03,914.7722075970353
1999-03-04,941.493132234979
1999-03-05,964.1987409035552
1999-03-08,976.1668635723871
1999-03-09,988.6917440870361
1999-03-10,1003.422470988346
1999-03-11,998.6731597461443
1999-03-12,995.7391000165544
1999-03-15,1019.7382113155558
1999-03-16,1026.1700183142166
1999-03-17,1030.136938003213
1999-03-18,1042.9789160412067
1999-03-19,1047.064289906082
1999-03-22,1039.419968679022
1999-03-23,1028.1144631640861
1999-03-24,1023.4009076034054
1999-03-25,1057.4517002338382
1999-03-26,1054.611301560982
1999-03-29,1064.0570690691827
1999-03-30,1087.4118974813355
1999-03-31,1097.0216581983009
1999-04-01,1096.868052255258
1999-04-02,1098.8394135196502
1999-04-05,1117.177942452973
1999-04-06,1132.1306670895005
1999-04-07,1143.3423433595024
1999-04-08,1139.0020508703835
1999-04-09,1135.4498291003554
1999-04-12,1137.3624608040475
1999-04-13,1141.8349313635315
1999-04-14,1156.5363686928401
1999-04-15,1181.0074906949787
1999-04-16,1218.7425833541372
1999-04-19,1223.1032224529465
1999-04-20,1206.0694789823742
1999-04-21,1192.895911643438
1999-04-22,1202.3503399590832
1999-04-23,1211.1730062065803
1999-04-26,1196.338438182664
1999-04-27,1186.899206723407
1999-04-28,1215.5125039288498
1999-04-29,1226.628639054295
1999-04-30,1258.9470558774858
1999-05-03,1270.119864219496
1999-05-04,1270.8204601336945
1999-05-05,1288.2713967069305
1999-05-06,1316.4558493537031
1999-05-07,1334.4171597799473
1999-05-10,1347.3998693111532
1999-05-11,1340.113946784868
1999-05-12,1313.2401535074782
1999-05-13,1334.757151144413
1999-05-14,1335.0845518444632
1999-05-17,1316.8646744786643
1999-05-18,1321.3918781363539
1999-05-19,1304.9225501384935
1999-05-20,1294.0705206145562
1999-05-21,1262.8213204283218
1999-05-24,1226.7499598207935
1999-05-25,1190.7228469166769
1999-05-26,1216.9087158364225
1999-05-27,1197.9182253401777
1999-05-28,1192.6523722157801
1999-05-31,1203.966950849832
1999-06-01,1208.057633610372
1999-06-02,1205.919061615837
1999-06-03,1219.5319542625177
1999-06-04,1237.7772276369376
1999-06-07,1246.3510872289557
1999-06-08,1247.7753237134898
1999-06-09,1244.2093516392517
1999-06-10,1249.78220549408
1999-06-11,1254.5413167947763
1999-06-14,1253.6204178560351
1999-06-15,1254.7086904175583
1999-06-16,1277.6480773810642
1999-06-17,1293.171464190013
1999-06-18,1302.018831765969
1999-06-21,1312.9920011833005
1999-06-22,1317.9164744897078
1999-06-23,1299.4597579789527
1999-06-24,1284.6053329560589
1999-06-25,1273.0475184068157
1999-06-28,1283.7139325520882
1999-06-29,1288.0916589117778
1999-06-30,1304.6705158335983
1999-07-01,1317.8369658092088
1999-07-02,1332.7151947809207
1999-07-05,1348.0124850913917
1999-07-06,1336.521097391225
1999-07-07,1336.1506148790443
1999-07-08,1326.228262194878
1999-07-09,1329.2959148496882
1999-07-12,1320.9419260030618
1999-07-13,1317.827199874987
1999-07-14,1324.5148700426505
1999-07-15,1328.4857149776444
1999-07-16,1330.9178606371179
1999-07-19,1338.4503438928355
1999-07-20,1324.6919016644822
1999-07-21,1327.0547454589876
1999-07-22,1318.968705548241
1999-07-23,1300.6767684885488
1999-07-26,1268.058694324993
1999-07-27,1268.4873071930733
1999-07-28,1274.5685285202496
1999-07-29,1260.2139515255747
1999-07-30,1255.3212944042416
1999-08-02,1236.4564708721157
1999-08-03,1240.7704207531203
1999-08-04,1245.0764641291653
1999-08-05,1236.425168712571
1999-08-06,1228.9329117783536
1999-08-09,1229.3028259276832
1999-08-10,1220.74231326835
1999-08-11,1233.9642395208132
1999-08-12,1248.41693850229
1999-08-13,1259.236619215425
1999-08-16,1259.5617413070356
1999-08-17,1253.4555063422972
1999-08-18,1242.9859273184557
1999-08-19,1232.7294057632598
1999-08-20,1247.916257183743
1999-08-23,1263.9646112890541
1999-08-24,1257.0233713994749
1999-08-25,1269.4005267911052
1999-08-26,1260.4478370262711
1999-08-27,1254.681285723314
1999-08-30,1257.2842617801432
1999-08-31,1253.7153362903643
1999-09-01,1265.744217638567
1999-09-02,1264.206021385616
1999-09-03,1269.5645448181047
1999-09-06,1279.1890278837197
1999-09-07,1273.917186994688
1999-09-08,1268.3993756374912
1999-09-09,1277.180362134207
1999-09-10,1285.404848190385
1999-09-13,1287.1842693739895
1999-09-14,1296.0938083539859
1999-09-15,1291.4758699619586
1999-09-16,1278.2895215196086
1999-09-17,1283.511539372073
1999-09-20,1293.8216389921608
1999-09-21,1281.3125120713805
1999-09-22,1281.7663283064217
1999-09-23,1271.0153023715216
1999-09-24,1268.4222280356116
1999-09-27,1279.5076964621258
1999-09-28,1291.9370220699027
1999-09-29,1293.49897007474
1999-09-30,1282.4115076565233
1999-10-01,1270.9585807335577
1999-10-04,1283.6804617603807
1999-10-05,1279.038718980083
1999-10-06,1284.1496999347157
1999-10-07,1299.9533085363337
1999-10-08,1302.6766791610294
1999-10-11,1304.1582047171437
1999-10-12,1300.6343504237834
1999-10-13,1272.3292980926105
1999-10-14,1264.3606986458656
1999-10-15,1233.749168680654
1999-10-18,1217.612007879465
1999-10-19,1229.2605305220202
1999-10-20,1240.8950236587696
1999-10-21,1227.977478389256
1999-10-22,1247.2492617274074
1999-10-25,1242.418178203491
1999-10-26,1242.4584319982773
1999-10-27,1239.6351535977797
1999-10-28,1251.0133876475616
1999-10-29,1266.8188069268303
1999-11-01,1269.1256992340448
1999-11-02,1278.867755961382
1999-11-03,1293.7442872913962
1999-11-04,1308.9855723110916
1999-11-05,1326.6790842655091
1999-11-08,1330.4988557288525
1999-11-09,1338.3429582058814
1999-11-10,1341.0185910900314
1999-11-11,1339.6800343756768
1999-11-12,1337.4116564905837
1999-11-15,1346.0839017228177
1999-11-16,1349.4288109961687
1999-11-17,1339.4217430172366
1999-11-18,1350.1495526062852
1999-11-19,1357.3181528972425
1999-11-22,1354.5784399221586
1999-11-23,1349.933766768565
1999-11-24,1344.8399359767031
1999-11-25,1348.023982254907
1999-11-26,1353.8257894671465
1999-11-29,1353.9429142160232
1999-11-30,1353.432285718213
1999-12-01,1362.765591527822
1999-12-02,1382.198955480948
1999-12-03,1388.0732113806969
1999-12-06,1394.8416679943775
1999-12-07,1390.575750291144
1999-12-08,1396.5001448948183
1999-12-09,1406.9203078328762
1999-12-10,1431.460232647445
1999-12-13,1445.9960414660109
1999-12-14,1433.6428883916499
1999-12-15,1431.4927000791536
1999-12-16,1436.7089751360932
1999-12-17,1454.3079450155687
1999-12-20,1472.1950203641643
1999-12-21,1471.6497286941221
1999-12-22,1471.761198780617
1999-12-23,1469.2031322166972
1999-12-24,1470.1971912397069
1999-12-27,1472.6729810402594
1999-12-28,1479.505338706351
1999-12-29,1495.7792669425648
1999-12-30,1514.832282049779
1999-12-31,1515.3767596827493
2000-01-03,1530.7024628236122
2000-01-04,1508.4377904377545
2000-01-05,1495.6073202803516
2000-01-06,1482.8247398990313
2000-01-07,1512.2867364247475
2000-01-10,1557.2574223045524
2000-01-11,1550.0463552248225
2000-01-12,1555.1320114801276
2000-01-13,1586.7993937012093
2000-01-14,1609.8537661546434
2000-01-17,1630.1422539650464
2000-01-18,1622.6196679934417
2000-01-19,1597.4960301342494
2000-01-20,1591.228316427017
2000-01-21,1583.4337338690434
2000-01-24,1586.8749323629966
2000-01-25,1562.7081232664532
2000-01-26,1558.690790300102
2000-01-27,1557.1577517405742
2000-01-28,1536.9061390354461
2000-01-31,1513.104280806624
2000-02-01,1542.670926728374
2000-02-02,1552.7060324012546
2000-02-03,1581.5980236456642
2000-02-04,1589.243348121894
2000-02-07,1612.265144934732
2000-02-08,1628.112034150271
2000-02-09,1626.0331107563156
2000-02-10,1616.0671356040607
2000-02-11,1598.188815031927
2000-02-14,1580.6098468601147
2000-02-15,1578.8969791723746
2000-02-16,1574.6290513335948
2000-02-17,1579.6355736037008
2000-02-18,1561.4255616894955
2000-02-21,1549.265786491412
2000-02-22,1523.2881165021563
2000-02-23,1534.903369217904
2000-02-24,1540.3193984244328
2000-02-25,1523.609229808588
2000-02-28,1500.0560021421877
2000-02-29,1501.0903410131723
2000-03-01,1524.1677889982134
2000-03-02,1530.5561728511384
2000-03-03,1522.8111644017335
2000-03-06,1533.3581210643229
2000-03-07,1532.8844735436376
2000-03-08,1529.8190882842998
2000-03-09,1533.7511717769628
2000-03-10,1518.88616350056
2000-03-13,1479.2663328671558
2000-03-14,1482.1222487137175
2000-03-15,1470.8196825553773
2000-03-16,1485.5779716679094
2000-03-17,1491.343172785704
2000-03-20,1486.9448770453555
2000-03-21,1497.1686812280589
2000-03-22,1498.1895713688953
2000-03-23,1509.1233238891973
2000-03-24,1511.8222367492367
2000-03-27,1517.6982063122514
2000-03-28,1500.4088287571897
2000-03-29,1482.6355106792957
2000-03-30,1458.7507317014026
2000-03-31,1463.9206353955412
2000-04-03,1457.341133376332
2000-04-04,1445.8539873149307
2000-04-05,1430.3743888353395
2000-04-06,1451.6373393589722
2000-04-07,1464.8738047246059
2000-04-10,1458.5576972628603
2000-04-11,1435.6286599004168
2000-04-12,1431.337803783826
2000-04-13,1408.3405717734731
2000-04-14,1370.2100210773406
2000-04-17,1305.5902277961343
2000-04-18,1331.988799460198
2000-04-19,1330.3118432936642
2000-04-20,1343.5202591744107
2000-04-21,1346.9921098826308
2000-04-24,1332.8018412725278
2000-04-25,1352.4578701117434
2000-04-26,1345.9370067168302
2000-04-27,1334.2794657350146
2000-04-28,1344.1616780956408
2000-05-01,1343.783979086646
2000-05-02,1352.6437222503762
2000-05-03,1337.1365484987693
2000-05-04,1324.9953854813866
2000-05-05,1324.6898457875757
2000-05-08,1315.2268583372509
2000-05-09,1310.9483129569999
2000-05-10,1301.780928094514
2000-05-11,1303.229084394441
2000-05-12,1303.701796973563
2000-05-15,1314.0333584678017
2000-05-16,1327.2404103058013
2000-05-17,1300.7819411654095
2000-05-18,1292.3046116692433
2000-05-19,1273.7693624107478
2000-05-22,1256.2244585052451
2000-05-23,1250.183992028197
2000-05-24,1254.8988211384035
2000-05-25,1266.7685001100351
2000-05-26,1276.0056395525442
2000-05-29,1292.829937513877
2000-05-30,1318.3948851160958
2000-05-31,1321.8628570954509
2000-06-01,1325.917619351975
2000-06-02,1358.1180526875935
2000-06-05,1367.216045262842
2000-06-06,1363.9669847713592
2000-06-07,1364.157635540929
2000-06-08,1363.1387664024676
2000-06-09,1375.7356409228605
2000-06-12,1378.8356669390255
2000-06-13,1371.633092072105
2000-06-14,1376.6031680818764
2000-06-15,1368.5483342628572
2000-06-16,1367.898454288031
2000-06-19,1367.837300156631
2000-06-20,1370.8606466398521
2000-06-21,1368.5766488008987
2000-06-22,1365.4358028322806
2000-06-23,1355.8488510995116
2000-06-26,1354.1928917954745
2000-06-27,1358.4330537833875
2000-06-28,1362.7489221916119
2000-06-29,1356.209549595996
2000-06-30,1371.7389801904146
2000-07-03,1380.9060856360325
2000-07-04,1388.0188560816061
2000-07-05,1399.3127024038367
2000-07-06,1400.5164861242295
2000-07-07,1410.7827672460082
2000-07-10,1422.0297156757445
2000-07-11,1407.9593992213781
2000-07-12,1410.0935418762454
