Date,CHINA A HIGH DIVIDEND YIELD
2009-03-18,1191.7481398444445
2009-03-19,1158.9797295741826
2009-03-20,1171.4674734468604
2009-03-23,1196.983502032967
2009-03-24,1215.0117197708296
2009-03-25,1181.7220386431861
2009-03-26,1213.831466322985
2009-03-27,1262.0366508209624
2009-03-30,1259.4621691106706
2009-03-31,1253.0694222952932
2009-04-01,1279.397589725779
2009-04-02,1275.7388977311182
2009-04-03,1282.314139844681
2009-04-06,1284.083706575035
2009-04-07,1288.441960110679
2009-04-08,1240.6090674898937
2009-04-09,1271.1467137433513
2009-04-10,1297.8203042981659
2009-04-13,1332.6792470619998
2009-04-14,1347.992265104651
2009-04-15,1353.6791134986122
2009-04-16,1356.3443585332702
2009-04-17,1343.6164245501907
2009-04-20,1387.931476455507
2009-04-21,1374.5981654182904
2009-04-22,1321.4285518248664
2009-04-23,1324.7573844016101
2009-04-24,1297.1712870795027
2009-04-27,1275.83397003115
2009-04-28,1270.171951213986
2009-04-29,1291.8181378347747
2009-04-30,1298.9855614168757
2009-05-01,1298.7895325084899
2009-05-04,1343.5213222860696
2009-05-05,1346.8495098186138
2009-05-06,1375.770806286574
2009-05-07,1363.2068650408282
2009-05-08,1359.7995154141179
2009-05-11,1321.0393251205933
2009-05-12,1345.2768101965241
2009-05-13,1349.106187165807
2009-05-14,1330.7817390435355
2009-05-15,1324.2489942063924
2009-05-18,1342.0860856708923
2009-05-19,1343.9260520284918
2009-05-20,1316.8852858183734
2009-05-21,1280.994179100179
2009-05-22,1261.9904195262275
2009-05-25,1253.7390416207334
2009-05-26,1244.290682400063
2009-05-27,1270.6528008585924
2009-05-28,1269.5135697575497
2009-05-29,1250.454497831768
2009-06-01,1286.2345820601695
2009-06-02,1279.5960795418089
2009-06-03,1314.3008989944262
2009-06-04,1321.6567046298944
2009-06-05,1329.3480047111352
2009-06-08,1353.7832633162566
2009-06-09,1348.849401149949
2009-06-10,1368.5040158725606
2009-06-11,1352.2518671968314
2009-06-12,1328.9183112761891
2009-06-15,1374.5555524194558
2009-06-16,1365.6303038858696
2009-06-17,1381.166934126844
2009-06-18,1393.4018945878713
2009-06-19,1416.2673865698343
2009-06-22,1436.0860715406905
2009-06-23,1440.4605432498956
2009-06-24,1459.867655481615
2009-06-25,1468.0900514215969
2009-06-26,1452.558356605665
2009-06-29,1465.7950680339918
2009-06-30,1453.1543730240014
2009-07-01,1464.6223873874803
2009-07-02,1486.5423067648735
2009-07-03,1501.4958394810376
2009-07-06,1540.5190836868755
2009-07-07,1517.6763311847353
2009-07-08,1526.6115323217173
2009-07-09,1525.2103517653818
2009-07-10,1530.3450760729888
2009-07-13,1512.7929407425372
2009-07-14,1558.9085637792132
2009-07-15,1562.466277237114
2009-07-16,1561.7807069756377
2009-07-17,1568.8396502617866
2009-07-20,1583.4992229433992
2009-07-21,1555.110311075542
2009-07-22,1592.5219947342175
2009-07-23,1621.762403736849
2009-07-24,1627.25870705944
2009-07-27,1657.3560741562526
2009-07-28,1676.747320140444
2009-07-29,1615.3528452736184
2009-07-30,1656.124326213422
2009-07-31,1693.6284194621135
2009-08-03,1702.3969913755254
2009-08-04,1714.9028915073977
2009-08-05,1706.1811353696748
2009-08-06,1668.5024492561506
2009-08-07,1632.0440877292617
2009-08-10,1639.8531996536408
2009-08-11,1643.4562851487751
2009-08-12,1551.1300268804368
2009-08-13,1556.4596362784973
2009-08-14,1509.3119733072629
2009-08-17,1438.598816856582
2009-08-18,1463.2757486291052
2009-08-19,1382.778506398515
2009-08-20,1443.9298282716663
2009-08-21,1470.5154770320412
2009-08-24,1473.1627493397305
2009-08-25,1426.7290965593384
2009-08-26,1460.978560066384
2009-08-27,1465.900637160675
2009-08-28,1407.391012234194
2009-08-31,1314.907780100644
2009-09-01,1318.3011195767897
2009-09-02,1344.0613376700123
2009-09-03,1411.4655683317276
2009-09-04,1418.591100686373
2009-09-07,1412.391792938609
2009-09-08,1421.3069992677813
2009-09-09,1427.7767830121227
2009-09-10,1423.302959564639
2009-09-11,1442.7027484615014
2009-09-14,1470.0971155453033
2009-09-15,1478.8023223093978
2009-09-16,1452.3948464373148
2009-09-17,1473.176992951956
2009-09-18,1422.8974702598202
2009-09-21,1438.0862268343249
2009-09-22,1392.6036207870427
2009-09-23,1364.3137089265163
2009-09-24,1378.1102592375178
2009-09-25,1373.7059093631185
2009-09-28,1346.6874891777156
2009-09-29,1356.800715005955
2009-09-30,1361.2690951231984
2009-10-01,1366.4574640947565
2009-10-02,1362.3875633971786
2009-10-05,1360.2454445868061
2009-10-06,1349.2232828218885
2009-10-07,1355.2886532994453
2009-10-08,1347.7610568913747
2009-10-09,1410.229605283001
2009-10-12,1398.178974925644
2009-10-13,1413.47763249444
2009-10-14,1416.235883101172
2009-10-15,1414.1309741161317
2009-10-16,1423.04359871764
2009-10-19,1443.42596897718
2009-10-20,1461.1612491008875
2009-10-21,1447.4075841090646
2009-10-22,1433.6270490339039
2009-10-23,1458.8909702008045
2009-10-26,1468.8773424145693
2009-10-27,1438.5948712001432
2009-10-28,1457.4371796633843
2009-10-29,1424.4786193105665
2009-10-30,1442.063058585367
2009-11-02,1473.3150552084774
2009-11-03,1507.906044763135
2009-11-04,1503.8068981386239
2009-11-05,1506.9036563536588
2009-11-06,1513.302688691328
2009-11-09,1510.4972784756328
2009-11-10,1516.7284643296964
2009-11-11,1511.828298447682
2009-11-12,1526.5414025725136
2009-11-13,1521.771474098926
2009-11-16,1553.8490561773351
2009-11-17,1577.1881281153485
2009-11-18,1572.6467684468048
2009-11-19,1595.2472348665729
2009-11-20,1594.6063506968167
2009-11-23,1594.0797205831
2009-11-24,1557.231304551899
2009-11-25,1582.5507581942168
2009-11-26,1527.5012320215083
2009-11-27,1488.0105582626677
2009-11-30,1538.1814941403507
2009-12-01,1549.4544244199408
2009-12-02,1562.1579415042754
2009-12-03,1562.4498929296622
2009-12-04,1608.7794578406865
2009-12-07,1618.517046356751
2009-12-08,1602.0373393123127
2009-12-09,1578.2926408317746
2009-12-10,1591.2100294130707
2009-12-11,1609.752967183502
2009-12-14,1635.3204560466784
2009-12-15,1640.5861168204801
2009-12-16,1627.843226391962
2009-12-17,1607.378181879506
2009-12-18,1578.073169994936
2009-12-21,1577.0790985135593
2009-12-22,1555.3505203549755
2009-12-23,1556.5466662607364
2009-12-24,1599.881219333054
2009-12-25,1595.897223932958
2009-12-28,1619.1184671380997
2009-12-29,1624.3706023991003
2009-12-30,1654.8022273914607
2009-12-31,1654.606355051229
2010-01-01,1654.606355051229
2010-01-04,1627.1169074735901
2010-01-05,1638.292176576197
2010-01-06,1632.3650933421766
2010-01-07,1613.6044240380882
2010-01-08,1612.9724971882983
2010-01-11,1582.0897131222016
2010-01-12,1608.2972957820452
2010-01-13,1565.333835681453
2010-01-14,1592.8537587509982
2010-01-15,1609.0183287394682
2010-01-18,1623.8032274488482
2010-01-19,1631.0540584450293
2010-01-20,1598.3882818446323
2010-01-21,1614.25075812306
2010-01-22,1594.5365723037955
2010-01-25,1567.8143998629505
2010-01-26,1551.1020502922204
2010-01-27,1530.5736330875704
2010-01-28,1542.224976427499
2010-01-29,1553.2204790989526
2010-02-01,1524.3380237342794
2010-02-02,1512.0072716165307
2010-02-03,1556.0744252640775
2010-02-04,1557.5519021982461
2010-02-05,1549.9215229974193
2010-02-08,1551.1509727350374
2010-02-09,1558.620373624446
2010-02-10,1578.1335901816778
2010-02-11,1582.4746481699729
2010-02-12,1596.4520487835814
2010-02-15,1598.154711775554
2010-02-16,1585.7329137311744
2010-02-17,1591.2492133688204
2010-02-18,1594.6359681438892
2010-02-19,1607.971314260468
2010-02-22,1591.3116145514111
2010-02-23,1586.2997882457905
2010-02-24,1603.5650204634937
2010-02-25,1628.1697734809568
2010-02-26,1604.0965013650343
2010-03-01,1642.9307539158067
2010-03-02,1621.9503490320026
2010-03-03,1615.8384522082038
2010-03-04,1585.5241223203593
2010-03-05,1583.7120754833372
2010-03-08,1585.6857941916899
2010-03-09,1604.4117715101459
2010-03-10,1587.3029689637365
2010-03-11,1578.5109937305626
2010-03-12,1551.6992354036447
2010-03-15,1538.1732280241768
2010-03-16,1530.7818885338138
2010-03-17,1560.7342962580599
2010-03-18,1573.2638689897244
2010-03-19,1588.7229912695893
2010-03-22,1593.92741881875
2010-03-23,1583.2423560516263
2010-03-24,1605.7893192412837
2010-03-25,1584.8481266604988
2010-03-26,1597.8767432775755
2010-03-29,1627.9429463094168
2010-03-30,1631.6717983075844
2010-03-31,1604.7674606208755
2010-04-01,1624.3368519527573
2010-04-02,1627.5262066103091
2010-04-05,1631.2616904443832
2010-04-06,1648.4080883927325
2010-04-07,1641.5417374463166
2010-04-08,1624.133511994561
2010-04-09,1622.1814004772534
2010-04-12,1587.3250103672056
2010-04-13,1612.9628890589606
2010-04-14,1605.1072676783544
2010-04-15,1618.11024710644
2010-04-16,1608.4528158462717
2010-04-19,1530.2319395945078
2010-04-20,1524.309497899537
2010-04-21,1558.5067905148758
2010-04-22,1556.7564038538726
2010-04-23,1542.611328647969
2010-04-26,1538.654375571822
2010-04-27,1507.5589305470373
2010-04-28,1522.8742276109895
2010-04-29,1515.404010165898
2010-04-30,1516.9617580089587
2010-05-03,1530.9511966122293
2010-05-04,1518.2283790143556
2010-05-05,1546.1606791917236
2010-05-06,1495.8900911348637
2010-05-07,1466.4527892523736
2010-05-10,1462.4744089214967
2010-05-11,1458.4568659781214
2010-05-12,1477.428644267992
2010-05-13,1519.8673228875232
2010-05-14,1530.4632390230763
2010-05-17,1468.3580202376452
2010-05-18,1484.1920833364914
2010-05-19,1487.4070769668213
2010-05-20,1474.1291390764975
2010-05-21,1466.2671159239956
2010-05-24,1533.125123970737
2010-05-25,1515.1867383710776
2010-05-26,1517.0420309838107
2010-05-27,1536.5959526247732
2010-05-28,1528.423348855969
2010-05-31,1504.137783528003
2010-06-01,1481.6792320131462
2010-06-02,1496.091750876999
2010-06-03,1483.0092350713417
2010-06-04,1508.981838560168
2010-06-07,1500.252828454725
2010-06-08,1506.2145069654662
2010-06-09,1535.8763511421569
2010-06-10,1512.7957787524545
2010-06-11,1517.9675503670737
2010-06-14,1495.2790234067124
2010-06-15,1491.5128835200044
2010-06-16,1490.483544055877
2010-06-17,1473.8372653305257
2010-06-18,1447.6524875197185
2010-06-21,1496.356171395991
2010-06-22,1506.6441188568913
2010-06-23,1499.2203242836358
2010-06-24,1495.1834680185186
2010-06-25,1483.2299004342276
2010-06-28,1463.7962539466746
2010-06-29,1422.1621565112173
2010-06-30,1405.2546944219691
2010-07-01,1367.642724626515
2010-07-02,1353.2162700363854
2010-07-05,1347.3595335727707
2010-07-06,1363.6077353846886
2010-07-07,1370.912488856481
2010-07-08,1366.1448532171025
2010-07-09,1410.5013129164943
2010-07-12,1431.4033116713065
2010-07-13,1405.2350809104564
2010-07-14,1405.8486510154773
2010-07-15,1360.4999661878544
2010-07-16,1364.2782244739649
2010-07-19,1400.132559062405
2010-07-20,1440.8969632376602
2010-07-21,1449.6149688606197
2010-07-22,1452.158180654184
2010-07-23,1465.2372322836504
2010-07-26,1461.8409805370557
2010-07-27,1454.1792292927355
2010-07-28,1484.4951703608592
2010-07-29,1486.0638754925762
2010-07-30,1484.3094245907
2010-08-02,1489.8543898496655
2010-08-03,1457.1557289886096
2010-08-04,1467.9791451651304
2010-08-05,1454.7021439426856
2010-08-06,1466.4402723657456
2010-08-09,1475.7788007685529
2010-08-10,1446.6198800046045
2010-08-11,1468.9755895594596
2010-08-12,1454.5582405102941
2010-08-13,1478.69793660722
2010-08-16,1507.4717696631508
2010-08-17,1512.5867939459524
2010-08-18,1516.162091658544
2010-08-19,1527.4789996154775
2010-08-20,1514.9349821437982
2010-08-23,1511.5440740023782
2010-08-24,1515.5628968471365
2010-08-25,1486.5245207610476
2010-08-26,1480.1663733488044
2010-08-27,1485.2835314021515
2010-08-30,1518.3237939470673
2010-08-31,1502.01351023795
2010-09-01,1479.0850361767996
2010-09-02,1501.8540999120526
2010-09-03,1500.0267408282716
2010-09-06,1527.9244045194173
2010-09-07,1543.434112116417
2010-09-08,1546.185473620698
2010-09-09,1521.9426420416153
2010-09-10,1532.8518744999667
2010-09-13,1529.6714775494986
2010-09-14,1517.9073739346902
2010-09-15,1491.0631299193133
2010-09-16,1462.5944412124886
2010-09-17,1476.4357383631834
2010-09-20,1468.4048093021433
2010-09-21,1463.1304486961455
2010-09-22,1432.6928842785767
2010-09-23,1441.1280745145225
2010-09-24,1425.8356053355692
2010-09-27,1459.494196263735
2010-09-28,1434.6963191729717
2010-09-29,1427.5877267382427
2010-09-30,1453.6880270407182
2010-10-01,1443.694681930665
2010-10-04,1450.5535902612933
2010-10-05,1433.993203884525
2010-10-06,1428.8310554850702
2010-10-07,1423.6038122850603
2010-10-08,1480.3905399348532
2010-10-11,1526.1166036267448
2010-10-12,1553.3767792452368
2010-10-13,1549.0820231835178
2010-10-14,1557.3769292335357
2010-10-15,1620.5355526046174
2010-10-18,1609.9514001621103
2010-10-19,1658.2636950096653
2010-10-20,1651.0098498739012
2010-10-21,1640.0924211737192
2010-10-22,1646.1244215307122
2010-10-25,1691.0817219213586
2010-10-26,1688.5434603560614
2010-10-27,1665.898863821552
2010-10-28,1640.6671186471037
2010-10-29,1645.9294136706123
2010-11-01,1702.4487289341653
2010-11-02,1691.9482849050205
2010-11-03,1668.5918770164367
2010-11-04,1680.2146276477556
2010-11-05,1710.724884644408
2010-11-08,1752.200689664299
2010-11-09,1752.0746053302662
2010-11-10,1779.316636960756
2010-11-11,1799.9408876979935
2010-11-12,1699.1669356420746
2010-11-15,1713.7811034804913
2010-11-16,1644.7945185511462
2010-11-17,1605.9906296179463
2010-11-18,1616.362249283818
2010-11-19,1619.4192986441458
2010-11-22,1616.842404466308
2010-11-23,1601.4367851663337
2010-11-24,1625.5847560825066
2010-11-25,1648.2369629708276
2010-11-26,1656.4992187524326
2010-11-29,1657.8508842899346
2010-11-30,1636.0520269665242
2010-12-01,1635.7222983992688
2010-12-02,1633.6397340623648
2010-12-03,1611.3307423233698
2010-12-06,1638.5383830746396
2010-12-07,1637.6019538701
2010-12-08,1629.5018936067002
2010-12-09,1616.1604264058208
2010-12-10,1622.8120734653332
2010-12-13,1643.877083776384
2010-12-14,1643.32941808337
2010-12-15,1641.3712137535556
2010-12-16,1651.1510906007652
2010-12-17,1651.7028667338175
2010-12-20,1628.743567458631
2010-12-21,1663.059632161555
2010-12-22,1654.0805721142458
2010-12-23,1652.5247181411794
2010-12-24,1641.864171457486
2010-12-27,1618.525727249606
2010-12-28,1598.8815418540944
2010-12-29,1602.493817512386
2010-12-30,1591.3202505321285
2010-12-31,1601.218782426441
2011-01-03,1607.629888911983
2011-01-04,1632.43043754328
2011-01-05,1638.9197418031056
2011-01-06,1642.6088044411892
2011-01-07,1659.5894524213945
2011-01-10,1648.826058208499
2011-01-11,1672.5652531095134
2011-01-12,1665.5426486656118
2011-01-13,1644.3234734305947
2011-01-14,1630.2108269084915
2011-01-17,1601.1226872839616
2011-01-18,1594.265286126706
2011-01-19,1604.887350293828
2011-01-20,1570.5404821881766
2011-01-21,1572.7233467750489
2011-01-24,1559.5347309092526
2011-01-25,1559.2381473884718
2011-01-26,1566.583362275921
2011-01-27,1582.6223434163028
2011-01-28,1592.2779216702352
2011-01-31,1594.0968323155003
2011-02-01,1587.7531498854328
2011-02-02,1585.798496865804
2011-02-03,1606.5065984315083
2011-02-04,1615.6331299409687
2011-02-07,1616.94539195303
2011-02-08,1601.6889586907466
2011-02-09,1579.7392024784144
2011-02-10,1617.5023433484748
2011-02-11,1620.3475101623446
2011-02-14,1680.6996964649845
2011-02-15,1674.1694768488117
2011-02-16,1684.0222715866973
2011-02-17,1668.4327055943654
2011-02-18,1645.783967320868
2011-02-21,1663.3630287475687
2011-02-22,1620.3608102566122
2011-02-23,1615.10921807247
2011-02-24,1619.6690389990358
2011-02-25,1623.595575659049
2011-02-28,1625.168634496696
2011-03-01,1631.5778239390331
2011-03-02,1623.4748434301107
2011-03-03,1612.9073535957787
2011-03-04,1628.6943761393404
2011-03-07,1674.6031145824022
2011-03-08,1691.1396594306507
2011-03-09,1683.76395702122
2011-03-10,1668.8555283033375
2011-03-11,1646.8510605561419
2011-03-14,1636.8927502866115
2011-03-15,1606.039089337903
2011-03-16,1634.0807167086236
2011-03-17,1619.9836809269827
2011-03-18,1612.8792112594774
2011-03-21,1608.7049845559552
2011-03-22,1612.4250262521255
2011-03-23,1640.0540796411349
2011-03-24,1631.0484975075042
2011-03-25,1658.992325089081
2011-03-28,1663.5190772157048
2011-03-29,1651.8389279439955
2011-03-30,1655.2897715722954
2011-03-31,1635.7369833084579
2011-04-01,1658.9798034333971
2011-04-04,1648.6654465818146
2011-04-05,1651.9729902413656
2011-04-06,1654.5049601142186
2011-04-07,1662.1290728547358
2011-04-08,1654.6495994897678
2011-04-11,1651.595507053356
2011-04-12,1648.0505154014488
2011-04-13,1667.8341972157152
2011-04-14,1665.70084482186
2011-04-15,1672.7945537028158
2011-04-18,1709.231061201034
2011-04-19,1660.420837934357
2011-04-20,1639.706183159994
2011-04-21,1644.8919920265243
2011-04-22,1635.425868302165
2011-04-25,1610.3094530313774
2011-04-26,1592.54948729915
2011-04-27,1597.4931741933249
2011-04-28,1573.2687487962125
2011-04-29,1591.791291845076
2011-05-02,1585.8587520272333
2011-05-03,1598.6544523639177
2011-05-04,1558.6720582961977
2011-05-05,1590.46751415146
2011-05-06,1593.2716815508954
2011-05-09,1622.8846043194396
2011-05-10,1620.5155620729165
2011-05-11,1623.1037451668228
2011-05-12,1617.5759502409262
2011-05-13,1628.5355936009055
2011-05-16,1607.090616763797
2011-05-17,1617.6553825320975
2011-05-18,1620.981601375205
2011-05-19,1614.238314820081
2011-05-20,1629.33613725623
2011-05-23,1586.5311166155554
2011-05-24,1572.7382585909932
2011-05-25,1565.7916105346455
2011-05-26,1561.1854772818062
2011-05-27,1542.5565193717234
2011-05-30,1553.5060305235484
2011-05-31,1558.7503950264422
2011-06-01,1554.716528609026
2011-06-02,1536.0896343229685
2011-06-03,1528.3868523005876
2011-06-06,1524.5666701387738
2011-06-07,1520.6700594806314
2011-06-08,1530.6444802460928
2011-06-09,1522.5821465812137
2011-06-10,1543.019880531504
2011-06-13,1536.3590870935657
2011-06-14,1538.6487639990205
2011-06-15,1554.5187249333892
2011-06-16,1553.9876258945192
2011-06-17,1535.1246113128961
2011-06-20,1525.5483559802308
2011-06-21,1538.267799242069
2011-06-22,1537.9533569112705
2011-06-23,1591.6972989345372
2011-06-24,1617.2721306268359
2011-06-27,1605.1081809208665
2011-06-28,1596.4204474105306
2011-06-29,1580.0669283295213
2011-06-30,1587.7972550396728
2011-07-01,1592.1320144028793
2011-07-04,1613.4814493786153
2011-07-05,1618.9215642966383
2011-07-06,1630.1285551137098
2011-07-07,1611.3830154994469
2011-07-08,1627.3681970355167
2011-07-11,1656.2340171997914
2011-07-12,1623.7761471638423
2011-07-13,1625.2281168867082
2011-07-14,1630.219253584911
2011-07-15,1636.326687367948
2011-07-18,1639.1723773872072
2011-07-19,1612.102170371108
2011-07-20,1610.580210711344
2011-07-21,1580.2909157200065
2011-07-22,1586.7192698255938
2011-07-25,1550.6318572783307
2011-07-26,1539.0521441227509
2011-07-27,1555.82203521047
2011-07-28,1557.835902054361
2011-07-29,1549.8385172029532
2011-08-01,1568.2496166515443
2011-08-02,1548.5241810351986
2011-08-03,1538.5575614014738
2011-08-04,1556.5681398067848
2011-08-05,1518.4330239976578
2011-08-08,1465.5261083692774
2011-08-09,1462.3529119398886
2011-08-10,1478.9683393812775
2011-08-11,1492.7973507002177
2011-08-12,1503.382403803479
2011-08-15,1498.4009269746418
2011-08-16,1493.041385181234
2011-08-17,1482.9941166464307
2011-08-18,1474.107982937822
2011-08-19,1444.7870133403592
2011-08-22,1432.787339752046
2011-08-23,1452.3260149574178
2011-08-24,1443.6767122329704
2011-08-25,1495.9863390645726
2011-08-26,1491.9690211607108
2011-08-29,1456.9522962609403
2011-08-30,1466.1512608221226
2011-08-31,1473.6956084903727
2011-09-01,1482.2461195476908
2011-09-02,1468.2107274791342
2011-09-05,1448.7412118824395
2011-09-06,1449.704209431217
2011-09-07,1476.0006086507328
2011-09-08,1477.0488762722223
2011-09-09,1511.4601625254268
2011-09-12,1522.899259975011
2011-09-13,1506.6876832787843
2011-09-14,1513.3073308047933
2011-09-15,1491.0030058234352
2011-09-16,1503.7507859777975
2011-09-19,1498.345862720049
2011-09-20,1494.9202166160446
2011-09-21,1536.1696721901449
2011-09-22,1516.7383316741907
2011-09-23,1506.004578536359
2011-09-26,1488.4480067950528
2011-09-27,1490.2886934664687
2011-09-28,1485.408527978786
2011-09-29,1477.4142822115075
2011-09-30,1501.4042268976439
2011-10-03,1517.5787639208743
2011-10-04,1517.1215930325116
2011-10-05,1513.5309750393092
2011-10-06,1502.9164406524928
2011-10-07,1493.0581464783345
2011-10-10,1477.8969769754851
2011-10-11,1469.5655450236281
2011-10-12,1494.4616483268355
2011-10-13,1507.6517949707202
2011-10-14,1490.7605990161292
2011-10-17,1509.9315489919209
2011-10-18,1483.8922636235584
2011-10-19,1470.3222931318705
2011-10-20,1455.0159658888776
2011-10-21,1430.5410332697934
2011-10-24,1470.7279329007301
2011-10-25,1493.2178664590695
2011-10-26,1509.8885533015257
2011-10-27,1480.873110751462
2011-10-28,1496.939335910187
2011-10-31,1520.9304062826754
2011-11-01,1554.1374403114326
2011-11-02,1558.8329637649035
2011-11-03,1568.5307967370368
2011-11-04,1583.741928218039
2011-11-07,1571.1509552169805
2011-11-08,1572.8937472023472
2011-11-09,1611.2288617986474
2011-11-10,1579.1425225764333
2011-11-11,1564.8354083265292
2011-11-14,1609.2303659030067
2011-11-15,1621.9508161879942
2011-11-16,1580.279432953331
2011-11-17,1576.0282800456434
2011-11-18,1549.663540840808
2011-11-21,1555.6899991760108
2011-11-22,1550.5814447328676
2011-11-23,1552.7840474449567
2011-11-24,1560.4615628918962
2011-11-25,1554.7764808737447
2011-11-28,1545.398511399614
2011-11-29,1568.1860706776883
2011-11-30,1512.7090840584922
2011-12-01,1555.6211568193316
2011-12-02,1544.3465605553836
2011-12-05,1528.6320009903384
2011-12-06,1538.6085426676532
2011-12-07,1541.5496510942144
2011-12-08,1548.4130046390699
2011-12-09,1534.6050409625711
2011-12-12,1538.2173516172852
2011-12-13,1530.7944592685465
2011-12-14,1530.6718328511831
2011-12-15,1489.754780256006
2011-12-16,1516.4824987299887
2011-12-19,1512.6954472913724
2011-12-20,1492.8406160558702
2011-12-21,1490.1168648670316
2011-12-22,1491.5746243471754
2011-12-23,1507.4073909441843
2011-12-26,1497.2018643799597
2011-12-27,1484.025268444092
2011-12-28,1502.5754177369886
2011-12-29,1508.8812322769024
2011-12-30,1525.149377158854
2012-01-02,1525.149377158854
2012-01-03,1516.7951152675757
2012-01-04,1509.103600315353
2012-01-05,1512.3137132411468
2012-01-06,1531.9384655200083
2012-01-09,1578.0849381625435
2012-01-10,1618.8650431660308
2012-01-11,1625.6607884733378
2012-01-12,1608.0729044401955
2012-01-13,1610.5443012342257
2012-01-16,1592.1672110928725
2012-01-17,1654.5325106135574
2012-01-18,1624.9187458264523
2012-01-19,1640.9376779304441
2012-01-20,1648.0133194628345
2012-01-23,1631.9083376101855
2012-01-24,1640.268716983174
2012-01-25,1641.153742690877
2012-01-26,1618.264656137424
2012-01-27,1621.3454219311675
2012-01-30,1592.5683086064473
2012-01-31,1605.9797586786149
2012-02-01,1572.0081769341916
2012-02-02,1609.819902818405
2012-02-03,1623.1456020037856
2012-02-06,1620.1413259382684
2012-02-07,1571.0520010375667
2012-02-08,1616.3695579842095
2012-02-09,1609.5552309824782
2012-02-10,1623.2943421525747
2012-02-13,1614.4208527624046
2012-02-14,1617.873955164534
2012-02-15,1638.5062908779503
2012-02-16,1630.9745526461036
2012-02-17,1618.5304638220935
2012-02-20,1606.7824057080231
2012-02-21,1620.479948623247
2012-02-22,1641.3019623080338
2012-02-23,1638.3354094970693
2012-02-24,1650.0184218342574
2012-02-27,1659.6518519943713
2012-02-28,1659.4335080425444
2012-02-29,1649.1314113651183
2012-03-01,1654.5938672543598
2012-03-02,1700.7829682678523
2012-03-05,1694.2871684969055
2012-03-06,1682.5010766638954
2012-03-07,1673.4087933164174
2012-03-08,1670.3079794028558
2012-03-09,1705.691689568878
2012-03-12,1687.1196832809012
2012-03-13,1703.8083424092872
2012-03-14,1668.0759398851515
2012-03-15,1654.8852381933123
2012-03-16,1664.148552292931
2012-03-19,1655.845403287574
2012-03-20,1633.553958706376
2012-03-21,1638.8095832041804
2012-03-22,1641.1612144389865
2012-03-23,1613.9662759786866
2012-03-26,1607.858479641393
2012-03-27,1602.0047249296988
2012-03-28,1569.530135278729
2012-03-29,1555.7020719560644
2012-03-30,1565.6277800992316
2012-04-02,1567.5111004872917
2012-04-03,1563.0455916921408
2012-04-04,1589.4389287273846
2012-04-05,1628.6604811930497
2012-04-06,1631.8947586469312
2012-04-09,1621.0315192117441
2012-04-10,1635.2989173689998
2012-04-11,1629.8922703804571
2012-04-12,1655.6714576660222
2012-04-13,1678.5873364586707
2012-04-16,1674.771480780319
