Date,CHINA ALL SHARES HIGH DIVIDEND YIELD
2010-07-20,1107.4639015829075
2010-07-21,1129.375523177915
2010-07-22,1130.656102667824
2010-07-23,1151.9201997508862
2010-07-26,1137.9870105362809
2010-07-27,1138.7392670986437
2010-07-28,1146.5097677705955
2010-07-29,1142.924673812911
2010-07-30,1148.5810555396085
2010-08-02,1158.6262733638453
2010-08-03,1149.6345333680035
2010-08-04,1151.0250440067202
2010-08-05,1147.6140857052785
2010-08-06,1142.8648853081925
2010-08-09,1151.726548174715
2010-08-10,1138.5465496519748
2010-08-11,1139.2829285996602
2010-08-12,1128.8831587178738
2010-08-13,1144.2517781037752
2010-08-16,1151.1971147743916
2010-08-17,1153.3316289891718
2010-08-18,1156.3568926563223
2010-08-19,1162.3851435317306
2010-08-20,1169.2420823367754
2010-08-23,1162.1083246909736
2010-08-24,1155.8104616989503
2010-08-25,1149.0129152451452
2010-08-26,1138.594648074402
2010-08-27,1145.3109746385899
2010-08-30,1162.6955044233775
2010-08-31,1152.6258310379353
2010-09-01,1150.669837564189
2010-09-02,1172.0701794486295
2010-09-03,1176.9330986766051
2010-09-06,1194.799445515931
2010-09-07,1209.1274091092243
2010-09-08,1198.6957747726926
2010-09-09,1197.207324529109
2010-09-10,1201.5816356339776
2010-09-13,1207.6970276911195
2010-09-14,1197.2857371135651
2010-09-15,1190.638891710668
2010-09-16,1175.0409563933827
2010-09-17,1189.630168634976
2010-09-20,1187.0608736376114
2010-09-21,1193.727765176199
2010-09-22,1165.4170177048009
2010-09-23,1172.155136885798
2010-09-24,1161.0336556871566
2010-09-27,1177.4465177419759
2010-09-28,1156.7461757366593
2010-09-29,1171.4831981430318
2010-09-30,1165.897680392042
2010-10-01,1158.4686912319771
2010-10-04,1182.867726673426
2010-10-05,1163.5329920862205
2010-10-06,1169.4702831519135
2010-10-07,1155.5644852154833
2010-10-08,1162.853001349464
2010-10-11,1183.605197031611
2010-10-12,1190.373106803961
2010-10-13,1193.578520570755
2010-10-14,1205.2303712078394
2010-10-15,1216.93854036582
2010-10-18,1212.0206668149733
2010-10-19,1240.4579497646791
2010-10-20,1210.8143562738787
2010-10-21,1215.5501940768565
2010-10-22,1219.2461308381467
2010-10-25,1236.06890976806
2010-10-26,1248.1908815594904
2010-10-27,1226.3319936624944
2010-10-28,1209.9448087967087
2010-10-29,1209.7761581822074
2010-11-01,1239.4582789950746
2010-11-02,1223.124703154938
2010-11-03,1245.1545074705168
2010-11-04,1241.6174591016513
2010-11-05,1270.5562393523649
2010-11-08,1297.0096441303508
2010-11-09,1289.7501186656443
2010-11-10,1301.282696819158
2010-11-11,1316.0722485883182
2010-11-12,1266.6115067181315
2010-11-15,1260.8021131804794
2010-11-16,1238.2214889794457
2010-11-17,1204.9336468682836
2010-11-18,1220.1115278548427
2010-11-19,1221.5028683620085
2010-11-22,1223.8076613362452
2010-11-23,1208.8219308583202
2010-11-24,1219.0866052676338
2010-11-25,1232.0577730112298
2010-11-26,1235.2984473466497
2010-11-29,1241.9766047936205
2010-11-30,1227.6381002164937
2010-12-01,1232.4677271221562
2010-12-02,1236.2318357888257
2010-12-03,1219.5421354833359
2010-12-06,1227.338909821179
2010-12-07,1228.925024987968
2010-12-08,1228.4968858116154
2010-12-09,1229.436611519359
2010-12-10,1225.9929890856613
2010-12-13,1227.6802472056968
2010-12-14,1232.242573385016
2010-12-15,1220.6068185302074
2010-12-16,1224.006110710697
2010-12-17,1234.003359576987
2010-12-20,1223.542714716761
2010-12-21,1243.8844420376902
2010-12-22,1248.354760270416
2010-12-23,1244.8171237976212
2010-12-24,1236.753547923013
2010-12-27,1229.0419655798607
2010-12-28,1214.6607573107576
2010-12-29,1222.4452479556446
2010-12-30,1214.5830394583086
2010-12-31,1217.8264604367705
2011-01-03,1234.97963551028
2011-01-04,1261.137287958862
2011-01-05,1278.5790563843516
2011-01-06,1285.6182495523
2011-01-07,1290.5340290002655
2011-01-10,1282.7771823638507
2011-01-11,1291.3406096824435
2011-01-12,1283.0017043160558
2011-01-13,1261.0058883133386
2011-01-14,1251.969673958824
2011-01-17,1242.9648924320356
2011-01-18,1229.2411054307074
2011-01-19,1240.5393396260126
2011-01-20,1216.0397662169992
2011-01-21,1198.7501025939798
2011-01-24,1182.0400243802155
2011-01-25,1186.0639889597833
2011-01-26,1186.138988536489
2011-01-27,1183.9614908925828
2011-01-28,1183.0596744864506
2011-01-31,1175.1977056054577
2011-02-01,1173.6643295502415
2011-02-02,1184.5264337975198
2011-02-03,1200.113962278565
2011-02-04,1206.8221234581779
2011-02-07,1193.9109748342032
2011-02-08,1181.480100789747
2011-02-09,1153.7526528892379
2011-02-10,1151.626231649985
2011-02-11,1153.5508843472069
2011-02-14,1191.8361589196288
2011-02-15,1177.9445198919707
2011-02-16,1185.5438290825552
2011-02-17,1172.5258011324192
2011-02-18,1174.0005308220684
2011-02-21,1175.1752955383852
2011-02-22,1144.167420211609
2011-02-23,1134.770921878971
2011-02-24,1123.2878543449317
2011-02-25,1131.989667454858
2011-02-28,1140.260604045753
2011-03-01,1152.6870527233164
2011-03-02,1141.9414669842276
2011-03-03,1140.3878247706366
2011-03-04,1148.0744517842454
2011-03-07,1155.6520430539642
2011-03-08,1170.6012448978272
2011-03-09,1171.9409946082774
2011-03-10,1171.715247267603
2011-03-11,1150.7340342804625
2011-03-14,1141.2756746844525
2011-03-15,1111.9687248278917
2011-03-16,1122.102375912638
2011-03-17,1095.1887601867875
2011-03-18,1092.7354139905392
2011-03-21,1107.0656136866364
2011-03-22,1114.6620759720292
2011-03-23,1127.4412697512196
2011-03-24,1128.6887977852152
2011-03-25,1147.157060577133
2011-03-28,1146.2387572234284
2011-03-29,1150.643694998692
2011-03-30,1160.7263965883344
2011-03-31,1157.8476538449115
2011-04-01,1181.3526897735337
2011-04-04,1188.381358273756
2011-04-05,1190.8929846426336
2011-04-06,1188.6518748083884
2011-04-07,1193.6837044433257
2011-04-08,1185.8562392596152
2011-04-11,1173.2522888877363
2011-04-12,1158.5245169133332
2011-04-13,1169.5249940224667
2011-04-14,1167.6541744640433
2011-04-15,1169.6756193171998
2011-04-18,1188.9310772614426
2011-04-19,1161.64844700088
2011-04-20,1158.4233627078252
2011-04-21,1164.8505677290777
2011-04-22,1161.695812076314
2011-04-25,1152.7935385143787
2011-04-26,1140.4340796510799
2011-04-27,1134.038145446701
2011-04-28,1108.4538467184582
2011-04-29,1106.6453854006757
2011-05-02,1102.7028009337598
2011-05-03,1100.8043959227252
2011-05-04,1077.5600480721407
2011-05-05,1092.1597947419418
2011-05-06,1097.975469089042
2011-05-09,1123.492640525952
2011-05-10,1119.1598471390694
2011-05-11,1126.5027177829018
2011-05-12,1119.807220286875
2011-05-13,1121.6177527824882
2011-05-16,1106.0112739515114
2011-05-17,1115.3757295806013
2011-05-18,1120.587714841363
2011-05-19,1122.764783498921
2011-05-20,1128.9928871635143
2011-05-23,1110.8863041213365
2011-05-24,1106.040589113624
2011-05-25,1107.3295689503652
2011-05-26,1105.4239210842152
2011-05-27,1102.8496488930668
2011-05-30,1102.738491907643
2011-05-31,1109.5569711674511
2011-06-01,1106.3810379258352
2011-06-02,1088.926814905102
2011-06-03,1073.1608279596592
2011-06-06,1070.3497470449154
2011-06-07,1058.0010078749951
2011-06-08,1057.4287648524682
2011-06-09,1048.733361352666
2011-06-10,1054.1579736536435
2011-06-13,1047.5275515420326
2011-06-14,1043.8473396822515
2011-06-15,1050.910706251232
2011-06-16,1038.7790302740423
2011-06-17,1023.9843303855404
2011-06-20,1022.3333105753953
2011-06-21,1028.9971379102635
2011-06-22,1029.617243248727
2011-06-23,1052.7353502685019
2011-06-24,1078.93007195973
2011-06-27,1067.683358467242
2011-06-28,1064.2117032696563
2011-06-29,1064.0784166634694
2011-06-30,1072.3349397521736
2011-07-01,1073.600266628463
2011-07-04,1096.6956085260733
2011-07-05,1100.3224503276201
2011-07-06,1104.6515104677978
2011-07-07,1096.4133498015165
2011-07-08,1115.9631660462464
2011-07-11,1122.3718885829821
2011-07-12,1083.009974693734
2011-07-13,1089.8195178912222
2011-07-14,1090.987759123942
2011-07-15,1087.4577207248142
2011-07-18,1085.6799742293158
2011-07-19,1068.183983985219
2011-07-20,1076.2101512458528
2011-07-21,1058.799765488227
2011-07-22,1079.3358809703325
2011-07-25,1063.1664363393033
2011-07-26,1065.4248091308857
2011-07-27,1073.5131690317753
2011-07-28,1075.7879676694683
2011-07-29,1064.3904778490441
2011-08-01,1086.5846161855707
2011-08-02,1068.3995090095175
2011-08-03,1052.409799261681
2011-08-04,1054.600911206891
2011-08-05,1009.9206600146632
2011-08-08,976.5133812389463
2011-08-09,935.9189124831895
2011-08-10,954.3694170183443
2011-08-11,947.3414852714684
2011-08-12,952.4513104345069
2011-08-15,968.6295639094385
2011-08-16,971.6692590933477
2011-08-17,964.9910742921678
2011-08-18,958.7644104330498
2011-08-19,922.7920906036965
2011-08-22,917.345437044599
2011-08-23,939.0207951680856
2011-08-24,924.6018901796248
2011-08-25,948.2426144634617
2011-08-26,939.4108115633919
2011-08-29,939.9616120363021
2011-08-30,958.5999625410244
2011-08-31,975.2237132497459
2011-09-01,993.0773625241126
2011-09-02,980.7418804079243
2011-09-05,956.7574426217858
2011-09-06,962.6067444572939
2011-09-07,983.0342448925375
2011-09-08,980.1051585037893
2011-09-09,997.4614460799105
2011-09-12,974.8476296116296
2011-09-13,968.2241366192796
2011-09-14,962.5914903492594
2011-09-15,951.6110282436779
2011-09-16,966.0215538100282
2011-09-19,952.4172394077153
2011-09-20,941.5426226069817
2011-09-21,943.7505386840318
2011-09-22,906.654598309964
2011-09-23,897.561739434766
2011-09-26,874.3860390816225
2011-09-27,901.8087809388666
2011-09-28,913.7285417751098
2011-09-29,909.2837817472981
2011-09-30,911.5454732454477
2011-10-03,886.734727882255
2011-10-04,867.5945148035178
2011-10-05,865.7466777804287
2011-10-06,894.5804863106624
2011-10-07,910.6517935741166
2011-10-10,891.8686852343665
2011-10-11,910.5302910272343
2011-10-12,917.8911838114891
2011-10-13,948.4408636032988
2011-10-14,926.6329879678945
2011-10-17,949.2210420221926
2011-10-18,909.8754776196166
2011-10-19,908.6567401298778
2011-10-20,898.4602163529763
2011-10-21,890.3937521933104
2011-10-24,924.2872820260712
2011-10-25,938.5314969177415
2011-10-26,954.1681542080756
2011-10-27,963.3834383279967
2011-10-28,970.5030633157272
2011-10-31,974.046866771887
2011-11-01,976.6370559519262
2011-11-02,984.6017614118758
2011-11-03,976.3631118607988
2011-11-04,1000.401547302743
2011-11-07,988.2101740306944
2011-11-08,979.9466107578241
2011-11-09,1014.5587211282171
2011-11-10,972.4815344924286
2011-11-11,970.2801086048128
2011-11-14,998.8555088409189
2011-11-15,1000.019920776336
2011-11-16,978.2580979697178
2011-11-17,971.8706296104871
2011-11-18,949.5444053783997
2011-11-21,944.3639699972111
2011-11-22,943.3608985149219
2011-11-23,936.1802289281283
2011-11-24,944.9077203989447
2011-11-25,938.1788226259803
2011-11-28,943.5696079489596
2011-11-29,959.9341640301072
2011-11-30,935.1022927799212
2011-12-01,993.075987804735
2011-12-02,990.1860350990485
2011-12-05,987.5748936048701
2011-12-06,976.541067899216
2011-12-07,989.9603516744837
2011-12-08,993.7255843072895
2011-12-09,962.8744841002675
2011-12-12,969.1237314039585
2011-12-13,969.6744477645
2011-12-14,971.5047586579199
2011-12-15,952.6881881061364
2011-12-16,971.5492297112116
2011-12-19,960.2319330098508
2011-12-20,949.4903910181641
2011-12-21,965.7059945148003
2011-12-22,970.481387811887
2011-12-23,988.2409853098613
2011-12-26,987.0072500129726
2011-12-27,982.6171579572737
2011-12-28,985.1424683495275
2011-12-29,982.2618455745562
2011-12-30,981.983681615093
2012-01-02,981.9836816150929
2012-01-03,993.404915817302
2012-01-04,996.4807037947202
2012-01-05,1003.1761422272743
2012-01-06,1006.5781268456547
2012-01-09,1028.6795092998063
2012-01-10,1039.4556025870784
2012-01-11,1054.4702857801462
2012-01-12,1042.8292391078705
2012-01-13,1060.0688463189538
2012-01-16,1043.6545171142707
2012-01-17,1081.0433176234797
2012-01-18,1077.8112208552468
2012-01-19,1087.3803113803333
2012-01-20,1090.4361962900405
2012-01-23,1079.9023402286264
2012-01-24,1085.4738687642405
2012-01-25,1085.8192023769789
2012-01-26,1097.9343214684598
2012-01-27,1102.6884355907912
2012-01-30,1067.9412111673878
2012-01-31,1080.9025858073874
2012-02-01,1066.9142379985162
2012-02-02,1097.088192813948
2012-02-03,1107.2645273314404
2012-02-06,1113.199704050647
2012-02-07,1087.3084259276984
2012-02-08,1122.467514946115
2012-02-09,1131.6472743783047
2012-02-10,1131.6934759573269
2012-02-13,1116.581579220002
2012-02-14,1123.2297811759763
2012-02-15,1151.7131807546568
2012-02-16,1146.4694798054343
2012-02-17,1149.3173309491635
2012-02-20,1139.4141588327132
2012-02-21,1135.870611404498
2012-02-22,1157.1880475732614
2012-02-23,1139.984952169472
2012-02-24,1136.4246581481323
2012-02-27,1137.6063276308062
2012-02-28,1147.8758438421519
2012-02-29,1150.537278294652
2012-03-01,1127.4859589565563
2012-03-02,1155.2649308407524
2012-03-05,1142.4035912029733
2012-03-06,1122.6636730480052
2012-03-07,1113.2631602257534
2012-03-08,1115.0447038470295
2012-03-09,1142.3582150750378
2012-03-12,1137.131641481655
2012-03-13,1149.8429975777854
2012-03-14,1147.0257904316857
2012-03-15,1130.0456088662718
2012-03-16,1122.2451211148962
2012-03-19,1100.2024253874786
2012-03-20,1087.0601740113889
2012-03-21,1081.8331885062098
2012-03-22,1080.9215667557596
2012-03-23,1064.4092561390407
2012-03-26,1062.2323446693774
2012-03-27,1081.6542973794901
2012-03-28,1064.4367011801173
2012-03-29,1046.203288575503
2012-03-30,1053.258566715309
2012-04-02,1055.785435979084
2012-04-03,1073.0018257738807
2012-04-04,1091.035980755419
2012-04-05,1098.6236467082929
2012-04-06,1097.9051102503854
2012-04-09,1095.416631417743
2012-04-10,1084.5543947410217
2012-04-11,1074.5244424754328
2012-04-12,1081.0622424804553
2012-04-13,1107.1394520406543
2012-04-16,1098.5223183318287
2012-04-17,1086.2442045354073
2012-04-18,1097.5277174172247
2012-04-19,1100.3961746221246
2012-04-20,1096.9514419802765
2012-04-23,1089.9399138953456
2012-04-24,1080.3011122661874
2012-04-25,1087.8747893337763
2012-04-26,1091.3332702304915
2012-04-27,1081.0014376806234
2012-04-30,1094.866675351509
2012-05-01,1095.7135648173648
2012-05-02,1116.319439177399
2012-05-03,1116.0374351166683
2012-05-04,1115.0536264149255
2012-05-07,1090.8395158389842
2012-05-08,1091.466749516191
2012-05-09,1073.1982704825127
2012-05-10,1064.8270025583859
2012-05-11,1050.3206629851834
2012-05-14,1048.468700162325
2012-05-15,1055.5300146212064
2012-05-16,1024.3434398574848
2012-05-17,1033.7990510916763
2012-05-18,1015.0460999906857
2012-05-21,1013.6048266504495
2012-05-22,1038.160059915243
2012-05-23,1041.9768493816914
2012-05-24,1037.583249783154
2012-05-25,1043.4447019693955
2012-05-28,1050.3442216146518
2012-05-29,1081.4082960977616
2012-05-30,1089.044378972636
2012-05-31,1082.3794338662644
2012-06-01,1074.5159534884906
2012-06-04,1031.0217517665658
2012-06-05,1033.1576843148046
2012-06-06,1042.3718515240805
2012-06-07,1041.1033969653397
2012-06-08,1055.0223792025863
2012-06-11,1073.1071816351327
2012-06-12,1082.932033033269
2012-06-13,1082.7874696453155
2012-06-14,1068.0050039428988
2012-06-15,1081.1436005347664
2012-06-18,1101.148708644916
2012-06-19,1090.5296402119768
2012-06-20,1086.842213408605
2012-06-21,1068.3872884416066
2012-06-22,1060.2589993666868
2012-06-25,1052.9797765405285
2012-06-26,1056.2132279536381
2012-06-27,1063.9648622717036
2012-06-28,1054.3695192171178
2012-06-29,1050.8542944210847
2012-07-02,1060.626180573684
2012-07-03,1071.166949748524
2012-07-04,1087.8092626188024
2012-07-05,1094.767481206345
2012-07-06,1109.816764071884
2012-07-09,1085.0875094574046
2012-07-10,1091.133233667074
2012-07-11,1090.8574480819532
2012-07-12,1084.0063980274172
2012-07-13,1088.6283762435905
2012-07-16,1082.6816582634767
2012-07-17,1093.8281405203657
2012-07-18,1078.0015101562838
2012-07-19,1085.8670087912174
2012-07-20,1095.741375013072
2012-07-23,1074.6575157686661
2012-07-24,1073.196218198655
2012-07-25,1052.4924035601878
2012-07-26,1036.702006749708
2012-07-27,1055.55764689286
2012-07-30,1072.6977664784526
2012-07-31,1079.7514549786013
2012-08-01,1091.9263474064176
2012-08-02,1088.9894297480776
2012-08-03,1075.7764590972286
2012-08-06,1085.1946935103315
2012-08-07,1085.9975066952175
2012-08-08,1094.082550766635
2012-08-09,1107.9892226955267
2012-08-10,1101.7221145786211
2012-08-13,1082.5098569963836
2012-08-14,1089.3779665292907
2012-08-15,1078.7329824361698
2012-08-16,1064.4397094950916
2012-08-17,1080.7567707565474
2012-08-20,1071.450603877414
2012-08-21,1062.0253149704658
2012-08-22,1052.233872042201
2012-08-23,1053.9566660927742
2012-08-24,1041.6104504217694
2012-08-27,1031.630934923782
2012-08-28,1027.8351462890898
2012-08-29,1028.6349046216678
2012-08-30,1023.8890755607998
2012-08-31,1009.6578205973923
2012-09-03,1015.2506217121394
2012-09-04,1004.2200007657061
2012-09-05,986.7942646538974
2012-09-06,990.9053406828963
2012-09-07,1017.3053089715181
2012-09-10,1021.1082426244812
2012-09-11,1012.7646329226219
2012-09-12,1021.1433342538877
2012-09-13,1020.4374022422634
2012-09-14,1028.3828998902768
2012-09-17,1022.3159387813907
2012-09-18,1022.273076938449
2012-09-19,1026.5561646211147
2012-09-20,1018.5262983281162
2012-09-21,1022.3704605094097
2012-09-24,1030.114825633485
2012-09-25,1024.0476919027662
2012-09-26,1022.0700500171087
2012-09-27,1037.272160113126
2012-09-28,1047.1378927424707
2012-10-01,1043.8007739906056
2012-10-02,1041.2988270434644
2012-10-03,1048.2551730742982
2012-10-04,1036.711971419311
2012-10-05,1038.2135207429083
2012-10-08,1035.929156108714
2012-10-09,1050.1904959675533
2012-10-10,1053.1587224282912
2012-10-11,1056.8753265051387
2012-10-12,1063.2482260270147
2012-10-15,1066.1542162764747
2012-10-16,1063.8321745121546
2012-10-17,1069.7100289491248
2012-10-18,1088.6375070062713
2012-10-19,1097.4166977941618
2012-10-22,1099.2888304701466
2012-10-23,1106.6822833819251
2012-10-24,1103.894518912578
2012-10-25,1101.4136481733442
2012-10-26,1086.0021968730696
2012-10-29,1092.5323847229438
2012-10-30,1085.9826019736572
2012-10-31,1099.7518916222177
2012-11-01,1116.5036755574722
2012-11-02,1138.1887644376475
2012-11-05,1142.0995523897373
2012-11-06,1136.0709195523104
2012-11-07,1147.0800197453198
2012-11-08,1126.2509471235203
2012-11-09,1121.678738813207
2012-11-12,1121.68934578256
2012-11-13,1102.915681602016
2012-11-14,1115.1637399040187
2012-11-15,1091.681355964669
2012-11-16,1103.082534407888
2012-11-19,1099.9572291654135
2012-11-20,1096.5665081043062
2012-11-21,1107.2708867727895
2012-11-22,1107.5974874427898
2012-11-23,1113.9900889837568
2012-11-26,1109.5262962278262
2012-11-27,1105.4949641243893
2012-11-28,1100.93053697293
2012-11-29,1104.2246066294492
2012-11-30,1115.9812044955577
2012-12-03,1094.373800445969
2012-12-04,1097.953789861562
2012-12-05,1129.608874920617
2012-12-06,1135.2438826373584
2012-12-07,1152.9109785429441
2012-12-10,1160.5510887679404
2012-12-11,1151.6248388347233
2012-12-12,1157.8545605814952
2012-12-13,1148.7962549988563
2012-12-14,1172.5217609148035
2012-12-17,1169.1138501954663
2012-12-18,1167.7209578343804
2012-12-19,1176.5961905611025
2012-12-20,1181.4148420107279
2012-12-21,1176.7714339696872
2012-12-24,1177.5080806587055
2012-12-25,1190.5373540000983
2012-12-26,1188.904292064171
2012-12-27,1188.8805928384932
2012-12-28,1202.5628756726076
2012-12-31,1214.5332864207767
2013-01-01,1214.5332864207767
2013-01-02,1233.442643361285
2013-01-03,1257.5601755133841
2013-01-04,1261.6563696309756
2013-01-07,1259.2444616014216
2013-01-08,1248.0865437213997
2013-01-09,1253.0068537679595
2013-01-10,1246.1566924387034
2013-01-11,1214.7853803696469
2013-01-14,1234.9142216424968
2013-01-15,1238.3522565939581
2013-01-16,1230.9721383998499
2013-01-17,1213.7486838034933
2013-01-18,1234.607972879464
2013-01-21,1239.7407732419867
2013-01-22,1245.3100692988035
2013-01-23,1239.098899265188
2013-01-24,1218.3197367055793
2013-01-25,1199.6636753497419
2013-01-28,1217.3945181432296
2013-01-29,1224.513393070357
2013-01-30,1225.9284119648116
2013-01-31,1221.856840694188
2013-02-01,1219.0709569992173
2013-02-04,1228.599275261873
2013-02-05,1222.2961907443184
2013-02-06,1223.6963814381527
2013-02-07,1223.8666945735113
2013-02-08,1226.1362249308354
2013-02-11,1226.2030172054115
2013-02-12,1218.4634067757738
2013-02-13,1220.9415451225168
2013-02-14,1237.6895864396595
2013-02-15,1239.5897306660179
2013-02-18,1230.5696560380939
2013-02-19,1211.495108287282
2013-02-20,1218.5513731693304
2013-02-21,1201.8395445695203
2013-02-22,1199.9717189277446
2013-02-25,1195.1430216147676
2013-02-26,1184.6868910042915
2013-02-27,1191.4419744570343
2013-02-28,1225.2621387186502
2013-03-01,1227.641862454328
2013-03-04,1188.8216522687985
2013-03-05,1200.1417700024306
2013-03-06,1211.7480233405581
2013-03-07,1198.939860533876
2013-03-08,1216.1915677316508
2013-03-11,1206.5216325182357
2013-03-12,1193.7758476078966
2013-03-13,1179.2073927310382
2013-03-14,1179.6112723149795
2013-03-15,1167.9140376904675
2013-03-18,1156.5091747690474
2013-03-19,1159.5416511484502
2013-03-20,1179.9289166706665
2013-03-21,1183.4004322108667
2013-03-22,1174.5071107287963
2013-03-25,1186.9509515206696
2013-03-26,1181.6983162770005
2013-03-27,1190.515156884087
2013-03-28,1166.9610149895163
2013-03-29,1167.9805356316585
2013-04-01,1167.2175371957296
2013-04-02,1166.1115816314061
2013-04-03,1165.7475545769976
2013-04-04,1165.0903056839725
2013-04-05,1129.5857041714676
2013-04-08,1126.774214120307
2013-04-09,1137.044102299553
2013-04-10,1138.1025532048695
2013-04-11,1131.8791151206624
2013-04-12,1129.5996389769982
2013-04-15,1111.52792805096
2013-04-16,1107.2839620455181
2013-04-17,1109.464200681447
2013-04-18,1104.6102251252785
2013-04-19,1132.9981891948705
2013-04-22,1140.9126185680973
2013-04-23,1117.6225122856395
2013-04-24,1136.0503713516298
2013-04-25,1139.824028241625
