Date,AC AP WITH PARTIAL A SHARES
2015-07-30,2474.7980021146823
2015-07-31,2468.143043769292
2015-08-28,2245.929284160235
2015-08-31,2229.7347211842116
2015-09-29,2085.508131867983
2015-09-30,2143.2073772755944
2015-10-29,2361.6407360296753
2015-10-30,2353.206276252354
2015-11-27,2432.8276734667556
2015-11-30,2415.6919199112417
2015-12-30,2341.0119174735287
2015-12-31,2354.6413419894943
2016-01-28,2112.4811391926114
2016-01-29,2168.9570993012885
2016-02-26,2120.161620382337
2016-02-29,2124.337363267045
2016-03-30,2209.0028476408584
2016-03-31,2203.455464513203
2016-04-28,2251.100792367263
2016-04-29,2231.4906658462714
2016-05-30,2248.2855285266414
2016-05-31,2265.8688171612953
2016-06-29,2255.456634030598
2016-06-30,2275.7838671566114
2016-07-28,2389.342577084395
2016-07-29,2394.3841081886603
2016-08-30,2434.9203040395096
2016-08-31,2439.2678294839848
2016-09-29,2487.169662050371
2016-09-30,2458.191935240487
2016-10-28,2510.075992636615
2016-10-31,2508.08976514054
2018-03-30,2868.709838796339
2018-04-11,2879.3908963438057
2018-04-12,2880.1994559647683
2018-04-13,2879.9475049601515
2018-04-16,2868.2162009999042
2018-04-17,2864.559886949187
2018-04-18,2880.588926368884
2018-04-19,2897.8548035174244
2018-04-20,2891.076261530544
2018-04-23,2885.0608016738347
2018-04-24,2893.257188251743
2018-04-25,2884.2355624710203
2018-04-26,2898.3125799776453
2018-04-27,2924.6203165197585
2018-04-30,2944.777533440737
2018-05-01,2962.344592820642
2018-05-02,2958.736796010187
2018-05-03,2959.1216529952894
2018-05-04,2953.973516099753
2018-05-07,2965.182031937349
2018-05-08,2992.7130133067926
2018-05-09,2982.9028404045816
2018-05-10,2994.9489126203
2018-05-11,3005.799552637169
2018-05-14,3017.249070517539
2018-05-15,3013.578751666187
2018-05-16,3031.797101313913
2018-05-17,3023.054907259431
2018-05-18,3033.7362083907815
2018-05-21,3036.153618772356
2018-05-22,3030.0377895567144
2018-05-23,3037.175547694629
2018-05-24,3033.1952987032355
2018-05-25,3049.948446908935
2018-05-28,3063.045551355639
2018-05-29,3064.3194005844575
2018-05-30,3010.354946849194
2018-05-31,3022.1864933876427
