Date,AC ASIA WITH PARTIAL A SHARES
2016-01-28,2059.971169507001
2016-01-29,2118.2286294009814
2016-02-26,2068.4468198413
2016-02-29,2072.0819260664407
2016-03-30,2147.6474691516796
2016-03-31,2138.2214707218
2016-04-28,2182.0883115088627
2016-04-29,2162.0894275000983
2016-05-30,2180.199653445086
2016-05-31,2198.7839511839725
2016-06-29,2192.069628439173
2016-06-30,2208.6678522863726
2016-07-28,2311.7079161851266
2016-07-29,2316.344501877268
2016-08-30,2366.5718495575343
2016-08-31,2373.449662837932
2016-09-29,2418.89726543318
2016-09-30,2389.581748892881
2016-10-28,2448.9644052377676
2016-10-31,2444.1584658482775
2018-03-30,2832.5963006004167
2018-04-11,2837.5831918199488
2018-04-12,2837.7507770093107
2018-04-13,2836.4792131240965
2018-04-16,2823.7559847812076
2018-04-17,2819.5693487964054
2018-04-18,2836.3719877845406
2018-04-19,2854.9649931747463
2018-04-20,2850.009279652687
2018-04-23,2842.8378666889826
2018-04-24,2850.6254315595643
2018-04-25,2840.9662937480243
2018-04-26,2856.1200201949478
2018-04-27,2881.6059903003916
2018-04-30,2902.5367163837773
2018-05-01,2920.4245263488287
2018-05-02,2913.1173826880945
2018-05-03,2910.412734239601
2018-05-04,2905.6172432156422
2018-05-07,2916.245084381184
2018-05-08,2947.239555503311
2018-05-09,2935.244222208084
2018-05-10,2946.507303274299
2018-05-11,2958.4986235275146
2018-05-14,2969.261295036213
2018-05-15,2966.9822628272464
2018-05-16,2982.5869594447263
2018-05-17,2972.7245253312217
2018-05-18,2983.4171367547424
2018-05-21,2983.9329614011936
2018-05-22,2978.7022933002913
2018-05-23,2986.665642804125
2018-05-24,2982.2082253331914
2018-05-25,2999.421512331917
2018-05-28,3014.9925232237783
2018-05-29,3015.2524954894925
2018-05-30,2957.414962449491
2018-05-31,2970.468503559575
