Date,AC ASIA ex JAPAN WITH PARTIAL A SHARES
2011-06-30,2193.917730371195
2011-07-28,2270.3264234300495
2011-07-29,2238.6539907097954
2011-08-30,1974.5295801537438
2011-08-31,2014.148946962963
2011-09-29,1869.2886008736057
2011-09-30,1877.1854652517209
2011-10-28,2009.1871975544618
2011-10-31,2021.5047809405735
2011-11-29,1945.246245982045
2011-11-30,1920.9536346837292
2011-12-29,2011.987304109585
2011-12-30,2003.335817908787
2012-01-30,2163.8043012635903
2012-01-31,2199.0748520867223
2012-02-28,2242.287219235662
2012-02-29,2280.8067928598157
2012-03-29,2213.626026324425
2012-03-30,2218.672445369518
2012-04-27,2207.218177155304
2012-04-30,2233.989759910721
2012-05-30,2165.007440438861
2012-05-31,2163.5081280754976
2012-06-28,2163.848572724666
2012-06-29,2170.4453502137117
2012-07-30,2272.6314427968955
2012-07-31,2293.7908457202443
2012-08-30,2246.206728792785
2012-08-31,2228.647012368531
2012-09-27,2316.1576000990644
2012-09-28,2336.935396234219
2012-10-30,2296.724550585653
2012-10-31,2314.0402970240407
2012-11-29,2359.5102864626538
2012-11-30,2368.1517404006177
2012-12-28,2403.610579053837
2012-12-31,2412.717708742527
2013-01-30,2391.9574900331945
2013-01-31,2383.6690540895147
2013-02-27,2438.967994746412
2013-02-28,2471.767585636949
2013-03-28,2459.6111070962943
2013-03-29,2465.552459381859
2013-04-29,2433.60725147057
2013-04-30,2443.258159800002
2013-05-30,2453.670701528272
2013-05-31,2456.5145573121163
2013-06-27,2252.409835523266
2013-06-28,2306.474617615159
2013-07-30,2319.3064056019903
2013-07-31,2299.0903583813233
2013-08-29,2252.6159664971715
2013-08-30,2282.4561142288644
2013-09-27,2374.856034990756
2013-09-30,2343.3420172389747
2013-10-30,2417.90171817808
2013-10-31,2434.4140042835625
2013-11-28,2428.1671261866745
2013-11-29,2436.496719633963
2013-12-30,2367.461777833513
2013-12-31,2381.2880985249767
2014-01-30,2297.798956154431
2014-01-31,2312.1049541076936
2014-02-27,2349.96568455489
2014-02-28,2333.8106164914852
2014-03-28,2349.0207327290573
2014-03-31,2360.3689513180075
2014-04-29,2385.642999699186
2014-04-30,2361.950957168219
2014-05-29,2510.337467713767
2014-05-30,2496.3737645837973
2014-06-27,2540.247423878363
2014-06-30,2546.431451018107
2014-07-30,2724.43414699078
2014-07-31,2706.4274604828947
2014-08-28,2771.959915682081
2014-08-29,2768.039876461256
2014-09-29,2723.8988547569274
2014-09-30,2719.284523674438
2014-10-30,2748.943134804429
2014-10-31,2795.67938430467
2014-11-27,2821.2288919646567
2014-11-28,2821.063958571783
2014-12-30,2823.68178583998
2014-12-31,2852.517919950462
2015-01-29,3137.1572850931607
2015-01-30,3132.3186820196333
2015-02-26,3220.248325774419
2015-02-27,3211.3136514574767
2015-03-30,3334.9787932200115
2015-03-31,3377.3750412056197
2015-04-29,3533.1175989257717
2015-04-30,3486.7946402944417
2015-05-28,3498.4653425488204
2015-05-29,3476.0095414901093
2015-06-29,3240.597570639572
2015-06-30,3287.3055663217187
2015-07-30,3118.981186014522
2015-07-31,3097.608007503129
2015-08-28,2752.3358701368575
2015-08-31,2750.4657744063816
2015-09-29,2652.194206649677
2015-09-30,2711.85526716523
2015-10-29,2988.219568620273
2015-10-30,2960.7970516617793
2015-11-27,3011.423186807951
2015-11-30,2993.6574776208195
2015-12-30,2874.758119426462
2015-12-31,2894.766460442034
2016-01-28,2576.513778894175
2016-01-29,2668.091858518424
2016-02-26,2633.3526951764125
2016-02-29,2633.203269229681
2016-03-30,2796.9536124286046
2016-03-31,2793.971279104179
2016-04-28,2809.361993535922
2016-04-29,2756.0975926808555
2016-05-30,2786.280122181204
2016-05-31,2800.047065730414
2016-06-29,2835.6714324654154
2016-06-30,2879.0963518806043
2016-07-28,3050.7701158116024
2016-07-29,2997.465306423258
2016-08-30,3117.654962826635
2016-08-31,3114.1361250472487
2016-09-29,3173.916978686024
2016-09-30,3134.9957080372324
2016-10-28,3180.6673223599596
2016-10-31,3165.844304399958
2018-03-30,3828.8562960217178
2018-04-11,3854.8594456131605
2018-04-12,3865.168285277591
2018-04-13,3852.916706902346
2018-04-16,3815.0518375313027
2018-04-17,3805.515056850037
2018-04-18,3823.9859346034887
2018-04-19,3867.448840422725
2018-04-20,3843.9807295129503
2018-04-23,3832.8410118475335
2018-04-24,3835.3279358362743
2018-04-25,3809.973081239981
2018-04-26,3826.1698026808626
2018-04-27,3869.6321565430508
2018-04-30,3923.365315291608
2018-05-01,3954.8962896333924
2018-05-02,3942.0356238528293
2018-05-03,3909.7153916238744
2018-05-04,3894.8590383493124
2018-05-07,3917.8979232948486
2018-05-08,3964.698592488225
2018-05-09,3961.321278150793
2018-05-10,3981.579011391516
2018-05-11,3991.85583213492
2018-05-14,4010.438547107466
2018-05-15,4000.428991559053
2018-05-16,4027.0308451426918
2018-05-17,4003.236648357861
2018-05-18,4006.9166864918675
2018-05-21,4019.84022137403
2018-05-22,4013.7319550658262
2018-05-23,4010.5676199622317
2018-05-24,4017.5577798872887
2018-05-25,4052.83703023874
2018-05-28,4084.693165092156
2018-05-29,4070.1340119354695
2018-05-30,3992.373391232401
2018-05-31,4011.018693685592
