Date,ACWI WITH PARTIAL A SHARES
2016-07-29,2683.9866146419345
2016-08-30,2708.162217540957
2016-08-31,2704.3348445854385
2016-09-29,2693.589480051749
2016-09-30,2696.514898958023
2016-10-28,2725.264267102293
2016-10-31,2717.553064345295
2018-03-30,3061.897012762843
2018-04-11,3064.5919852508714
2018-04-12,3092.6740411441174
2018-04-13,3085.813166003417
2018-04-16,3088.128636175837
2018-04-17,3115.476131849133
2018-04-18,3120.530710618501
2018-04-19,3116.6031543603995
2018-04-20,3112.375497553493
2018-04-23,3120.722377501284
2018-04-24,3100.8794373583632
2018-04-25,3101.19282763528
2018-04-26,3138.8016608995085
2018-04-27,3150.8065278839895
2018-04-30,3146.3562206691663
2018-05-01,3166.4165026571404
2018-05-02,3162.2619670925496
2018-05-03,3152.3665605417987
2018-05-04,3182.3194440598636
2018-05-07,3198.270692015757
2018-05-08,3213.177123854182
2018-05-09,3233.5824917778573
2018-05-10,3250.926289420402
2018-05-11,3248.0270366841078
2018-05-14,3248.8646050323578
2018-05-15,3250.506354378627
2018-05-16,3277.3947875250956
2018-05-17,3276.5289126025577
2018-05-18,3274.7659739334467
2018-05-21,3293.7478119414386
2018-05-22,3286.7976575669454
2018-05-23,3295.3416482561443
2018-05-24,3283.566796078765
2018-05-25,3294.4782306292022
2018-05-28,3299.4112172035025
2018-05-29,3279.02251226638
2018-05-30,3284.9041674648183
2018-05-31,3260.869586484876
