Date,ACWI IMI VALUE WEIGHTED
1997-04-22,344.164705856
1997-04-23,345.3059294851
1997-04-24,344.9511073621
1997-04-25,342.7574673205
1997-04-28,343.4862847469
1997-04-29,347.6887760388
1997-04-30,350.1004932884
1997-05-01,351.6004224396
1997-05-02,354.5504150088
1997-05-05,357.8059507707
1997-05-06,361.068499685
1997-05-07,359.5635605534
1997-05-08,361.0108587408
1997-05-09,363.3853384821
1997-05-12,367.5301092905
1997-05-13,367.6694013311
1997-05-14,368.9040238842
1997-05-15,370.2192297563
1997-05-16,370.6019460857
1997-05-19,370.3657391225
1997-05-20,372.9824600315
1997-05-21,373.1534226607
1997-05-22,371.5706229604
1997-05-23,374.4500573293
1997-05-26,374.5577341341
1997-05-27,373.7505489038
1997-05-28,374.3590863367
1997-05-29,373.6537095025
1997-05-30,372.885302484
1997-06-02,373.570729332
1997-06-03,374.6398927437
1997-06-04,374.3592497151
1997-06-05,375.8420909536
1997-06-06,378.3282159548
1997-06-09,381.331301661
1997-06-10,382.1023668611
1997-06-11,383.6144165474
1997-06-12,385.4276595655
1997-06-13,387.0171416715
1997-06-16,388.8075055576
1997-06-17,387.8067130409
1997-06-18,387.6784168933
1997-06-19,389.2337758078
1997-06-20,389.0274251363
1997-06-23,386.7122861707
1997-06-24,389.4238034065
1997-06-25,391.1691540462
1997-06-26,390.6627926451
1997-06-27,389.800176677
1997-06-30,389.4513206272
1997-07-01,391.4293600913
1997-07-02,393.9111373892
1997-07-03,397.9876375476
1997-07-04,397.6756462758
1997-07-07,398.0547559144
1997-07-08,398.4960915368
1997-07-09,396.8491692235
1997-07-10,397.8292657098
1997-07-11,398.0906159792
1997-07-14,397.9706453262
1997-07-15,396.2899914831
1997-07-16,399.997891289
1997-07-17,399.4168004864
1997-07-18,395.6503128206
1997-07-21,393.6257179863
1997-07-22,397.7430192112
1997-07-23,399.6871805106
1997-07-24,399.6693976711
1997-07-25,399.2650697158
1997-07-28,399.1039910264
1997-07-29,400.2415467498
1997-07-30,402.2023270079
1997-07-31,403.2195006412
1997-08-01,399.8406810859
1997-08-04,398.3758314013
1997-08-05,397.5960343413
1997-08-06,400.8168483009
1997-08-07,400.3665207532
1997-08-08,398.4117734133
1997-08-11,397.0105275523
1997-08-12,396.1000914105
1997-08-13,395.3135082373
1997-08-14,393.8978885712
1997-08-15,391.0796191858
1997-08-18,389.4689724125
1997-08-19,391.8095661244
1997-08-20,394.7771347897
1997-08-21,393.5699769669
1997-08-22,391.0585867315
1997-08-25,390.5727532563
1997-08-26,389.9931153182
1997-08-27,389.0074664794
1997-08-28,385.8434271671
1997-08-29,381.9824901305
1997-09-01,380.047920363
1997-09-02,385.1078956269
1997-09-03,388.3699733444
1997-09-04,388.7129592669
1997-09-05,390.7069101432
1997-09-08,391.5977909074
1997-09-09,393.2728557205
1997-09-10,390.3299673913
1997-09-11,386.4899642123
1997-09-12,388.2517829542
1997-09-15,389.3031113369
1997-09-16,392.8832574056
1997-09-17,393.8692084773
1997-09-18,395.1178730289
1997-09-19,395.5841077318
1997-09-22,396.5780351007
1997-09-23,395.8926776629
1997-09-24,397.9345772052
1997-09-25,396.8568464734
1997-09-26,397.6510707924
1997-09-29,398.7969385609
1997-09-30,399.3638577355
1997-10-01,400.6998858089
1997-10-02,401.5746588273
1997-10-03,403.0236709134
1997-10-06,404.4858530181
1997-10-07,405.4699285162
1997-10-08,404.5527782001
1997-10-09,402.5389600613
1997-10-10,401.9038004814
1997-10-13,402.7411818657
1997-10-14,402.5847041807
1997-10-15,401.6140169978
1997-10-16,401.2003693991
1997-10-17,396.5791507245
1997-10-20,396.8316090619
1997-10-21,400.1919321996
1997-10-22,399.4601980496
1997-10-23,390.0335476766
1997-10-24,388.5773893483
1997-10-27,372.2093209838
1997-10-28,371.9833602439
1997-10-29,378.6800436903
1997-10-30,372.7741050885
1997-10-31,376.0100444939
1997-11-03,382.8970061694
1997-11-04,383.5475944272
1997-11-05,383.6810464973
1997-11-06,381.9698582488
1997-11-07,374.9845277994
1997-11-10,373.6231931254
1997-11-11,373.6967681099
1997-11-12,366.3619409812
1997-11-13,367.232392172
1997-11-14,367.9368640366
1997-11-17,376.2662998879
1997-11-18,376.1489071745
1997-11-19,373.3373362278
1997-11-20,377.2382798178
1997-11-21,380.7552763844
1997-11-24,375.9913471161
1997-11-25,372.5013772831
1997-11-26,372.8297531132
1997-11-27,374.1273774514
1997-11-28,374.8847222589
1997-12-01,378.9318649288
1997-12-02,379.9118382415
1997-12-03,380.2384614779
1997-12-04,380.3327999142
1997-12-05,381.3537992666
1997-12-08,381.5615214941
1997-12-09,380.4673399744
1997-12-10,378.357596886
1997-12-11,370.7337589542
1997-12-12,369.5428274522
1997-12-15,370.4123780576
1997-12-16,372.052595158
1997-12-17,376.9264147057
1997-12-18,374.1323263532
1997-12-19,367.4185172971
1997-12-22,365.3006160721
1997-12-23,364.4525312794
1997-12-24,363.6721237322
1997-12-25,363.8125845805
1997-12-26,365.3985637539
1997-12-29,369.9764763545
1997-12-30,374.3401293361
1997-12-31,374.5565119783
1998-01-01,374.5627545625
1998-01-02,374.6506544108
1998-01-05,374.5464357339
1998-01-06,370.6904039597
1998-01-07,369.1865455556
1998-01-08,365.3561624124
1998-01-09,358.2018384098
1998-01-12,353.1353703445
1998-01-13,358.555014621
1998-01-14,362.6066000886
1998-01-15,361.3921794864
1998-01-16,368.3038307051
1998-01-19,372.0921820742
1998-01-20,373.8229060276
1998-01-21,374.0889939098
1998-01-22,372.8371774059
1998-01-23,373.8915707319
1998-01-26,377.0115011817
1998-01-27,380.4955663761
1998-01-28,383.2516198279
1998-01-29,383.2680900846
1998-01-30,382.167148824
1998-02-02,388.7192989115
1998-02-03,392.1065413708
1998-02-04,393.0946182244
1998-02-05,396.2682605802
1998-02-06,398.6681982518
1998-02-09,398.8708967954
1998-02-10,401.951605946
1998-02-11,402.7315200883
1998-02-12,401.9869761327
1998-02-13,398.1598973471
1998-02-16,396.9774012439
1998-02-17,398.9245494948
1998-02-18,401.114540127
1998-02-19,400.5787105946
1998-02-20,401.2075982345
1998-02-23,402.8374587185
1998-02-24,401.0185727358
1998-02-25,403.9219520414
1998-02-26,407.4966685825
1998-02-27,411.0820402381
1998-03-02,415.6458879585
1998-03-03,415.781137252
1998-03-04,412.7402122443
1998-03-05,407.1384188118
1998-03-06,412.4270126054
1998-03-09,412.8566849865
1998-03-10,415.8567456221
1998-03-11,416.1903066063
1998-03-12,416.5172842897
1998-03-13,421.0255135781
1998-03-16,421.6812190922
1998-03-17,423.8587800201
1998-03-18,422.6242176895
1998-03-19,424.5772564421
1998-03-20,426.8233010332
1998-03-23,427.8410907799
1998-03-24,429.2757928235
1998-03-25,431.1591796377
1998-03-26,431.5964537611
1998-03-27,430.962407111
1998-03-30,426.4547793326
1998-03-31,427.2054340138
1998-04-01,427.5094387828
1998-04-02,426.761561197
1998-04-03,426.5614914394
1998-04-06,429.5596562058
1998-04-07,428.8963713803
1998-04-08,429.6077283107
1998-04-09,434.2231160206
1998-04-10,434.2777974189
1998-04-13,434.1812137212
1998-04-14,437.811850872
1998-04-15,439.6983447904
1998-04-16,433.9455609004
1998-04-17,434.6848236635
1998-04-20,435.8121022081
1998-04-21,437.241544926
1998-04-22,436.7799942881
1998-04-23,433.1000506701
1998-04-24,430.4978121854
1998-04-27,420.5295002311
1998-04-28,421.5315495997
1998-04-29,423.1290681939
1998-04-30,428.8546972984
1998-05-01,431.551143666
1998-05-04,433.6192535111
1998-05-05,432.0818810732
1998-05-06,429.1867532125
1998-05-07,425.4036718512
1998-05-08,427.6007549997
1998-05-11,429.3448665777
1998-05-12,427.9467876011
1998-05-13,427.1320501248
1998-05-14,426.1572151679
1998-05-15,424.7377634151
1998-05-18,419.4087689752
1998-05-19,422.3129034814
1998-05-20,426.0023803704
1998-05-21,428.0836452224
1998-05-22,427.5883375005
1998-05-25,426.5626318697
1998-05-26,423.4512477201
1998-05-27,417.5191736046
1998-05-28,418.4386190259
1998-05-29,418.2262117282
1998-06-01,414.3251211192
1998-06-02,416.7428378778
1998-06-03,417.134830658
1998-06-04,418.1102744416
1998-06-05,419.8744239393
1998-06-08,420.0737553992
1998-06-09,419.1699781039
1998-06-10,413.2750139729
1998-06-11,407.0817895916
1998-06-12,403.7017962022
1998-06-15,394.5810916616
1998-06-16,397.5818057904
1998-06-17,407.8511621045
1998-06-18,410.0979387889
1998-06-19,409.7292128765
1998-06-22,405.6698862536
1998-06-23,407.2452702879
1998-06-24,408.8397140791
1998-06-25,409.8531683692
1998-06-26,408.150296454
1998-06-29,410.1624623445
1998-06-30,413.1095568995
1998-07-01,418.3578931247
1998-07-02,418.089108586
1998-07-03,419.4688238401
1998-07-06,420.703483635
1998-07-07,421.9612788345
1998-07-08,423.0353185816
1998-07-09,419.6001129766
1998-07-10,418.3705975873
1998-07-13,420.1968984605
1998-07-14,425.5575937612
1998-07-15,426.2530049718
1998-07-16,428.8359647623
1998-07-17,430.6814809103
1998-07-20,431.4635445967
1998-07-21,426.8896769227
1998-07-22,422.4221875573
1998-07-23,416.6668545717
1998-07-24,416.7651152049
1998-07-27,412.5711674761
1998-07-28,410.7573523069
1998-07-29,409.1851708767
1998-07-30,412.9153348275
1998-07-31,408.3986936764
1998-08-03,402.4726828048
1998-08-04,396.1102234684
1998-08-05,394.7187887875
1998-08-06,393.278241767
1998-08-07,393.8920577935
1998-08-10,388.6555110666
1998-08-11,379.6786553611
1998-08-12,383.3892259615
1998-08-13,380.4981232998
1998-08-14,379.8066977076
1998-08-17,380.0541700257
1998-08-18,385.8693022186
1998-08-19,387.3751697129
1998-08-20,385.3853052213
1998-08-21,376.846001353
1998-08-24,376.9219532303
1998-08-25,378.7657277082
1998-08-26,372.0272660113
1998-08-27,359.4685617679
1998-08-28,355.3983961634
1998-08-31,347.6907073797
1998-09-01,352.8296325549
1998-09-02,355.7568874098
1998-09-03,353.5033997711
1998-09-04,352.3623909362
1998-09-07,359.8373324551
1998-09-08,366.3332903022
1998-09-09,360.0146686376
1998-09-10,354.205166728
1998-09-11,356.4148676217
1998-09-14,361.8677384977
1998-09-15,364.4768935457
1998-09-16,365.9611366039
1998-09-17,359.0968579947
1998-09-18,357.7405131919
1998-09-21,352.8900230051
1998-09-22,355.4325032206
1998-09-23,362.4114489072
1998-09-24,361.6388103904
1998-09-25,359.2504592953
1998-09-28,361.1988561457
1998-09-29,361.8071630019
1998-09-30,352.9438263322
1998-10-01,343.3739204486
1998-10-02,344.0321038255
1998-10-05,338.6955981112
1998-10-06,342.4196505144
1998-10-07,347.9180533831
1998-10-08,343.5317523832
1998-10-09,349.0194585718
1998-10-12,356.64736483
1998-10-13,354.821500005
1998-10-14,357.1778320866
1998-10-15,366.2108613499
1998-10-16,373.594090328
1998-10-19,375.6433467916
1998-10-20,379.5564233877
1998-10-21,380.3834118902
1998-10-22,381.4297241821
1998-10-23,379.6607377983
1998-10-26,379.1952015699
1998-10-27,379.2916431977
1998-10-28,377.8798509315
1998-10-29,382.4548045332
1998-10-30,387.4025476405
1998-11-02,395.2725139686
1998-11-03,394.949705329
1998-11-04,400.739399799
1998-11-05,401.7721924295
1998-11-06,401.6502983956
1998-11-09,395.7945734782
1998-11-10,391.9546636712
1998-11-11,394.2337868544
1998-11-12,390.0469848515
1998-11-13,393.2006598192
1998-11-16,399.9862293452
1998-11-17,399.2816182531
1998-11-18,400.4358160373
1998-11-19,404.1292619779
1998-11-20,408.4506605243
1998-11-23,413.4708114772
1998-11-24,414.3492275252
1998-11-25,413.6516376538
1998-11-26,415.7219738593
1998-11-27,415.9589295109
1998-11-30,409.9176665931
1998-12-01,406.8261222084
1998-12-02,407.0290114069
1998-12-03,404.3063868816
1998-12-04,406.7784872638
1998-12-07,408.5271612106
1998-12-08,407.8137764999
1998-12-09,409.9885680209
1998-12-10,408.6547634541
1998-12-11,405.2012458633
1998-12-14,401.0688886115
1998-12-15,402.3923536472
1998-12-16,403.3609651459
1998-12-17,406.0016995304
1998-12-18,407.5823072468
1998-12-21,411.7200891508
1998-12-22,409.5752575486
1998-12-23,414.4816064675
1998-12-24,414.0155869058
1998-12-25,414.6354471444
1998-12-28,415.369534088
1998-12-29,418.6836947933
1998-12-30,418.3915841706
1998-12-31,420.7615970681
1999-01-01,420.772962382
1999-01-04,423.9186569526
1999-01-05,426.9287081626
1999-01-06,434.4682942063
1999-01-07,434.5417584985
1999-01-08,434.2533569293
1999-01-11,432.8155404201
1999-01-12,425.9733435267
1999-01-13,418.1440100053
1999-01-14,415.1265207573
1999-01-15,419.819021377
1999-01-18,422.7325330627
1999-01-19,423.54150404
1999-01-20,425.1978466507
1999-01-21,421.1756306801
1999-01-22,415.1893698263
1999-01-25,415.1291694842
1999-01-26,417.2185821777
1999-01-27,415.8433836075
1999-01-28,416.9893915661
1999-01-29,419.4328118559
1999-02-01,421.7621770772
1999-02-02,421.6663916622
1999-02-03,421.0085863869
1999-02-04,418.2451176523
1999-02-05,416.0817844502
1999-02-08,415.0651683405
1999-02-09,409.3901982604
1999-02-10,408.5594936989
1999-02-11,413.3846213881
1999-02-12,412.4874422863
1999-02-15,412.2517306309
1999-02-16,412.1801248223
1999-02-17,409.2495391702
1999-02-18,409.8138351011
1999-02-19,408.5456792093
1999-02-22,413.3164050153
1999-02-23,413.1333397533
1999-02-24,411.5328960829
1999-02-25,410.8829182345
1999-02-26,410.9712702298
1999-03-01,408.5862891558
1999-03-02,407.0869340496
1999-03-03,406.3075896584
1999-03-04,407.9507952639
1999-03-05,417.0878236852
1999-03-08,418.6261534349
1999-03-09,420.0965499458
1999-03-10,424.8392516653
1999-03-11,427.0048487821
1999-03-12,429.1037893144
1999-03-15,431.8398730383
1999-03-16,433.7118046878
1999-03-17,434.5148995637
1999-03-18,434.7813309725
1999-03-19,436.9213855136
1999-03-22,435.2971446203
1999-03-23,429.2520351316
1999-03-24,427.3707693731
1999-03-25,432.7705865322
1999-03-26,430.2329531127
1999-03-29,433.9373008603
1999-03-30,432.8253520509
1999-03-31,434.2915463417
1999-04-01,436.2903031363
1999-04-02,436.2474641742
1999-04-05,437.9972786933
1999-04-06,440.8503954649
1999-04-07,443.8869562704
1999-04-08,448.329346454
1999-04-09,449.6988076144
1999-04-12,451.4099770276
1999-04-13,453.3586537459
1999-04-14,455.1099677984
1999-04-15,455.7736495143
1999-04-16,459.7476389558
1999-04-19,460.7179036881
1999-04-20,458.2658680166
1999-04-21,458.3710028953
1999-04-22,461.7673762168
1999-04-23,464.1009011369
1999-04-26,465.5237332738
1999-04-27,469.1134871315
1999-04-28,469.9797819329
1999-04-29,469.2117996368
1999-04-30,468.9260622881
1999-05-03,472.7482755563
1999-05-04,472.0271066665
1999-05-05,472.8398695125
1999-05-06,476.6882015834
1999-05-07,476.9653607114
1999-05-10,478.0799790056
1999-05-11,477.1343384319
1999-05-12,475.93633668
1999-05-13,476.413325053
1999-05-14,471.1905734598
1999-05-17,464.9662092559
1999-05-18,466.0685189913
1999-05-19,465.8651235616
1999-05-20,465.8371992033
1999-05-21,464.7268765302
1999-05-24,461.255943642
1999-05-25,457.2242707796
1999-05-26,458.5385962989
1999-05-27,454.033903387
1999-05-28,456.2641357331
1999-05-31,456.353750103
1999-06-01,458.1096261637
1999-06-02,458.0504159379
1999-06-03,459.0005375106
1999-06-04,462.231900136
1999-06-07,466.5240249336
1999-06-08,467.6184652304
1999-06-09,468.1300226319
1999-06-10,468.4732636749
1999-06-11,470.0528386596
1999-06-14,467.7539826417
1999-06-15,467.9204177807
1999-06-16,471.9552789177
1999-06-17,475.0710606122
1999-06-18,476.3393153043
1999-06-21,478.2927257504
1999-06-22,477.28754623
1999-06-23,474.2468221593
1999-06-24,470.794069832
1999-06-25,471.6773832066
1999-06-28,473.4865647603
1999-06-29,476.023797758
1999-06-30,477.8791556561
1999-07-01,482.7801465531
1999-07-02,485.5058662898
1999-07-05,489.0871883767
1999-07-06,488.9953937984
1999-07-07,487.8709322197
1999-07-08,486.0311754157
1999-07-09,487.8503995032
1999-07-12,487.7996135677
1999-07-13,485.4904893952
1999-07-14,487.7926950318
1999-07-15,492.0147652518
1999-07-16,491.1912640314
1999-07-19,490.7940541337
1999-07-20,487.8349922626
1999-07-21,486.7454340974
1999-07-22,482.8660787569
1999-07-23,478.4941454101
1999-07-26,476.8222384022
1999-07-27,479.2622570937
1999-07-28,480.787534395
1999-07-29,478.5614994225
1999-07-30,479.453283479
1999-08-02,477.6517648822
1999-08-03,477.0895523551
1999-08-04,475.6384476612
1999-08-05,472.065025831
1999-08-06,468.8389340487
1999-08-09,467.9820926477
1999-08-10,464.6522815566
1999-08-11,466.1625823532
1999-08-12,469.4660412525
1999-08-13,473.4199512912
1999-08-16,476.6286670636
1999-08-17,477.2670612781
1999-08-18,478.2245874276
1999-08-19,477.7720325484
1999-08-20,482.2196072513
1999-08-23,487.4053134412
1999-08-24,485.8864257334
1999-08-25,487.5833723084
1999-08-26,483.9443287978
1999-08-27,482.4378865301
1999-08-30,480.6279652695
1999-08-31,478.6060134141
1999-09-01,483.1227408729
1999-09-02,480.6797761915
1999-09-03,485.5955272052
1999-09-06,487.9356872886
1999-09-07,485.6310040403
1999-09-08,484.3079664279
1999-09-09,488.0420672979
1999-09-10,487.9888817186
1999-09-13,488.3855014788
1999-09-14,486.499156013
1999-09-15,483.7764623437
1999-09-16,479.540738303
1999-09-17,480.3152351986
1999-09-20,480.8483167955
1999-09-21,478.8062117812
1999-09-22,475.7176739031
1999-09-23,472.0682476237
1999-09-24,467.4324142326
1999-09-27,467.6044626889
1999-09-28,468.1713554677
1999-09-29,466.8249370201
1999-09-30,471.246857349
1999-10-01,472.2828000958
1999-10-04,475.5521669753
1999-10-05,474.6137922529
1999-10-06,478.0466436796
1999-10-07,479.2205275955
1999-10-08,479.8091516985
1999-10-11,480.7791923701
1999-10-12,478.7767269217
1999-10-13,472.3439208207
1999-10-14,472.461809865
1999-10-15,465.8989643006
1999-10-18,461.4159691746
1999-10-19,464.1797722997
1999-10-20,468.6941743457
1999-10-21,467.343606368
1999-10-22,472.0373587068
1999-10-25,471.4889179511
1999-10-26,470.2367780003
1999-10-27,470.299005341
1999-10-28,477.2512452204
1999-10-29,484.1711592117
1999-11-01,483.1012737328
1999-11-02,484.1786509883
1999-11-03,484.7097328506
1999-11-04,488.1734965375
1999-11-05,487.5612676829
1999-11-08,486.8968550824
1999-11-09,487.470591248
1999-11-10,490.5544284895
1999-11-11,490.7422429152
1999-11-12,491.8671345457
1999-11-15,492.4357088702
1999-11-16,495.3828189994
1999-11-17,496.7145308903
1999-11-18,499.3503980972
1999-11-19,499.6357430443
1999-11-22,499.4791383753
1999-11-23,497.8823326867
1999-11-24,496.1761802684
1999-11-25,497.300555428
1999-11-26,498.9701202429
1999-11-29,497.2613486807
1999-11-30,493.51636483
1999-12-01,495.190625928
1999-12-02,496.3041095444
1999-12-03,501.1880460252
1999-12-06,501.6787917591
1999-12-07,500.2391325203
1999-12-08,497.9811622283
1999-12-09,497.6116025969
1999-12-10,499.79342411
1999-12-13,498.5938473235
1999-12-14,495.8089804712
1999-12-15,495.0794156325
1999-12-16,498.4769510029
1999-12-17,498.7188949731
1999-12-20,498.6218150795
1999-12-21,499.7001319146
1999-12-22,502.5709708929
1999-12-23,508.2120320281
1999-12-24,509.2221064138
1999-12-27,508.362011333
1999-12-28,509.8926595942
1999-12-29,512.0198439804
1999-12-30,514.6389663033
1999-12-31,516.1072494174
2000-01-03,515.4439025168
2000-01-04,505.5818433392
2000-01-05,502.1485756541
2000-01-06,500.9971010659
2000-01-07,508.5100439893
2000-01-10,512.2305599898
2000-01-11,510.7593100266
2000-01-12,509.0822320256
2000-01-13,513.0602391211
2000-01-14,515.3659417935
2000-01-17,518.2926728093
2000-01-18,514.0082783601
2000-01-19,510.5732998586
2000-01-20,508.9280846633
2000-01-21,507.323450638
2000-01-24,502.6746228259
2000-01-25,498.3814121352
2000-01-26,500.1307833855
2000-01-27,500.9278089257
2000-01-28,493.5187908367
2000-01-31,491.6888509025
2000-02-01,492.4887347185
2000-02-02,493.7111940879
2000-02-03,499.5192477935
2000-02-04,498.6863147465
2000-02-07,497.1963100463
2000-02-08,500.1079560317
2000-02-09,497.1238999015
2000-02-10,494.9589525121
2000-02-11,491.7123122672
2000-02-14,488.9361712343
2000-02-15,487.612807849
2000-02-16,488.4909169184
2000-02-17,490.4824055751
2000-02-18,484.165934812
2000-02-21,480.8301371089
2000-02-22,481.8268241731
2000-02-23,483.4225733071
2000-02-24,480.9658358534
2000-02-25,479.6268338106
2000-02-28,479.1041456232
2000-02-29,481.9062101092
2000-03-01,489.2446631284
2000-03-02,490.3974453045
2000-03-03,492.8493121285
2000-03-06,491.1049526797
2000-03-07,486.8047794809
2000-03-08,485.912453495
2000-03-09,491.4057077984
2000-03-10,491.2670153896
2000-03-13,485.4028548445
2000-03-14,482.8840789763
2000-03-15,486.082805832
2000-03-16,501.1043152824
2000-03-17,501.2796193509
2000-03-20,499.6154873592
2000-03-21,503.4355430732
2000-03-22,503.0263267433
2000-03-23,506.8635943419
2000-03-24,510.8047318045
2000-03-27,511.5163079222
2000-03-28,511.0264682552
2000-03-29,510.8910495892
2000-03-30,506.290526958
2000-03-31,511.4988297668
2000-04-03,510.6500122307
2000-04-04,507.9550523724
2000-04-05,506.5228199
2000-04-06,508.9662511523
2000-04-07,510.4481416796
2000-04-10,510.5944270841
2000-04-11,508.6656163295
2000-04-12,508.2394771463
2000-04-13,504.1657478098
2000-04-14,489.4456465741
2000-04-17,482.6470716923
2000-04-18,490.4369613885
2000-04-19,489.7502851135
2000-04-20,492.0163807264
2000-04-21,490.946951942
2000-04-24,492.5790438835
2000-04-25,498.8428826777
2000-04-26,496.9126907304
2000-04-27,492.1004816149
2000-04-28,492.0839349362
2000-05-01,495.413142319
2000-05-02,495.9286839189
2000-05-03,487.7561449708
2000-05-04,488.4408100711
2000-05-05,490.7678601037
2000-05-08,490.3334560335
2000-05-09,488.2681174256
2000-05-10,484.572933773
2000-05-11,486.7626257485
2000-05-12,491.4343093834
2000-05-15,495.684597744
2000-05-16,498.1612080834
2000-05-17,491.3903602174
2000-05-18,490.7207191481
2000-05-19,485.5800921892
2000-05-22,481.6347860403
2000-05-23,480.8102782227
2000-05-24,480.882649166
2000-05-25,479.9674019591
2000-05-26,480.7470588574
2000-05-29,482.7699652755
2000-05-30,490.0598910609
2000-05-31,489.193121412
2000-06-01,494.7197754659
2000-06-02,504.0430271832
2000-06-05,505.3368645746
2000-06-06,506.862024375
2000-06-07,507.8875284694
2000-06-08,505.1814519135
2000-06-09,504.8789555618
2000-06-12,505.3675195003
2000-06-13,506.4055818802
2000-06-14,506.9407163749
2000-06-15,503.1425662318
2000-06-16,501.1717925185
2000-06-19,503.5916001858
2000-06-20,502.8923653644
2000-06-21,501.3977953753
2000-06-22,498.5853621973
2000-06-23,496.7606540404
2000-06-26,497.0852947865
2000-06-27,499.3304184074
2000-06-28,501.6739876678
2000-06-29,501.3252019017
2000-06-30,501.8420920015
2000-07-03,507.174511437
2000-07-04,507.1690443208
2000-07-05,505.9238932726
2000-07-06,506.6691303969
2000-07-07,509.9725843842
2000-07-10,512.7179933487
2000-07-11,513.5061858559
2000-07-12,513.8698879396
2000-07-13,510.7790854675
2000-07-14,512.7160842014
2000-07-17,511.2797997766
2000-07-18,507.1451856513
2000-07-19,504.5019670351
2000-07-20,506.9031888604
2000-07-21,504.4673936639
2000-07-24,501.7755044498
2000-07-25,502.9423498272
2000-07-26,500.4304635116
2000-07-27,498.0903906865
2000-07-28,491.5961817146
2000-07-31,492.8737216509
2000-08-01,496.0895989725
2000-08-02,496.540251295
2000-08-03,495.8574002351
2000-08-04,499.4326678493
2000-08-07,503.1953668792
2000-08-08,502.4924646866
2000-08-09,503.5023816456
2000-08-10,503.9343216653
2000-08-11,507.3977165592
2000-08-14,510.0050413037
2000-08-15,510.582929543
2000-08-16,510.9511914866
2000-08-17,511.6394137377
2000-08-18,510.4281277583
2000-08-21,509.3856262693
2000-08-22,510.7951816193
2000-08-23,510.4950436702
2000-08-24,511.5261545015
2000-08-25,512.5958792759
2000-08-28,512.989838347
2000-08-29,511.8914713015
2000-08-30,509.8065152954
2000-08-31,510.2433344707
2000-09-01,514.4346039868
2000-09-04,515.5929302191
2000-09-05,512.4664997588
2000-09-06,510.7046801065
2000-09-07,509.9169355914
2000-09-08,508.0154749423
2000-09-11,506.4229525755
2000-09-12,503.3977528743
2000-09-13,503.2061317816
2000-09-14,502.4675455246
2000-09-15,499.2147340722
2000-09-18,491.6021042254
2000-09-19,491.7361297094
2000-09-20,489.9843963158
2000-09-21,487.8109172343
2000-09-22,489.7193904452
2000-09-25,491.0424420835
2000-09-26,490.0066415837
2000-09-27,490.0197667558
2000-09-28,494.4647536379
