Date,AUSTRALIA VALUE
1990-01-31,1055.94161
1990-02-28,978.31308
1990-03-30,944.83313
1990-04-30,890.97687
1990-05-31,969.43234
1990-06-29,1006.60986
1990-07-31,1023.84284
1990-08-31,1007.13237
1990-09-28,925.41604
1990-10-31,820.75855
1990-11-30,816.51522
1990-12-31,791.65725
1991-01-31,856.40458
1991-02-28,920.7884
1991-03-29,926.76901
1991-04-30,984.951
1991-05-31,961.06503
1991-06-28,960.29206
1991-07-31,1022.76883
1991-08-30,1024.5273
1991-09-30,1067.92522
1991-10-31,1129.21502
1991-11-29,1090.74719
1991-12-31,1102.79946
1992-01-31,1067.72378
1992-02-28,1084.3427
1992-03-31,1093.04006
1992-04-30,1126.08202
1992-05-29,1146.12371
1992-06-30,1106.52548
1992-07-31,1103.29015
1992-08-31,1028.14566
1992-09-30,996.79306
1992-10-30,944.13355
1992-11-30,960.60105
1992-12-31,1030.26448
1993-01-29,989.49653
1993-02-26,1069.38858
1993-03-31,1127.51818
1993-04-30,1156.52691
1993-05-31,1166.6371
1993-06-30,1141.56046
1993-07-30,1264.25359
1993-08-31,1319.51457
1993-09-30,1277.71764
1993-10-29,1410.84955
1993-11-30,1323.29842
1993-12-31,1466.10744
1994-01-31,1637.4811
1994-02-28,1567.44659
1994-03-31,1440.41185
1994-04-29,1511.53777
1994-05-31,1538.03613
1994-06-30,1438.64936
1994-07-29,1509.69649
1994-08-31,1548.81207
1994-09-30,1462.48945
1994-10-31,1491.75952
1994-11-30,1464.78856
1994-12-30,1480.56867
1995-01-31,1430.60811
1995-02-28,1514.05212
1995-03-31,1525.90641
1995-04-28,1595.04203
1995-05-31,1579.80062
1995-06-30,1562.39069
1995-07-31,1652.42118
1995-08-31,1679.13507
1995-09-29,1694.67167
1995-10-31,1639.92785
1995-11-30,1669.14419
1995-12-29,1713.53137
1996-01-31,1781.12703
1996-02-29,1831.82745
1996-03-29,1829.93716
1996-04-30,1868.83236
1996-05-31,1845.61821
1996-06-28,1817.85606
1996-07-31,1732.22718
1996-08-30,1839.02235
1996-09-30,1882.23561
1996-10-31,1977.01874
1996-11-29,2075.28677
1996-12-31,2062.83265
1997-01-31,2006.7477101569
1997-02-28,2100.3266368384757
1997-03-31,2092.8295335597127
1997-04-30,2107.641164778364
1997-05-30,2142.5482814736883
1997-06-30,2216.379989481528
1997-07-31,2246.5683909163445
1997-08-29,2113.477875829593
1997-09-30,2252.9773505263793
1997-10-31,1963.716686752352
1997-11-28,1952.4655815373055
1997-12-31,2000.0166916059761
1998-01-30,2150.1111907930554
1998-02-27,2142.314235509412
1998-03-31,2150.9040411757483
1998-04-30,2149.9744931967743
1998-05-29,2024.0746406777278
1998-06-30,2126.4025415730157
1998-07-31,2043.831653750481
1998-08-31,1739.9742206633173
1998-09-30,1887.0539684796456
1998-10-30,2091.5750525570224
1998-11-30,2106.42228652602
1998-12-31,2024.8202257747143
1999-01-29,2117.0049019318426
1999-02-26,2099.457703637417
1999-03-31,2217.957818948839
1999-04-30,2540.9134388303883
1999-05-31,2342.277642650004
1999-06-30,2453.3973451379456
1999-07-30,2498.863830530235
1999-08-31,2296.3724023721484
1999-09-30,2280.6170155177892
1999-10-29,2275.5991756661465
1999-11-30,2358.2552873981995
1999-12-31,2564.1296553361326
2000-01-31,2597.0039602558763
2000-02-29,2673.8415630233612
2000-03-31,2638.987316878743
2000-04-28,2651.3627991680414
2000-05-31,2685.3357831683556
2000-06-30,3024.901909936972
2000-07-31,2886.002888475651
2000-08-31,2938.9569514281916
2000-09-29,2807.620776907886
2000-10-31,2640.197625341616
2000-11-30,2735.583345330113
2000-12-29,2836.2655368898236
2001-01-01,2836.2655368898236
2001-01-02,2899.4460692590937
2001-01-03,2901.3539081748745
2001-01-04,2974.3831199490182
2001-01-05,2987.7033500275606
2001-01-08,2915.255053752931
2001-01-09,2888.2254540258155
2001-01-10,2883.5293133768023
2001-01-11,2869.949649449802
2001-01-12,2876.334054983798
2001-01-15,2851.693442054204
2001-01-16,2854.1579840849968
2001-01-17,2846.1193431703273
2001-01-18,2899.337156955297
2001-01-19,2925.9848051142662
2001-01-22,2915.1143280686997
2001-01-23,2885.2005377972264
2001-01-24,2833.6364854837907
2001-01-25,2873.8724372792976
2001-01-26,2865.9590666397035
2001-01-29,2856.5495508319646
2001-01-30,2885.825709987523
2001-01-31,2915.5033378948315
2001-02-01,2964.897361572259
2001-02-02,2951.0671021706053
2001-02-05,2901.106719439494
2001-02-06,2916.4090688292886
2001-02-07,2887.0075574614875
2001-02-08,2855.036320128763
2001-02-09,2832.7920460703326
2001-02-12,2870.1640232863324
2001-02-13,2865.9626794773912
2001-02-14,2848.645642991886
2001-02-15,2808.6205817645864
2001-02-16,2831.1439634922895
2001-02-19,2806.7474629055173
2001-02-20,2777.5879698032722
2001-02-21,2805.4150008638435
2001-02-22,2768.511326278289
2001-02-23,2756.089432808228
2001-02-26,2775.241847237163
2001-02-27,2785.2619790037425
2001-02-28,2819.4792667469537
2001-03-01,2849.8590168986693
2001-03-02,2839.6332004295505
2001-03-05,2799.7331097105643
2001-03-06,2748.547410541524
2001-03-07,2754.0255474501164
2001-03-08,2738.6240899783384
2001-03-09,2743.079538205074
2001-03-12,2717.5127485372227
2001-03-13,2613.355283614673
2001-03-14,2601.6070600001826
2001-03-15,2578.9530559720397
2001-03-16,2579.2154424400833
2001-03-19,2573.565875467117
2001-03-20,2580.9972674158103
2001-03-21,2534.275897456942
2001-03-22,2479.124736238337
2001-03-23,2458.749775257269
2001-03-26,2511.3440885735213
2001-03-27,2512.6964994598206
2001-03-28,2518.542477552835
2001-03-29,2500.9707153374306
2001-03-30,2453.6735135464805
2001-04-02,2469.4042429728142
2001-04-03,2450.830811524378
2001-04-04,2485.0889023643467
2001-04-05,2501.4534745929236
2001-04-06,2544.827827110612
2001-04-09,2509.974759915606
2001-04-10,2532.438670253461
2001-04-11,2609.9003813680533
2001-04-12,2652.253820127645
2001-04-13,2652.253820127645
2001-04-16,2660.6114884924004
2001-04-17,2632.6273444838953
2001-04-18,2589.3509840169972
2001-04-19,2740.439030067863
2001-04-20,2756.8812522432504
2001-04-23,2729.425146703101
2001-04-24,2707.5429396513177
2001-04-25,2713.992669730885
2001-04-26,2741.7110640184346
2001-04-27,2739.84826399867
2001-04-30,2777.415902096953
2001-05-01,2805.404630610533
2001-05-02,2834.4888300051925
2001-05-03,2873.749172814523
2001-05-04,2837.3451192742264
2001-05-07,2847.446116872163
2001-05-08,2845.9905767529185
2001-05-09,2853.950307589058
2001-05-10,2928.383844707936
2001-05-11,2901.889068352761
2001-05-14,2885.3870953733713
2001-05-15,2886.3473983325025
2001-05-16,2874.168855601658
2001-05-17,2925.1903847102344
2001-05-18,2904.455313142927
2001-05-21,2969.1654486204443
2001-05-22,2937.9933499928334
2001-05-23,2910.629659676186
2001-05-24,2878.1451796551787
2001-05-25,2913.504771463299
2001-05-28,2905.3698033010724
2001-05-29,2879.021003624031
2001-05-30,2848.9842973792147
2001-05-31,2781.134366007461
2001-06-01,2807.059516429971
2001-06-04,2842.962531909267
2001-06-05,2842.269209582489
2001-06-06,2892.1234741385497
2001-06-07,2949.2336238551634
2001-06-08,2966.575453788542
2001-06-11,2960.6247340894724
2001-06-12,2985.1788748017125
2001-06-13,3005.108248942461
2001-06-14,3012.3832157920324
2001-06-15,3031.669261193577
2001-06-18,2966.0756543259845
2001-06-19,2947.730294478319
2001-06-20,2961.814237426786
2001-06-21,2970.2164241730275
2001-06-22,2986.860163794327
2001-06-25,2963.195248626968
2001-06-26,2998.1224569576657
2001-06-27,2963.094206115483
2001-06-28,2925.872554785839
2001-06-29,2973.682706089348
2001-07-02,2937.1309881381812
2001-07-03,2974.393720532306
2001-07-04,2984.471050298017
2001-07-05,2902.5378791290764
2001-07-06,2827.409081250567
2001-07-09,2814.1626084922414
2001-07-10,2840.070446523502
2001-07-11,2829.9986527435117
2001-07-12,2823.052237364041
2001-07-13,2858.7467734858255
2001-07-16,2915.9468374022463
2001-07-17,2874.8733508664077
2001-07-18,2919.3661412972283
2001-07-19,2918.1506286512704
2001-07-20,2852.91458189245
2001-07-23,2865.166860813023
2001-07-24,2866.0030115930667
2001-07-25,2836.745519239569
2001-07-26,2792.640743385369
2001-07-27,2774.807009450616
2001-07-30,2812.9348161513735
2001-07-31,2828.3183965021813
2001-08-01,2920.0189212895725
2001-08-02,2984.1208715485045
2001-08-03,2966.9010779140913
2001-08-06,2941.733337463711
2001-08-07,2934.5090590031186
2001-08-08,2944.028926976564
2001-08-09,2953.968016578846
2001-08-10,2958.7519884594235
2001-08-13,2947.074110305348
2001-08-14,2928.1331763942035
2001-08-15,2970.114168400233
2001-08-16,2926.41126456116
2001-08-17,2972.73602507522
2001-08-20,2924.5594359751344
2001-08-21,2955.7949320944417
2001-08-22,2976.4892081015537
2001-08-23,2940.50691424172
2001-08-24,2943.0744326565377
2001-08-27,2946.2321083278407
2001-08-28,2938.2471999388945
2001-08-29,2918.1911148564795
2001-08-30,2891.314542543074
2001-08-31,2800.1509003336746
2001-09-03,2769.0107632122595
2001-09-04,2763.4662587144426
2001-09-05,2763.4488718127973
2001-09-06,2738.0492933041014
2001-09-07,2676.7113364923875
2001-09-10,2668.6613702274844
2001-09-11,2702.5894016560237
2001-09-12,2539.7444079793067
2001-09-13,2546.2067400430165
2001-09-14,2515.622434793164
2001-09-17,2330.2500495582026
2001-09-18,2322.883772602616
2001-09-19,2318.496633278235
2001-09-20,2267.345182062518
2001-09-21,2222.9445493477288
2001-09-24,2251.5687094571836
2001-09-25,2295.3414072325268
2001-09-26,2275.1297841083156
2001-09-27,2257.370547937528
2001-09-28,2316.6323122641647
2001-10-01,2370.3729832526383
2001-10-02,2429.860384131078
2001-10-03,2423.2304090623606
2001-10-04,2431.418104999622
2001-10-05,2514.7461505272586
2001-10-08,2482.7633222198174
2001-10-09,2462.6205248705987
2001-10-10,2447.6881186867586
2001-10-11,2499.2637137398606
2001-10-12,2557.8111543736472
2001-10-15,2596.2117779154783
2001-10-16,2610.078658878949
2001-10-17,2659.271099493698
2001-10-18,2603.9963963645255
2001-10-19,2556.2501813369904
2001-10-22,2564.5735329983927
2001-10-23,2608.848847011908
2001-10-24,2660.8264756659373
2001-10-25,2641.6137592594237
2001-10-26,2631.841927936875
2001-10-29,2598.6236889887323
2001-10-30,2604.9832998651686
2001-10-31,2609.5805428480007
2001-11-01,2642.6596892853822
2001-11-02,2596.612804786918
2001-11-05,2585.624319576358
2001-11-06,2674.7903284654426
2001-11-07,2660.4074911788803
2001-11-08,2666.528843557989
2001-11-09,2700.5906390466557
2001-11-12,2740.5391869905166
2001-11-13,2734.6504717171774
2001-11-14,2757.2914807506754
2001-11-15,2757.450403135977
2001-11-16,2786.125864820205
2001-11-19,2789.036522753025
2001-11-20,2812.6650888627955
2001-11-21,2764.1017549363924
2001-11-22,2766.459953985754
2001-11-23,2779.145482534731
2001-11-26,2797.7770601166153
2001-11-27,2827.642871219836
2001-11-28,2801.473907524251
2001-11-29,2757.5362532753675
2001-11-30,2785.2048948619263
2001-12-03,2760.1984651082985
2001-12-04,2724.8526995710363
2001-12-05,2766.2241934008616
2001-12-06,2792.166757322367
2001-12-07,2802.959312263849
2001-12-10,2780.8721579680273
2001-12-11,2779.5664335293313
2001-12-12,2780.020637244515
2001-12-13,2771.5462439087405
2001-12-14,2747.6348081300157
2001-12-17,2747.7365396318887
2001-12-18,2759.4278433353443
2001-12-19,2741.428191123595
2001-12-20,2729.4892570150964
2001-12-21,2764.9933427504066
2001-12-24,2783.2865124097257
2001-12-25,2783.2865124097257
2001-12-26,2781.370967666154
2001-12-27,2790.9189798869675
2001-12-28,2809.8695493595774
2001-12-31,2819.351815081046
2002-01-01,2819.351815081046
2002-01-02,2844.4954862557593
2002-01-03,2825.8476844044058
2002-01-04,2864.6429151904276
2002-01-07,2877.828138513389
2002-01-08,2879.967742905821
2002-01-09,2868.648142627289
2002-01-10,2869.0795743276362
2002-01-11,2865.4030282048416
2002-01-14,2842.09549732587
2002-01-15,2848.1576323568675
2002-01-16,2852.4213657846162
2002-01-17,2813.5787916219756
2002-01-18,2810.4614936821727
2002-01-21,2819.941094859805
2002-01-22,2852.5323643308557
2002-01-23,2862.2825657431067
2002-01-24,2859.902526833055
2002-01-25,2869.831969567742
2002-01-28,2861.779223837944
2002-01-29,2870.986861399881
2002-01-30,2807.818281421686
2002-01-31,2841.0339534331365
2002-02-01,2832.6727717535105
2002-02-04,2847.600592739793
2002-02-05,2819.0785342050262
2002-02-06,2775.159678319782
2002-02-07,2757.013980633214
2002-02-08,2827.5741005952273
2002-02-11,2859.802603586521
2002-02-12,2837.2962361108857
2002-02-13,2819.950476861734
2002-02-14,2861.171104725227
2002-02-15,2884.577898970644
2002-02-18,2889.105652407687
2002-02-19,2888.7990655615513
2002-02-20,2853.9457424523707
2002-02-21,2844.0843071608715
2002-02-22,2808.2179074031437
2002-02-25,2807.4579703129407
2002-02-26,2830.4423332563133
2002-02-27,2816.20740850114
2002-02-28,2827.440354409285
2002-03-01,2844.5118634915557
2002-03-04,2859.242063916886
2002-03-05,2865.5656833817447
2002-03-06,2887.3823433662483
2002-03-07,2966.5031926171246
2002-03-08,2927.9736405645426
2002-03-11,2910.9037757263436
2002-03-12,2885.6199745323725
2002-03-13,2884.336853180601
2002-03-14,2908.633910540211
2002-03-15,2879.7413444662648
2002-03-18,2934.1244477378223
2002-03-19,2931.905483003399
2002-03-20,2978.0068814736733
2002-03-21,2955.795458309303
2002-03-22,2953.1417605448178
2002-03-25,2934.397508102298
2002-03-26,2886.7793660239695
2002-03-27,2903.593659633207
2002-03-28,2938.608826986842
2002-03-29,2938.608826986842
2002-04-01,2943.8396277843635
2002-04-02,2901.009410786238
2002-04-03,2863.9148935823055
2002-04-04,2854.813568188025
2002-04-05,2887.2874822230997
2002-04-08,2867.96145100575
2002-04-09,2841.8991053794084
2002-04-10,2863.39889422827
2002-04-11,2879.659831627878
2002-04-12,2864.795708676309
2002-04-15,2861.6826291280217
2002-04-16,2880.7031833548513
2002-04-17,2927.167768280439
2002-04-18,2950.93124195424
2002-04-19,2954.100427651527
2002-04-22,2964.576200360428
2002-04-23,2960.532835363644
2002-04-24,2968.3783827953607
2002-04-25,2980.980635274233
2002-04-26,2997.160363185618
2002-04-29,2947.194608894754
2002-04-30,2923.9292442427704
2002-05-01,2949.024001639768
2002-05-02,2961.8653107256387
2002-05-03,2986.39179639519
2002-05-06,2952.7724182614834
2002-05-07,2958.186932884259
2002-05-08,2968.736740282918
2002-05-09,2962.432789499956
2002-05-10,2972.167974395017
2002-05-13,2957.796465455695
2002-05-14,2965.787572842133
2002-05-15,3067.4587467847496
2002-05-16,3067.250069645539
2002-05-17,3115.9289272087344
2002-05-20,3105.845406788396
2002-05-21,3099.6581060515177
2002-05-22,3127.074586439625
2002-05-23,3109.586244775108
2002-05-24,3116.7080734122837
2002-05-27,3119.385423952688
2002-05-28,3151.5879431229673
2002-05-29,3174.5293672108305
2002-05-30,3179.3536897287636
2002-05-31,3161.4803728608003
2002-06-03,3192.8287962987633
2002-06-04,3194.0186059289053
2002-06-05,3177.828672393019
2002-06-06,3202.235796803602
2002-06-07,3200.96607424612
2002-06-10,3179.7546851413435
2002-06-11,3150.142237494216
2002-06-12,3157.465653974128
2002-06-13,3131.305694868477
2002-06-14,3062.35745199279
2002-06-17,3062.8293412318085
2002-06-18,3094.229341048654
2002-06-19,3088.4192577435806
2002-06-20,3115.3792005627606
2002-06-21,3102.8425662503414
2002-06-24,3081.8296409600284
2002-06-25,3049.2605160352355
2002-06-26,2952.6319785880114
2002-06-27,2973.3820934374303
2002-06-28,2961.0295084157046
2002-07-01,2975.2918285887436
2002-07-02,2966.940804090003
2002-07-03,2890.1589024970654
2002-07-04,2903.919192966336
2002-07-05,2932.5003754492077
2002-07-08,2987.5203241823224
2002-07-09,3038.879835339387
2002-07-10,3002.7586150244842
2002-07-11,2908.730577798822
2002-07-12,2907.8094934722963
2002-07-15,2907.1317798042533
2002-07-16,2879.359276480094
2002-07-17,2822.7247904517353
2002-07-18,2851.920560552966
2002-07-19,2820.275500724442
2002-07-22,2767.9355200186073
2002-07-23,2742.667999440524
2002-07-24,2630.959837183507
2002-07-25,2658.2102248342444
2002-07-26,2600.5998097184192
2002-07-29,2651.4199503320847
2002-07-30,2739.2994369907306
2002-07-31,2743.7976001440834
2002-08-01,2709.8256044122786
2002-08-02,2698.636430324356
2002-08-05,2619.282139079654
2002-08-06,2579.197631836499
2002-08-07,2691.7787551578017
2002-08-08,2690.673323249516
2002-08-09,2720.262189814146
2002-08-12,2740.505787735078
2002-08-13,2751.1191723594916
2002-08-14,2747.8619707507887
2002-08-15,2800.6483253134634
2002-08-16,2818.4965274635047
2002-08-19,2811.2103811005113
2002-08-20,2851.315626154413
2002-08-21,2825.3615069140565
2002-08-22,2847.1623508152584
2002-08-23,2855.046963837159
2002-08-26,2852.6310806824017
2002-08-27,2879.531007241085
2002-08-28,2859.199349110655
2002-08-29,2851.6190172751226
2002-08-30,2838.984873878792
2002-09-02,2865.4285022977624
2002-09-03,2859.6896905101435
2002-09-04,2798.613903914207
2002-09-05,2806.434534524232
2002-09-06,2803.605899585251
2002-09-09,2839.856802366161
2002-09-10,2830.390701583775
2002-09-11,2870.250624680115
2002-09-12,2884.9040453668463
2002-09-13,2866.2510046988286
2002-09-16,2851.5172283309107
2002-09-17,2883.1713725890445
2002-09-18,2847.595656402773
2002-09-19,2840.0503520212847
2002-09-20,2797.8681809292702
2002-09-23,2763.7408936355264
2002-09-24,2759.2991312834233
2002-09-25,2714.5677259806985
2002-09-26,2719.177463552128
2002-09-27,2727.1183422372537
2002-09-30,2686.840778730602
2002-10-01,2690.1570449787655
2002-10-02,2712.1543759535825
2002-10-03,2726.710323822138
2002-10-04,2716.8802880748426
2002-10-07,2680.852344250998
2002-10-08,2670.625387030729
2002-10-09,2652.5741219021206
2002-10-10,2619.2681227686885
2002-10-11,2662.612747166811
2002-10-14,2687.2546194265374
2002-10-15,2735.5852930169767
2002-10-16,2732.262783205525
2002-10-17,2735.7632837591727
2002-10-18,2758.723088521252
2002-10-21,2761.67052565917
2002-10-22,2786.9926708867074
2002-10-23,2818.3510309603894
2002-10-24,2821.912843820432
2002-10-25,2801.7876350697265
2002-10-28,2852.310009310111
2002-10-29,2818.3938915314725
2002-10-30,2790.813015252982
2002-10-31,2839.9504786463594
2002-11-01,2814.5946235637825
2002-11-04,2872.248944764768
2002-11-05,2873.8836675469174
2002-11-06,2904.0991009112436
2002-11-07,2867.171485597382
2002-11-08,2847.060194000056
2002-11-11,2782.401107634451
2002-11-12,2803.6742770684805
2002-11-13,2791.7514369363844
2002-11-14,2798.0334522162516
2002-11-15,2841.841419948305
2002-11-18,2847.6050014611887
2002-11-19,2832.968030437515
2002-11-20,2838.270751634112
2002-11-21,2896.3155273005614
2002-11-22,2923.9567551095574
2002-11-25,2918.0623904278063
2002-11-26,2900.83438178912
2002-11-27,2856.222822218588
2002-11-28,2920.6957962659867
2002-11-29,2930.2497882373245
2002-12-02,2944.0204610751325
2002-12-03,2932.404368730395
2002-12-04,2889.440847561828
2002-12-05,2892.120962930201
2002-12-06,2880.8815229357006
2002-12-09,2895.3771409929072
2002-12-10,2854.013646717948
2002-12-11,2850.355521156848
2002-12-12,2883.4809366912095
2002-12-13,2872.849923043473
2002-12-16,2858.8227537810667
2002-12-17,2897.2077781346165
2002-12-18,2886.480904476233
2002-12-19,2891.44097251855
2002-12-20,2885.978857841548
2002-12-23,2913.366722657619
2002-12-24,2910.220364926342
2002-12-25,2910.220364926342
2002-12-26,2910.220364926342
2002-12-27,2892.241948622663
2002-12-30,2872.0676933334094
2002-12-31,2875.782040332241
2003-01-01,2875.782040332241
2003-01-02,2900.456909908081
2003-01-03,2954.4105431921103
2003-01-06,3041.495955833773
2003-01-07,3035.9249342080534
2003-01-08,3023.521202480115
2003-01-09,3033.6997806835875
2003-01-10,3062.468335691199
2003-01-13,3077.3035403755935
2003-01-14,3090.721052406668
2003-01-15,3097.4798978579815
2003-01-16,3077.2337174330514
2003-01-17,3089.0837161215213
2003-01-20,3093.6851270901752
2003-01-21,3054.543000521886
2003-01-22,3000.0069095084023
2003-01-23,3022.518483754186
2003-01-24,3031.024659903785
2003-01-27,3020.0139257333135
2003-01-28,2935.170684327599
2003-01-29,2939.0436895400426
2003-01-30,2951.763017057696
2003-01-31,2929.751094830547
2003-02-03,2906.49306984778
2003-02-04,2947.1986480298247
2003-02-05,2907.626827934162
2003-02-06,2879.5931193179194
2003-02-07,2909.9057836870666
2003-02-10,2897.672975139444
2003-02-11,2867.513714591318
2003-02-12,2897.3304670890825
2003-02-13,2865.561004367524
2003-02-14,2841.1275441331404
2003-02-17,2858.5822022389
2003-02-18,2867.2366638516633
2003-02-19,2900.2299212103057
2003-02-20,2878.9186863283257
2003-02-21,2889.4174419347396
2003-02-24,2951.251083425429
2003-02-25,2879.7599741965
2003-02-26,2909.448848041537
2003-02-27,2877.4480749603986
2003-02-28,2891.3549270396393
2003-03-03,2942.0234790262352
2003-03-04,2940.230933589326
2003-03-05,2910.336559218462
2003-03-06,2901.373342715123
2003-03-07,2860.6866816462275
2003-03-10,2858.8770775856606
2003-03-11,2783.8537136993978
2003-03-12,2725.636432648602
2003-03-13,2714.472900467877
2003-03-14,2775.557922034245
2003-03-17,2742.46935727749
2003-03-18,2842.110269580223
2003-03-19,2854.026896835479
2003-03-20,2890.999414350697
2003-03-21,2885.857631984461
2003-03-24,2884.206802090613
2003-03-25,2892.001393132269
2003-03-26,2938.272616005223
2003-03-27,2941.327224272596
2003-03-28,2964.011097348166
2003-03-31,2970.970582716593
2003-04-01,2946.969746656659
2003-04-02,2940.534203105222
2003-04-03,2972.7610978079997
2003-04-04,3001.0645246170416
2003-04-07,3031.804602302591
2003-04-08,3043.9281388093705
2003-04-09,3035.2825046419775
2003-04-10,3021.9999011180325
2003-04-11,3028.2281772517626
2003-04-14,3025.200619550617
2003-04-15,3063.2178897105964
2003-04-16,3112.135637166208
2003-04-17,3090.2650860858025
2003-04-18,3090.2650860858025
2003-04-21,3082.982055813841
2003-04-22,3148.7237704475124
2003-04-23,3178.673483268115
2003-04-24,3197.6156857219767
2003-04-25,3184.1803256979347
2003-04-28,3151.988244007494
2003-04-29,3193.3334809582407
2003-04-30,3230.4804265698294
2003-05-01,3244.8864192939955
2003-05-02,3214.161119788946
2003-05-05,3211.1517932185047
2003-05-06,3208.53874668204
2003-05-07,3213.4153169096826
2003-05-08,3240.3173801900093
2003-05-09,3242.201874713443
2003-05-12,3260.2707313636583
2003-05-13,3277.62486230415
2003-05-14,3274.6884135240653
2003-05-15,3239.4068882704805
2003-05-16,3261.054284192393
2003-05-19,3273.6728160882776
2003-05-20,3246.15498746948
2003-05-21,3261.2179225817413
2003-05-22,3296.187104928033
2003-05-23,3335.6480336292875
2003-05-26,3354.8867332922346
2003-05-27,3330.562412664714
2003-05-28,3308.534698550911
2003-05-29,3314.671321455253
2003-05-30,3327.4132522351088
2003-06-02,3383.176306951675
2003-06-03,3382.7193028501247
2003-06-04,3432.215563472612
2003-06-05,3451.030067286367
2003-06-06,3423.1875405161345
2003-06-09,3410.2375989994657
2003-06-10,3415.037801760959
2003-06-11,3468.5580133987114
2003-06-12,3489.19144201897
2003-06-13,3506.712754116254
2003-06-16,3523.014469604152
