Date,SINGAPORE VALUE
1986-08-29,720.70179
1986-09-30,694.18842
1986-10-31,879.87857
1986-11-28,803.21665
1986-12-31,839.34939
1987-01-30,940.79693
1987-02-27,1095.22325
1987-03-31,1073.12309
1987-04-30,1185.9713
1987-05-29,1323.81727
1987-06-30,1356.03912
1987-07-31,1490.63486
1987-08-31,1465.48396
1987-09-30,1451.3373
1987-10-30,830.59034
1987-11-30,843.85205
1987-12-31,908.63541
1988-01-29,972.35025
1988-02-29,931.75879
1988-03-31,987.28756
1988-04-29,1061.42888
1988-05-31,1099.24649
1988-06-30,1231.54797
1988-07-29,1244.84046
1988-08-31,1125.78611
1988-09-30,1128.67697
1988-10-31,1159.50404
1988-11-30,1153.49596
1988-12-30,1201.30394
1989-01-31,1322.9695
1989-02-28,1333.63193
1989-03-31,1407.72203
1989-04-28,1515.33391
1989-05-31,1538.04379
1989-06-30,1540.21743
1989-07-31,1628.54611
1989-08-31,1592.12047
1989-09-29,1618.71013
1989-10-31,1548.32031
1989-11-30,1648.36695
1989-12-29,1786.47063
1990-01-31,1859.00779
1990-02-28,1921.27318
1990-03-30,1899.0841
1990-04-30,1772.29262
1990-05-31,1971.28964
1990-06-29,1963.38584
1990-07-31,2053.11832
1990-08-31,1717.59635
1990-09-28,1486.88786
1990-10-31,1583.36438
1990-11-30,1550.77598
1990-12-31,1601.25114
1991-01-31,1664.95919
1991-02-28,1953.34683
1991-03-29,1970.09486
1991-04-30,1961.00846
1991-05-31,1982.55781
1991-06-28,1916.34409
1991-07-31,1943.5162
1991-08-30,1898.19996
1991-09-30,1865.30051
1991-10-31,1908.66105
1991-11-29,1943.57142
1991-12-31,2052.02129
1992-01-31,2093.55219
1992-02-28,2030.66216
1992-03-31,1971.47754
1992-04-30,1999.87596
1992-05-29,2079.53276
1992-06-30,2055.87351
1992-07-31,2098.43216
1992-08-31,2012.18059
1992-09-30,2016.06604
1992-10-30,2019.85554
1992-11-30,2150.12465
1992-12-31,2149.07541
1993-01-29,2196.55547
1993-02-26,2256.45539
1993-03-31,2249.61035
1993-04-30,2448.21246
1993-05-31,2519.98676
1993-06-30,2422.57544
1993-07-30,2421.93945
1993-08-31,2706.64475
1993-09-30,2836.22537
1993-10-29,2950.58176
1993-11-30,2912.74999
1993-12-31,3506.16767
1994-01-31,3464.77439
1994-02-28,3458.6215
1994-03-31,3111.23074
1994-04-29,3383.42415
1994-05-31,3441.06825
1994-06-30,3374.60247
1994-07-29,3450.01331
1994-08-31,3592.17912
1994-09-30,3742.88436
1994-10-31,3897.14105
1994-11-30,3684.16637
1994-12-30,3679.57522
1995-01-31,3470.6407
1995-02-28,3583.22648
1995-03-31,3603.46497
1995-04-28,3614.84919
1995-05-31,3816.429
1995-06-30,3698.92817
1995-07-31,3733.88895
1995-08-31,3570.17874
1995-09-29,3540.37663
1995-10-31,3539.93301
1995-11-30,3576.50742
1995-12-29,3827.08819
1996-01-31,4006.93518
1996-02-29,4008.57104
1996-03-29,3922.01034
1996-04-30,3944.33382
1996-05-31,3814.59211
1996-06-28,3750.7563
1996-07-31,3488.80458
1996-08-30,3572.06256
1996-09-30,3589.65166
1996-10-31,3445.86813
1996-11-29,3575.12149
1996-12-31,3627.18974
1997-01-31,3715.5076675700457
1997-02-28,3674.9102790736506
1997-03-31,3465.2257200994873
1997-04-30,3370.099867368221
1997-05-30,3529.026049027695
1997-06-30,3412.9876277591425
1997-07-31,3333.4637411667413
1997-08-29,3324.263566649463
1997-09-30,3311.715263032509
1997-10-31,2635.135145599606
1997-11-28,2772.209084187481
1997-12-31,2533.692412405689
1998-01-30,1899.053577258887
1998-02-27,2494.740239779728
1998-03-31,2570.825012324286
1998-04-30,2372.2050113638065
1998-05-29,1979.6164518591547
1998-06-30,1709.0725467900716
1998-07-31,1617.8695921464348
1998-08-31,1174.6469714612879
1998-09-30,1294.7652862899436
1998-10-30,1770.1104964823594
1998-11-30,2120.512754818526
1998-12-31,2232.775914187482
1999-01-29,2280.8678374476817
1999-02-26,2268.190674327112
1999-03-31,2653.247109922899
1999-04-30,3223.769758433313
1999-05-31,3448.189786415124
1999-06-30,4115.114209743456
1999-07-30,4146.416473689771
1999-08-31,4188.9799341751
1999-09-30,4087.934612068696
1999-10-29,4236.193214251139
1999-11-30,4587.144860041913
1999-12-31,5142.084139067399
2000-01-31,4410.079848744874
2000-02-29,4056.148791578301
2000-03-31,4263.253208506581
2000-04-28,4629.095343604609
2000-05-31,3748.116016928169
2000-06-30,4418.302042528006
2000-07-31,4655.681445179661
2000-08-31,4726.580520278976
2000-09-29,4430.615023250987
2000-10-31,4513.203374868917
2000-11-30,4486.786567705667
2000-12-29,4713.4102264401645
2001-01-01,4713.4102264401645
2001-01-02,4632.645262353184
2001-01-03,4544.997559765547
2001-01-04,4648.405365259887
2001-01-05,4807.155347452631
2001-01-08,4750.80926138921
2001-01-09,4756.871519404333
2001-01-10,4742.9723772131465
2001-01-11,4589.468617686626
2001-01-12,4558.2171759108405
2001-01-15,4559.548127468502
2001-01-16,4538.292354479117
2001-01-17,4529.39210194216
2001-01-18,4394.424108344773
2001-01-19,4381.028051376662
2001-01-22,4411.587314102507
2001-01-23,4391.149623635274
2001-01-24,4391.149623635274
2001-01-25,4395.1865343442005
2001-01-26,4348.602802658468
2001-01-29,4440.3759155165135
2001-01-30,4539.0996952470305
2001-01-31,4597.006589508238
2001-02-01,4600.796048158456
2001-02-02,4578.054264332906
2001-02-05,4518.616345241547
2001-02-06,4501.7257367355805
2001-02-07,4484.055701595822
2001-02-08,4565.224207693985
2001-02-09,4553.847346914125
2001-02-12,4607.470703085637
2001-02-13,4583.899083140885
2001-02-14,4549.799392164424
2001-02-15,4573.486094995388
2001-02-16,4563.838672731544
2001-02-19,4519.182749254769
2001-02-20,4566.939145187187
2001-02-21,4530.359753223118
2001-02-22,4516.750963620739
2001-02-23,4517.499289963766
2001-02-26,4589.474008667177
2001-02-27,4530.628263803036
2001-02-28,4558.822759000664
2001-03-01,4470.515471296412
2001-03-02,4481.325553490776
2001-03-05,4443.461668764168
2001-03-06,4447.259499250293
2001-03-07,4454.86079639916
2001-03-08,4456.0295443323685
2001-03-09,4487.573793572358
2001-03-12,4339.588603369023
2001-03-13,4194.786263811532
2001-03-14,4176.777006567498
2001-03-15,4154.680115589959
2001-03-16,4062.445014152007
2001-03-19,3947.195038486172
2001-03-20,3979.5591010202093
2001-03-21,3916.6392125904495
2001-03-22,3793.6147247876665
2001-03-23,3901.8600296599698
2001-03-26,3921.2086071397875
2001-03-27,3905.3913041686455
2001-03-28,3842.3623978866162
2001-03-29,3789.478764773893
2001-03-30,3909.6624933403546
2001-04-02,3839.8486989175567
2001-04-03,3815.712215076089
2001-04-04,3767.126846025259
2001-04-05,3920.343936425813
2001-04-06,3867.047032369921
2001-04-09,3654.8393940830033
2001-04-10,3671.4273452452016
2001-04-11,3699.451887417763
2001-04-12,3683.317595669844
2001-04-13,3683.317595669844
2001-04-16,3664.5902667721602
2001-04-17,3614.6979640768586
2001-04-18,3674.9438798476262
2001-04-19,3760.338469608493
2001-04-20,3781.426077739528
2001-04-23,3871.1644571533725
2001-04-24,3849.53786514702
2001-04-25,3779.3568467032987
2001-04-26,3818.8381614280415
2001-04-27,3848.7434754625333
2001-04-30,3954.2156348608096
2001-05-01,3970.564376460289
2001-05-02,3950.4019565648873
2001-05-03,3944.0214391237914
2001-05-04,3900.763435483947
2001-05-07,3895.4213875032783
2001-05-08,3857.0973005905644
2001-05-09,3779.16966988744
2001-05-10,3810.331323416042
2001-05-11,3886.1702617060328
2001-05-14,3823.857065863234
2001-05-15,3830.1432440896083
2001-05-16,3786.901036207863
2001-05-17,3825.0805175253363
2001-05-18,3789.561554110874
2001-05-21,3787.4628654758744
2001-05-22,3814.4049382926764
2001-05-23,3844.900133336516
2001-05-24,3886.452321787899
2001-05-25,3856.6182715186533
2001-05-28,3849.180692092724
2001-05-29,3917.162247465081
2001-05-30,3857.9069897012746
2001-05-31,3851.0237495489496
2001-06-01,3835.992022572287
2001-06-04,3856.4995843910506
2001-06-05,3871.1784360548963
2001-06-06,3882.0690713698946
2001-06-07,3913.981599747768
2001-06-08,3951.092124418525
2001-06-11,3893.500432386952
2001-06-12,3877.51011524626
2001-06-13,3950.1154310905486
2001-06-14,3973.100282408029
2001-06-15,4011.895357269996
2001-06-18,4003.9062329552658
2001-06-19,3968.7520440237904
2001-06-20,3961.4627812662925
2001-06-21,3971.4949183197073
2001-06-22,4057.91444739932
2001-06-25,4052.9091625227275
2001-06-26,4020.8062114888885
2001-06-27,3972.8438284549275
2001-06-28,3953.7471934240866
2001-06-29,3989.0142025025552
2001-07-02,3899.6959143772906
2001-07-03,3890.1370026626705
2001-07-04,3854.950484101277
2001-07-05,3829.2573739303903
2001-07-06,3764.634135933652
2001-07-09,3727.666662814815
2001-07-10,3789.8887001848784
2001-07-11,3762.2307245781253
2001-07-12,3794.0608022911097
2001-07-13,3717.638776622271
2001-07-16,3732.5873637069426
2001-07-17,3674.3768850105726
2001-07-18,3671.035297910566
2001-07-19,3661.1199055870484
2001-07-20,3695.192217023375
2001-07-23,3659.437611537614
2001-07-24,3682.3241865145787
2001-07-25,3697.38816847567
2001-07-26,3744.9495076759786
2001-07-27,3757.8888124136024
2001-07-30,3808.9040439347964
2001-07-31,3851.7413546028615
2001-08-01,3839.803892382521
2001-08-02,3800.350762641362
2001-08-03,3762.4301983062664
2001-08-06,3769.033374295887
2001-08-07,3790.5937799978124
2001-08-08,3751.813954318229
2001-08-09,3752.025187263325
2001-08-10,3813.0095668404633
2001-08-13,3751.1421812626595
2001-08-14,3796.433315188071
2001-08-15,3820.7557571998364
2001-08-16,3822.871986303651
2001-08-17,3790.8204677439894
2001-08-20,3788.024063232078
2001-08-21,3803.7276519340667
2001-08-22,3800.7543193257234
2001-08-23,3799.7172135646438
2001-08-24,3795.1892800711144
2001-08-27,3860.519928297356
2001-08-28,3836.2593522554275
2001-08-29,3841.2157930241324
2001-08-30,3751.715346279479
2001-08-31,3790.613955092251
2001-09-03,3797.1969639034896
2001-09-04,3799.268152167653
2001-09-05,3827.2274026205805
2001-09-06,3800.8189296824057
2001-09-07,3761.5595857338967
2001-09-10,3699.1691700980696
2001-09-11,3717.591208256914
2001-09-12,3524.615648301596
2001-09-13,3478.5625591118064
2001-09-14,3357.45348986006
2001-09-17,3165.278193530855
2001-09-18,3127.9037964172326
2001-09-19,3158.1590388699206
2001-09-20,3077.9860883204083
2001-09-21,2860.4683867367835
2001-09-24,2991.800923171152
2001-09-25,2941.508696162822
2001-09-26,2919.459227256827
2001-09-27,3004.10890511249
2001-09-28,3050.6791113732293
2001-10-01,3067.1183452231653
2001-10-02,3054.9686642672036
2001-10-03,3040.4277745750787
2001-10-04,3164.933047688303
2001-10-05,3194.7450890703617
2001-10-08,3101.4323745123625
2001-10-09,3176.3558769725873
2001-10-10,3114.6483673791095
2001-10-11,3184.2131321028764
2001-10-12,3206.085618042986
2001-10-15,3237.9998451269134
2001-10-16,3228.6629379858414
2001-10-17,3268.473966603142
2001-10-18,3200.1943378027295
2001-10-19,3146.675544849641
2001-10-22,3158.1997668937047
2001-10-23,3203.0833478153777
2001-10-24,3265.748030163518
2001-10-25,3240.494558060226
2001-10-26,3251.841702118113
2001-10-29,3182.0816375982577
2001-10-30,3164.993569640153
2001-10-31,3128.6612000201294
2001-11-01,3093.071660805468
2001-11-02,3075.434234762939
2001-11-05,3056.463716981487
2001-11-06,3018.5073648973553
2001-11-07,3006.6534471393006
2001-11-08,3014.7393330294867
2001-11-09,3124.5754603342707
2001-11-12,3183.166331510322
2001-11-13,3145.6291780220854
2001-11-14,3145.6291780220854
2001-11-15,3296.57244531047
2001-11-16,3264.2196195023125
2001-11-19,3380.544577730815
2001-11-20,3369.1535313525696
2001-11-21,3414.134731246467
2001-11-22,3378.024158080881
2001-11-23,3379.570555744695
2001-11-26,3403.384952922852
2001-11-27,3442.4359158787397
2001-11-28,3395.9100234168886
2001-11-29,3338.7587242969043
2001-11-30,3370.229036483776
2001-12-03,3430.499852877749
2001-12-04,3609.439321920233
2001-12-05,3706.6230709986617
2001-12-06,3811.2483229178915
2001-12-07,3873.7843755877298
2001-12-10,3838.967772725969
2001-12-11,3797.5641647307493
2001-12-12,3811.419426117184
2001-12-13,3751.317954829452
2001-12-14,3675.7281058958306
2001-12-17,3672.528603695556
2001-12-18,3697.956724006312
2001-12-19,3766.9883533943284
2001-12-20,3733.4900879933257
2001-12-21,3722.170564832502
2001-12-24,3714.3104991552236
2001-12-25,3714.3104991552227
2001-12-26,3689.4911702001496
2001-12-27,3745.0734257028525
2001-12-28,3785.852897085957
2001-12-31,3794.484700978378
2002-01-01,3794.484700978378
2002-01-02,3809.5833222569527
2002-01-03,3901.361578791512
2002-01-04,3988.2808679980685
2002-01-07,4021.634451538582
2002-01-08,4030.2392620508335
2002-01-09,4018.7845011808304
2002-01-10,4070.5786896999643
2002-01-11,4068.9675892282953
2002-01-14,4115.920613092717
2002-01-15,4079.226613004953
2002-01-16,4005.6890580826935
2002-01-17,3950.7107184132024
2002-01-18,3970.595319489636
2002-01-21,3999.0061128083667
2002-01-22,3956.683566605528
2002-01-23,3962.2120263328497
2002-01-24,3983.295109821678
2002-01-25,4170.62742918418
2002-01-28,4266.493799926135
2002-01-29,4271.91835871149
2002-01-30,4236.854661891307
2002-01-31,4337.089224114395
2002-02-01,4335.642448439811
2002-02-04,4290.430080603078
2002-02-05,4202.285376399104
2002-02-06,4253.28161097037
2002-02-07,4204.003740727685
2002-02-08,4232.988567337996
2002-02-11,4244.922120512251
2002-02-12,4248.634237798517
2002-02-13,4250.027956145571
2002-02-14,4364.11826463291
2002-02-15,4393.29862027317
2002-02-18,4360.978499096631
2002-02-19,4301.7916240389595
2002-02-20,4262.2992449029725
2002-02-21,4249.844880184007
2002-02-22,4135.204009871056
2002-02-25,4074.39935461519
2002-02-26,4098.347190594263
2002-02-27,4166.96736416472
2002-02-28,4202.6774611392
2002-03-01,4198.907120064298
2002-03-04,4430.19856257143
2002-03-05,4477.472892805559
2002-03-06,4473.608579635888
2002-03-07,4481.729986562884
2002-03-08,4484.926633528767
2002-03-11,4480.715730419015
2002-03-12,4417.879510316733
2002-03-13,4418.366682267272
2002-03-14,4408.748251578386
2002-03-15,4429.177591736053
2002-03-18,4448.5395252529615
2002-03-19,4498.024345421337
2002-03-20,4466.355487823174
2002-03-21,4434.572646323429
2002-03-22,4446.515952234368
2002-03-25,4421.581770778043
2002-03-26,4365.955854390909
2002-03-27,4396.07308906307
2002-03-28,4401.423835523988
2002-03-29,4401.423835523988
2002-04-01,4360.3060713423
2002-04-02,4364.0046359089965
2002-04-03,4333.248035697748
2002-04-04,4318.287765211864
2002-04-05,4340.969537639163
2002-04-08,4283.282760940015
2002-04-09,4256.642197312964
2002-04-10,4156.998469546113
2002-04-11,4218.050890436357
2002-04-12,4268.194159951256
2002-04-15,4277.610502106823
2002-04-16,4314.2783227309255
2002-04-17,4325.865398292857
2002-04-18,4287.548761369922
2002-04-19,4250.444430485088
2002-04-22,4266.61057398667
2002-04-23,4291.582963545513
2002-04-24,4290.850944055996
2002-04-25,4310.957243969597
2002-04-26,4346.423153675059
2002-04-29,4263.788301202162
2002-04-30,4302.892128753661
2002-05-01,4307.528481648299
2002-05-02,4330.382333813492
2002-05-03,4356.353246904392
2002-05-06,4309.09325315921
2002-05-07,4286.313052476
2002-05-08,4330.063020598476
2002-05-09,4330.255581611498
2002-05-10,4334.056143352722
2002-05-13,4333.29281106727
2002-05-14,4343.152478228753
2002-05-15,4385.3707638083715
2002-05-16,4358.159146155048
2002-05-17,4396.216516357543
2002-05-20,4383.537646919045
2002-05-21,4395.471104694473
2002-05-22,4410.42472356926
2002-05-23,4328.930314248716
2002-05-24,4371.498609335132
2002-05-27,4374.660457718661
2002-05-28,4346.7383055373375
2002-05-29,4277.485112160195
2002-05-30,4279.750784050909
2002-05-31,4162.979872412077
2002-06-03,4165.558648545401
2002-06-04,4097.022797155179
2002-06-05,4080.9035204296306
2002-06-06,4081.034473848405
2002-06-07,4097.992634796771
2002-06-10,4147.353710667746
2002-06-11,4115.283260233546
2002-06-12,4110.7136257175935
2002-06-13,4118.814456411614
2002-06-14,4021.2191416270416
2002-06-17,3999.145738077357
2002-06-18,3989.094557784808
2002-06-19,3891.66771992559
2002-06-20,3948.8167927022114
2002-06-21,3898.7186915655375
2002-06-24,3886.068982238628
2002-06-25,3923.2469651647575
2002-06-26,3871.8117952382704
2002-06-27,3862.6739757105706
2002-06-28,3901.657497739496
2002-07-01,3879.385327500252
2002-07-02,3889.3050981265483
2002-07-03,3994.4481823928268
2002-07-04,4035.222945637319
2002-07-05,4133.049695830319
2002-07-08,4105.827591252241
2002-07-09,4162.813639606709
2002-07-10,4169.189896928113
2002-07-11,4124.633045133143
2002-07-12,4133.240683255337
2002-07-15,4163.258327280873
2002-07-16,4092.4910962989916
2002-07-17,4073.254206848542
2002-07-18,4070.8296969337343
2002-07-19,4068.16141486486
2002-07-22,4018.842017710999
2002-07-23,4070.080699200598
2002-07-24,3982.315900389449
2002-07-25,3966.0640433569765
2002-07-26,3850.5997343777617
2002-07-29,3867.321273458436
2002-07-30,3901.517204988677
2002-07-31,3878.5997061259222
2002-08-01,3924.1019861248487
2002-08-02,3929.6363192091617
2002-08-05,3846.257793361095
2002-08-06,3757.724438396968
2002-08-07,3846.894188009329
2002-08-08,3828.737227000089
2002-08-09,3835.353458468844
2002-08-12,3843.7110592390254
2002-08-13,3977.352561759698
2002-08-14,4001.3750641682636
2002-08-15,4047.1885524072754
2002-08-16,4033.074813692331
2002-08-19,4069.1982463245095
2002-08-20,4073.114327503362
2002-08-21,4057.4581240468933
2002-08-22,4062.684429673456
2002-08-23,4028.398265973155
2002-08-26,3957.2268208331534
2002-08-27,3954.173227556059
2002-08-28,3938.7909669016785
2002-08-29,3878.0649838335908
2002-08-30,3896.9439605010652
2002-09-02,3844.836962020636
2002-09-03,3835.391503481859
2002-09-04,3833.3829168606403
2002-09-05,3824.3808378294043
2002-09-06,3789.172899780367
2002-09-09,3726.022507797908
2002-09-10,3791.840119267677
2002-09-11,3800.9436057901744
2002-09-12,3739.1383711918006
2002-09-13,3711.8130851070728
2002-09-16,3730.926533526051
2002-09-17,3777.583967744427
2002-09-18,3719.4036366480655
2002-09-19,3735.537121678308
2002-09-20,3648.9860504608287
2002-09-23,3637.3845060300314
2002-09-24,3507.871236956884
2002-09-25,3376.7721471217837
2002-09-26,3423.9572685412745
2002-09-27,3503.8380809461923
2002-09-30,3454.5149628880786
2002-10-01,3427.151830455154
2002-10-02,3429.17217502009
2002-10-03,3418.2891317588765
2002-10-04,3481.088262348623
2002-10-07,3504.8234041764354
2002-10-08,3565.6253608531338
2002-10-09,3495.3925538308704
2002-10-10,3441.482529426235
2002-10-11,3488.1187077361933
2002-10-14,3495.457716496571
2002-10-15,3651.703075989525
2002-10-16,3696.887415695157
2002-10-17,3786.8953117115566
2002-10-18,3749.5534007754454
2002-10-21,3767.708012594522
2002-10-22,3766.2281209454623
2002-10-23,3764.678665291697
2002-10-24,3748.7107039424222
2002-10-25,3826.0835989058323
2002-10-28,3852.8294648788756
2002-10-29,3766.280296462617
2002-10-30,3804.5437029259156
2002-10-31,3813.128573319824
2002-11-01,3709.937138232281
2002-11-04,3713.409975311727
2002-11-05,3718.078148487522
2002-11-06,3729.412615766385
2002-11-07,3676.8135560725273
2002-11-08,3690.05968853998
2002-11-11,3605.956630807108
2002-11-12,3611.3246662770102
2002-11-13,3589.328378508672
2002-11-14,3571.899158423867
2002-11-15,3622.9485665201523
2002-11-18,3563.9503532981826
2002-11-19,3563.460711394393
2002-11-20,3532.4341777225554
2002-11-21,3578.102972461542
2002-11-22,3642.0997643781448
2002-11-25,3630.472262653765
2002-11-26,3586.12149934528
2002-11-27,3575.1954914027133
2002-11-28,3581.5674449430494
2002-11-29,3535.241815061301
2002-12-02,3539.438751065065
2002-12-03,3484.5052772386994
2002-12-04,3426.0687932041083
2002-12-05,3421.0892452559556
2002-12-06,3437.445127528389
2002-12-09,3418.6611002804802
2002-12-10,3462.6130257747927
2002-12-11,3494.5336192343675
2002-12-12,3514.2480841385727
2002-12-13,3509.578441712315
2002-12-16,3486.0635662110717
2002-12-17,3430.146163265785
2002-12-18,3414.3547756989437
2002-12-19,3452.7034384275807
2002-12-20,3404.2084863712294
2002-12-23,3389.1506473373397
2002-12-24,3398.5090164343965
2002-12-25,3398.5090164343965
2002-12-26,3387.5422346255864
2002-12-27,3416.8507181763816
2002-12-30,3391.876361712083
2002-12-31,3421.403504500508
2003-01-01,3421.403504500508
2003-01-02,3405.5679616785774
2003-01-03,3436.3691788724022
2003-01-06,3403.773016048688
2003-01-07,3379.2668882229186
2003-01-08,3408.1530574801254
2003-01-09,3414.110334030356
2003-01-10,3452.8339342872728
2003-01-13,3591.08545334677
2003-01-14,3639.4000748518447
2003-01-15,3593.0836490935476
2003-01-16,3557.5849062981333
2003-01-17,3531.7022149701015
2003-01-20,3520.4731922302785
2003-01-21,3505.330404585014
2003-01-22,3509.4340234330407
2003-01-23,3500.805177947712
2003-01-24,3466.5039152208087
2003-01-27,3387.9454282432953
2003-01-28,3393.958684807194
2003-01-29,3314.0294398947176
2003-01-30,3312.354187716689
2003-01-31,3266.0484805080346
2003-02-03,3260.892400642712
2003-02-04,3313.094530130441
2003-02-05,3299.194071825221
2003-02-06,3280.391912410898
2003-02-07,3261.411171460766
2003-02-10,3234.3196993832726
2003-02-11,3281.3466636876256
2003-02-12,3271.830375845479
2003-02-13,3205.697927540347
2003-02-14,3208.3735273699003
2003-02-17,3289.3045814358957
2003-02-18,3280.3392834508704
2003-02-19,3351.261315624408
2003-02-20,3339.2424914710286
2003-02-21,3347.6948576468576
2003-02-24,3326.5871255263824
2003-02-25,3276.36921167173
2003-02-26,3261.96977572522
2003-02-27,3226.2336071448676
2003-02-28,3235.62299761686
2003-03-03,3250.9027654310803
2003-03-04,3237.8406366516747
2003-03-05,3212.4982578464
2003-03-06,3174.0018144295937
2003-03-07,3137.3618096482346
2003-03-10,3120.7438997290374
2003-03-11,3113.6918265701324
2003-03-12,3141.7442743112083
2003-03-13,3136.845676279068
2003-03-14,3174.583390447285
2003-03-17,3086.46130014956
2003-03-18,3175.7144061883264
2003-03-19,3192.8335555515832
2003-03-20,3261.1027935360776
2003-03-21,3303.6726888191083
2003-03-24,3233.731400056217
2003-03-25,3232.116988855532
2003-03-26,3263.9204428458406
2003-03-27,3216.5838138356867
2003-03-28,3201.5340264752626
2003-03-31,3106.967704424135
2003-04-01,3123.386511235916
2003-04-02,3148.9418957891457
2003-04-03,3149.2548046993165
2003-04-04,3195.355473172292
2003-04-07,3250.062754685687
2003-04-08,3197.9811581487506
2003-04-09,3095.937558109771
2003-04-10,3124.60683996961
2003-04-11,3134.251072358189
2003-04-14,3068.3599887159917
2003-04-15,3086.2461308051875
2003-04-16,3096.7657072819
2003-04-17,3117.370154582954
2003-04-18,3117.370154582954
2003-04-21,3088.4463791270964
2003-04-22,3084.63197425652
2003-04-23,3064.5634896134325
2003-04-24,2981.5047425218004
2003-04-25,2943.7154781067084
2003-04-28,3036.834107089318
2003-04-29,3158.1186974519237
2003-04-30,3127.3810412257653
2003-05-01,3140.114101334805
2003-05-02,3187.062436325733
2003-05-05,3283.1836571916097
2003-05-06,3302.0830732241106
2003-05-07,3309.6986162859457
2003-05-08,3322.3292895740233
2003-05-09,3304.3247828865974
2003-05-12,3397.4634226816265
2003-05-13,3381.3415385164
2003-05-14,3373.2930857899987
2003-05-15,3399.51573271421
2003-05-16,3360.966944203456
2003-05-19,3321.272394129955
2003-05-20,3340.7783010103694
2003-05-21,3317.719854620717
2003-05-22,3373.05872538416
2003-05-23,3421.8257739493133
2003-05-26,3477.6894668041086
2003-05-27,3444.1348742757996
2003-05-28,3488.293323116088
2003-05-29,3511.6106133036624
2003-05-30,3500.9535394858613
2003-06-02,3590.899927564046
2003-06-03,3579.776678972601
2003-06-04,3652.645810634259
2003-06-05,3715.6832282747127
2003-06-06,3740.544849178093
2003-06-09,3746.8460162855436
2003-06-10,3722.3355865691424
2003-06-11,3761.6345334221255
2003-06-12,3818.0404477959833
2003-06-13,3834.702935547064
2003-06-16,3795.027673115139
2003-06-17,3891.2305959634277
2003-06-18,3872.0731763025033
